CELL|excluded_cost0|SHOPPING|AG|AG1924|2|38|0|0
CELL|excluded_cost0|SHOPPING|AG|AG2529|4|47|0|0
CELL|excluded_cost0|SHOPPING|AG|AG3034|6|71|0|0
CELL|excluded_cost0|SHOPPING|AG|AG3539|7|74|0|0
CELL|excluded_cost0|SHOPPING|AG|AG4044|9|95|0|0
CELL|excluded_cost0|SHOPPING|AG|AG4549|7|97|0|0
CELL|excluded_cost0|SHOPPING|AG|AG5054|6|41|0|0
CELL|excluded_cost0|SHOPPING|AG|AG5559|5|47|0|0
CELL|excluded_cost0|SHOPPING|AG|AG6099|5|31|0|0
CELL|excluded_cost0|SHOPPING|AG|AGXXXX|7|240|0|0
CELL|excluded_cost0|SHOPPING|GN|GNF|6|311|0|0
CELL|excluded_cost0|SHOPPING|GN|GNM|9|304|0|0
CELL|excluded_cost0|SHOPPING|GN|GNU|7|228|0|0
CELL|excluded_cost0|SHOPPING|SD|SDFRI0018|2|4|0|0
CELL|excluded_cost0|SHOPPING|SD|SDFRI0724|1|1|0|0
CELL|excluded_cost0|SHOPPING|SD|SDMON0018|2|4|0|0
CELL|excluded_cost0|SHOPPING|SD|SDMON0724|1|6|0|0
CELL|excluded_cost0|SHOPPING|SD|SDSAT0003|1|1|0|0
CELL|excluded_cost0|SHOPPING|SD|SDSAT0018|2|5|0|0
CELL|excluded_cost0|SHOPPING|SD|SDSAT1124|1|4|0|0
CELL|excluded_cost0|SHOPPING|SD|SDSUN0018|1|1|0|0
CELL|excluded_cost0|SHOPPING|SD|SDSUN0724|1|15|0|0
CELL|excluded_cost0|SHOPPING|SD|SDTHU0018|1|4|0|0
CELL|excluded_cost0|SHOPPING|SD|SDTHU0724|1|9|0|0
CELL|excluded_cost0|SHOPPING|SD|SDTUE0018|1|1|0|0
CELL|excluded_cost0|SHOPPING|SD|SDTUE0724|1|4|0|0
CELL|excluded_cost0|SHOPPING|SD|SDWED0003|1|1|0|0
CELL|excluded_cost0|SHOPPING|SD|SDWED0018|1|2|0|0
CELL|excluded_cost0|SHOPPING|SD|SDWED0724|1|8|0|0
CELL|excluded_cost0|WEB_SITE|AD|AD0099|7|377|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG1418|5|11|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG1924|6|20|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG2529|6|34|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG3034|6|28|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG3539|5|36|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG4044|7|44|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG4549|6|70|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG5054|6|35|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG5559|6|30|0|0
CELL|excluded_cost0|WEB_SITE|AG|AG6099|4|29|0|0
CELL|excluded_cost0|WEB_SITE|AG|AGXXXX|6|40|0|0
CELL|excluded_cost0|WEB_SITE|GN|GNF|6|150|0|0
CELL|excluded_cost0|WEB_SITE|GN|GNM|7|192|0|0
CELL|excluded_cost0|WEB_SITE|GN|GNU|5|35|0|0
CELL|excluded_cost0|WEB_SITE|SD|SDFRI0024|1|1|0|0
CONV|band1|SHOPPING|AG|AG0013|1|1|12800
CONV|band1|SHOPPING|AG|AG1418|20|44|792740
CONV|band1|SHOPPING|AG|AG1924|28|124|2211780
CONV|band1|SHOPPING|AG|AG2529|62|618|11279270
CONV|band1|SHOPPING|AG|AG3034|68|943|16812650
CONV|band1|SHOPPING|AG|AG3539|68|1188|21034400
CONV|band1|SHOPPING|AG|AG4044|65|1781|30967050
CONV|band1|SHOPPING|AG|AG4549|69|1673|28944770
CONV|band1|SHOPPING|AG|AG5054|61|1050|18131900
CONV|band1|SHOPPING|AG|AG5559|62|560|9561310
CONV|band1|SHOPPING|AG|AG6099|24|240|4349930
CONV|band1|SHOPPING|AG|AGXXXX|63|526|9453790
CONV|band1|SHOPPING|GN|GNF|74|2675|46671370
CONV|band1|SHOPPING|GN|GNM|73|5628|98911350
CONV|band1|SHOPPING|GN|GNU|63|445|7969670
CONV|band1|SHOPPING|SD|SDMON0724|1|1|14220
CONV|band1|WEB_SITE|AD|AD0099|185|2640|48914650
CONV|band1|WEB_SITE|AD|AD0101001|59|254|4729040
CONV|band1|WEB_SITE|AD|AD0101002|30|51|900340
CONV|band1|WEB_SITE|AD|AD0101003|47|162|2764860
CONV|band1|WEB_SITE|AD|AD0101004|62|308|5529420
CONV|band1|WEB_SITE|AD|AD0101005|71|342|6199890
CONV|band1|WEB_SITE|AD|AD0101006|53|224|4102380
CONV|band1|WEB_SITE|AD|AD0101007|37|86|1546970
CONV|band1|WEB_SITE|AD|AD0101008|13|26|458490
CONV|band1|WEB_SITE|AD|AD0101009|48|197|3589130
CONV|band1|WEB_SITE|AD|AD0101010|57|226|3820010
CONV|band1|WEB_SITE|AD|AD0102001|6|6|101400
CONV|band1|WEB_SITE|AD|AD0102002|8|9|151900
CONV|band1|WEB_SITE|AG|AG0013|1|1|15900
CONV|band1|WEB_SITE|AG|AG1418|35|58|971810
CONV|band1|WEB_SITE|AG|AG1924|75|167|2952320
CONV|band1|WEB_SITE|AG|AG2529|113|397|7404920
CONV|band1|WEB_SITE|AG|AG3034|148|673|12602170
CONV|band1|WEB_SITE|AG|AG3539|140|681|12604250
CONV|band1|WEB_SITE|AG|AG4044|162|701|13051050
CONV|band1|WEB_SITE|AG|AG4549|151|621|11153050
CONV|band1|WEB_SITE|AG|AG5054|146|532|9408200
CONV|band1|WEB_SITE|AG|AG5559|107|262|4842770
CONV|band1|WEB_SITE|AG|AG6099|99|292|5044420
CONV|band1|WEB_SITE|AG|AGXXXX|82|146|2757620
CONV|band1|WEB_SITE|GN|GNF|192|1625|30485560
CONV|band1|WEB_SITE|GN|GNM|211|2784|50045400
CONV|band1|WEB_SITE|GN|GNU|73|122|2277520
CONV|band1|WEB_SITE|SD|SDFRI0024|77|297|5339290
CONV|band1|WEB_SITE|SD|SDFRI0724|1|1|29700
CONV|band1|WEB_SITE|SD|SDMON0024|76|348|6272540
CONV|band1|WEB_SITE|SD|SDSAT0024|54|239|4230430
CONV|band1|WEB_SITE|SD|SDSAT1124|1|2|31800
CONV|band1|WEB_SITE|SD|SDSUN0024|59|240|4195630
CONV|band1|WEB_SITE|SD|SDSUN0724|1|1|15900
CONV|band1|WEB_SITE|SD|SDTHU0003|1|2|31600
CONV|band1|WEB_SITE|SD|SDTHU0024|82|331|5861880
CONV|band1|WEB_SITE|SD|SDTUE0024|74|354|6373210
CONV|band1|WEB_SITE|SD|SDWED0024|69|317|5768040
CONV|band1|WEB_SITE|SD|SDWED0724|1|1|15900
CONV|band2|SHOPPING|AG|AG0013|1|1|6400
CONV|band2|SHOPPING|AG|AG1418|12|39|643650
CONV|band2|SHOPPING|AG|AG1924|14|100|1694680
CONV|band2|SHOPPING|AG|AG2529|36|381|6610650
CONV|band2|SHOPPING|AG|AG3034|39|579|10205510
CONV|band2|SHOPPING|AG|AG3539|39|610|10785240
CONV|band2|SHOPPING|AG|AG4044|39|746|12831510
CONV|band2|SHOPPING|AG|AG4549|38|632|10699660
CONV|band2|SHOPPING|AG|AG5054|40|428|7088230
CONV|band2|SHOPPING|AG|AG5559|38|224|3678190
CONV|band2|SHOPPING|AG|AG6099|16|110|1748680
CONV|band2|SHOPPING|AG|AGXXXX|36|356|6247170
