adgroup_id,dim_type,dim_value,imp,clk,cost,rank_sum,n_days
grp-a001-02-000000044103604,h,00,21,0,0,110,3
grp-a001-02-000000044103604,h,01,17,0,0,72,4
grp-a001-02-000000044103604,h,02,56,0,0,99,4
grp-a001-02-000000044103604,h,03,5,0,0,29,3
grp-a001-02-000000044103604,h,04,4,0,0,13,3
grp-a001-02-000000044103604,h,05,7,0,0,28,4
grp-a001-02-000000044103604,h,06,14,0,0,91,4
grp-a001-02-000000044103604,h,07,29,0,0,156,4
grp-a001-02-000000044103604,h,08,27,1,1611,132,4
grp-a001-02-000000044103604,h,09,44,2,3208,189,4
grp-a001-02-000000044103604,h,10,40,1,1501,148,4
grp-a001-02-000000044103604,h,11,64,3,4287,221,3
grp-a001-02-000000044103604,h,12,29,1,1534,190,3
grp-a001-02-000000044103604,h,13,33,1,1609,164,3
grp-a001-02-000000044103604,h,14,36,1,1587,204,4
grp-a001-02-000000044103604,h,15,36,1,1571,190,4
grp-a001-02-000000044103604,h,16,37,2,2909,192,4
grp-a001-02-000000044103604,h,17,27,1,1436,162,4
grp-a001-02-000000044103604,h,18,30,1,1581,176,4
grp-a001-02-000000044103604,h,19,22,1,1615,186,4
grp-a001-02-000000044103604,h,20,35,1,1601,187,4
grp-a001-02-000000044103604,h,21,34,0,0,186,4
grp-a001-02-000000044103604,h,22,49,0,0,209,4
grp-a001-02-000000044103604,h,23,38,0,0,235,4
grp-a001-02-000000044103604,m,11068,71,1,1602,234,4
grp-a001-02-000000044103604,m,27758,54,3,4771,78,5
grp-a001-02-000000044103604,m,33421,157,0,0,871,5
grp-a001-02-000000044103604,m,341893,60,1,1436,292,5
grp-a001-02-000000044103604,m,341898,16,0,0,20,5
grp-a001-02-000000044103604,m,370822,2,0,0,5,2
grp-a001-02-000000044103604,m,684924,9,0,0,9,4
grp-a001-02-000000044103604,m,684925,9,0,0,9,4
grp-a001-02-000000044103604,m,684926,130,1,1587,1029,5
grp-a001-02-000000044103604,m,684927,30,0,0,259,4
grp-a001-02-000000044103604,m,8753,196,11,16654,763,5
grp-a001-02-000000044103604,r,00,3,0,0,14,1
grp-a001-02-000000044103604,r,01,25,1,1512,107,4
grp-a001-02-000000044103604,r,02,158,4,5675,829,5
grp-a001-02-000000044103604,r,03,50,4,6222,228,5
grp-a001-02-000000044103604,r,04,35,0,0,166,5
grp-a001-02-000000044103604,r,05,13,0,0,125,4
grp-a001-02-000000044103604,r,06,36,1,1661,99,4
grp-a001-02-000000044103604,r,07,16,0,0,65,5
grp-a001-02-000000044103604,r,08,36,0,0,184,5
grp-a001-02-000000044103604,r,09,169,3,4799,729,5
grp-a001-02-000000044103604,r,10,14,0,0,66,4
grp-a001-02-000000044103604,r,11,48,1,1397,224,5
grp-a001-02-000000044103604,r,12,23,0,0,100,5
grp-a001-02-000000044103604,r,13,15,0,0,134,4
grp-a001-02-000000044103604,r,14,2,0,0,11,2
grp-a001-02-000000044103604,r,15,17,1,1615,83,5
grp-a001-02-000000044103604,r,16,21,1,1598,94,4
grp-a001-02-000000044103604,r,17,4,0,0,11,2
grp-a001-02-000000044103604,r,99,49,1,1571,300,5
grp-a001-02-000000044108257,h,00,501,2,3086,1878,99
grp-a001-02-000000044108257,h,01,418,2,3079,1413,85
grp-a001-02-000000044108257,h,02,394,5,7326,1120,80
grp-a001-02-000000044108257,h,03,386,1,1557,1298,94
grp-a001-02-000000044108257,h,04,421,1,1596,1655,92
grp-a001-02-000000044108257,h,05,360,0,0,1283,87
grp-a001-02-000000044108257,h,06,507,2,3089,2067,107
grp-a001-02-000000044108257,h,07,556,9,13649,2066,91
grp-a001-02-000000044108257,h,08,608,7,10859,2126,95
grp-a001-02-000000044108257,h,09,685,17,25672,2538,97
grp-a001-02-000000044108257,h,10,768,14,21989,2847,100
grp-a001-02-000000044108257,h,11,588,9,13597,2205,93
grp-a001-02-000000044108257,h,12,624,10,16035,2364,87
grp-a001-02-000000044108257,h,13,677,15,23407,2560,99
grp-a001-02-000000044108257,h,14,726,7,11215,2791,103
grp-a001-02-000000044108257,h,15,697,14,20798,2555,108
grp-a001-02-000000044108257,h,16,679,8,12701,2515,100
grp-a001-02-000000044108257,h,17,739,15,23919,2715,100
grp-a001-02-000000044108257,h,18,617,5,7416,2372,99
grp-a001-02-000000044108257,h,19,683,10,15151,2839,101
grp-a001-02-000000044108257,h,20,684,4,6474,2613,100
grp-a001-02-000000044108257,h,21,750,10,15518,2977,101
grp-a001-02-000000044108257,h,22,767,9,13374,3251,101
grp-a001-02-000000044108257,h,23,845,9,14057,3667,112
grp-a001-02-000000044108257,m,11068,780,5,7926,4423,104
grp-a001-02-000000044108257,m,27758,756,44,67724,1445,78
grp-a001-02-000000044108257,m,33421,7132,9,13730,23320,138
grp-a001-02-000000044108257,m,341893,634,13,16970,3323,127
grp-a001-02-000000044108257,m,341898,301,0,0,409,72
grp-a001-02-000000044108257,m,370822,48,0,0,113,39
grp-a001-02-000000044108257,m,684924,164,0,0,164,42
grp-a001-02-000000044108257,m,684925,279,6,9093,279,41
grp-a001-02-000000044108257,m,684926,1817,28,44297,10454,120
grp-a001-02-000000044108257,m,684927,368,9,12669,2097,92
grp-a001-02-000000044108257,m,787480,1,0,0,7,1
grp-a001-02-000000044108257,m,805759,5,0,0,52,4
grp-a001-02-000000044108257,m,805760,7,0,0,27,5
grp-a001-02-000000044108257,m,8753,2388,71,113155,9602,106
grp-a001-02-000000044108257,r,00,46,0,0,196,24
grp-a001-02-000000044108257,r,01,207,6,9612,1080,76
grp-a001-02-000000044108257,r,02,2169,48,73562,10201,123
grp-a001-02-000000044108257,r,03,438,8,12101,2218,90
grp-a001-02-000000044108257,r,04,374,12,18296,1723,89
grp-a001-02-000000044108257,r,05,67,0,0,372,33
grp-a001-02-000000044108257,r,06,356,5,7600,1524,83
grp-a001-02-000000044108257,r,07,272,8,13150,1080,73
grp-a001-02-000000044108257,r,08,448,13,19190,2122,94
grp-a001-02-000000044108257,r,09,7555,43,67506,22453,140
grp-a001-02-000000044108257,r,10,195,0,0,940,62
grp-a001-02-000000044108257,r,11,412,3,4658,1904,89
grp-a001-02-000000044108257,r,12,75,1,1001,446,34
grp-a001-02-000000044108257,r,13,228,5,7880,1131,75
grp-a001-02-000000044108257,r,14,55,1,1578,255,25
grp-a001-02-000000044108257,r,15,326,9,13044,1595,90
grp-a001-02-000000044108257,r,16,205,3,4676,1034,73
grp-a001-02-000000044108257,r,17,98,2,2806,424,42
grp-a001-02-000000044108257,r,18,339,4,6426,1323,46
grp-a001-02-000000044108257,r,99,815,14,22478,3694,104
grp-a001-02-000000044108615,h,00,229,0,0,1469,76
grp-a001-02-000000044108615,h,01,113,1,1528,622,50
grp-a001-02-000000044108615,h,02,85,0,0,645,39
grp-a001-02-000000044108615,h,03,107,0,0,555,27
grp-a001-02-000000044108615,h,04,62,1,1599,303,23
grp-a001-02-000000044108615,h,05,106,0,0,578,38
grp-a001-02-000000044108615,h,06,157,0,0,967,68
grp-a001-02-000000044108615,h,07,184,5,6824,990,72
grp-a001-02-000000044108615,h,08,200,0,0,1128,85
grp-a001-02-000000044108615,h,09,203,0,0,1189,79
grp-a001-02-000000044108615,h,10,238,2,2804,1526,93
grp-a001-02-000000044108615,h,11,195,5,7388,1259,92
grp-a001-02-000000044108615,h,12,161,2,2651,992,71
grp-a001-02-000000044108615,h,13,201,5,6905,1194,82
grp-a001-02-000000044108615,h,14,242,6,8886,1727,89
grp-a001-02-000000044108615,h,15,194,3,4399,1107,81
grp-a001-02-000000044108615,h,16,221,9,12518,1284,89
grp-a001-02-000000044108615,h,17,212,7,9709,1276,88
grp-a001-02-000000044108615,h,18,219,2,2733,1360,77
grp-a001-02-000000044108615,h,19,234,1,1426,1484,90
grp-a001-02-000000044108615,h,20,282,7,9655,1755,99
grp-a001-02-000000044108615,h,21,263,8,11552,1773,97
grp-a001-02-000000044108615,h,22,259,9,12533,1538,86
grp-a001-02-000000044108615,h,23,228,1,1102,1291,86
grp-a001-02-000000044108615,m,11068,278,3,4154,1843,87
grp-a001-02-000000044108615,m,27758,239,9,11882,485,77
grp-a001-02-000000044108615,m,33421,1055,7,9487,6927,117
grp-a001-02-000000044108615,m,341893,781,1,1323,5695,145
grp-a001-02-000000044108615,m,341898,159,0,0,269,86
grp-a001-02-000000044108615,m,370822,75,0,0,194,53
grp-a001-02-000000044108615,m,556927,2,0,0,2,1
grp-a001-02-000000044108615,m,684924,51,0,0,51,29
grp-a001-02-000000044108615,m,684925,23,0,0,23,18
grp-a001-02-000000044108615,m,684926,804,7,9179,6207,120
grp-a001-02-000000044108615,m,684927,184,2,2946,1723,87
grp-a001-02-000000044108615,m,787480,1,0,0,41,1
grp-a001-02-000000044108615,m,805759,1,0,0,3,1
grp-a001-02-000000044108615,m,805760,1,0,0,7,1
grp-a001-02-000000044108615,m,8753,941,45,65241,4542,111
grp-a001-02-000000044108615,r,00,25,0,0,150,16
grp-a001-02-000000044108615,r,01,120,3,3924,727,61
grp-a001-02-000000044108615,r,02,1102,24,33369,6647,136
grp-a001-02-000000044108615,r,03,240,3,4331,1609,92
grp-a001-02-000000044108615,r,04,211,6,8766,1311,91
grp-a001-02-000000044108615,r,05,41,0,0,297,33
grp-a001-02-000000044108615,r,06,189,4,5184,1082,74
grp-a001-02-000000044108615,r,07,109,0,0,658,66
grp-a001-02-000000044108615,r,08,223,2,2937,1368,82
grp-a001-02-000000044108615,r,09,941,8,11346,6089,134
grp-a001-02-000000044108615,r,10,66,4,5505,330,35
grp-a001-02-000000044108615,r,11,217,1,1289,1327,88
grp-a001-02-000000044108615,r,12,40,2,2777,289,30
grp-a001-02-000000044108615,r,13,115,1,1596,656,60
grp-a001-02-000000044108615,r,14,36,0,0,199,23
grp-a001-02-000000044108615,r,15,146,5,7529,924,70
grp-a001-02-000000044108615,r,16,116,1,1422,695,62
grp-a001-02-000000044108615,r,17,26,1,1445,143,16
grp-a001-02-000000044108615,r,18,146,1,1474,887,41
grp-a001-02-000000044108615,r,99,486,8,11318,2624,105
grp-a001-02-000000044108616,h,00,1037,9,15009,4295,122
grp-a001-02-000000044108616,h,01,713,7,12682,3043,122
grp-a001-02-000000044108616,h,02,590,3,5540,2250,111
grp-a001-02-000000044108616,h,03,462,0,0,1869,87
grp-a001-02-000000044108616,h,04,408,1,1575,1354,87
grp-a001-02-000000044108616,h,05,505,4,7378,2112,99
grp-a001-02-000000044108616,h,06,643,4,7546,2746,112
grp-a001-02-000000044108616,h,07,878,15,25765,3640,118
grp-a001-02-000000044108616,h,08,996,7,12909,4445,129
grp-a001-02-000000044108616,h,09,1123,17,29167,4556,124
grp-a001-02-000000044108616,h,10,1263,20,35806,4996,136
grp-a001-02-000000044108616,h,11,1242,16,28009,5719,135
grp-a001-02-000000044108616,h,12,1360,15,26783,6099,126
grp-a001-02-000000044108616,h,13,1213,12,22539,5153,126
grp-a001-02-000000044108616,h,14,1377,30,55318,6012,129
grp-a001-02-000000044108616,h,15,1272,27,46603,5348,130
grp-a001-02-000000044108616,h,16,1232,13,22714,5122,126
grp-a001-02-000000044108616,h,17,1296,15,25715,5278,128
grp-a001-02-000000044108616,h,18,1096,22,36865,4762,124
grp-a001-02-000000044108616,h,19,1149,28,49010,5073,123
grp-a001-02-000000044108616,h,20,1280,19,33883,5850,128
grp-a001-02-000000044108616,h,21,1365,13,23766,6069,127
grp-a001-02-000000044108616,h,22,1315,17,30565,5791,122
grp-a001-02-000000044108616,h,23,1163,19,32432,5094,127
grp-a001-02-000000044108616,m,11068,1431,13,23101,7791,122
grp-a001-02-000000044108616,m,27758,1667,51,90242,3065,105
grp-a001-02-000000044108616,m,33421,9526,16,29130,39676,146
grp-a001-02-000000044108616,m,341893,1864,33,53244,8742,152
grp-a001-02-000000044108616,m,341898,798,9,13229,1287,110
grp-a001-02-000000044108616,m,370822,180,1,1779,473,83
grp-a001-02-000000044108616,m,556927,28,0,0,28,18
grp-a001-02-000000044108616,m,684924,371,0,0,371,78
grp-a001-02-000000044108616,m,684925,215,2,3370,215,53
grp-a001-02-000000044108616,m,684926,3559,62,108657,20884,151
grp-a001-02-000000044108616,m,684927,827,15,25848,5645,123
grp-a001-02-000000044108616,m,787480,2,0,0,8,1
grp-a001-02-000000044108616,m,805759,12,0,0,79,9
grp-a001-02-000000044108616,m,805760,13,0,0,60,11
grp-a001-02-000000044108616,m,8753,4485,131,238979,18352,139
grp-a001-02-000000044108616,r,-1,2,0,0,20,1
grp-a001-02-000000044108616,r,00,112,2,3482,518,50
grp-a001-02-000000044108616,r,01,512,16,28702,2415,110
grp-a001-02-000000044108616,r,02,4630,82,144154,22142,151
grp-a001-02-000000044108616,r,03,908,19,32308,4267,132
grp-a001-02-000000044108616,r,04,853,18,31452,3962,123
grp-a001-02-000000044108616,r,05,148,4,6636,821,67
grp-a001-02-000000044108616,r,06,659,12,22204,3105,121
grp-a001-02-000000044108616,r,07,463,9,16459,2309,99
grp-a001-02-000000044108616,r,08,866,15,26537,4126,122
grp-a001-02-000000044108616,r,09,10033,61,108620,35721,148
grp-a001-02-000000044108616,r,10,335,9,16034,1688,105
grp-a001-02-000000044108616,r,11,924,18,30901,4117,124
grp-a001-02-000000044108616,r,12,178,2,3509,960,64
grp-a001-02-000000044108616,r,13,451,10,18098,2099,105
grp-a001-02-000000044108616,r,14,115,4,7091,611,56
grp-a001-02-000000044108616,r,15,729,10,17565,3337,121
grp-a001-02-000000044108616,r,16,496,14,23494,2307,106
grp-a001-02-000000044108616,r,17,119,1,1671,651,55
grp-a001-02-000000044108616,r,18,547,6,10212,2249,47
grp-a001-02-000000044108616,r,99,1898,21,38450,9251,133
grp-a001-02-000000044299892,h,00,904,13,20405,3466,131
grp-a001-02-000000044299892,h,01,557,4,6008,2091,113
grp-a001-02-000000044299892,h,02,392,2,2804,1825,102
grp-a001-02-000000044299892,h,03,280,1,1238,1274,72
grp-a001-02-000000044299892,h,04,225,3,4826,930,73
grp-a001-02-000000044299892,h,05,301,2,3543,1460,87
grp-a001-02-000000044299892,h,06,603,6,10135,2641,112
grp-a001-02-000000044299892,h,07,750,11,16548,2685,135
grp-a001-02-000000044299892,h,08,933,10,14855,3572,140
grp-a001-02-000000044299892,h,09,1053,12,19110,3773,142
grp-a001-02-000000044299892,h,10,1203,26,43532,4059,138
grp-a001-02-000000044299892,h,11,1245,20,30468,4536,148
grp-a001-02-000000044299892,h,12,1292,16,26825,4347,143
grp-a001-02-000000044299892,h,13,1400,27,43786,4770,148
grp-a001-02-000000044299892,h,14,1307,14,20693,4553,149
grp-a001-02-000000044299892,h,15,1336,20,31908,4651,147
grp-a001-02-000000044299892,h,16,1308,21,34087,4389,142
grp-a001-02-000000044299892,h,17,1424,27,42963,4920,147
grp-a001-02-000000044299892,h,18,1336,24,35709,4416,146
grp-a001-02-000000044299892,h,19,1316,19,30481,4414,141
grp-a001-02-000000044299892,h,20,1534,25,39463,5095,147
grp-a001-02-000000044299892,h,21,1533,29,47784,4996,148
grp-a001-02-000000044299892,h,22,1395,24,37151,4637,142
grp-a001-02-000000044299892,h,23,1150,19,29550,4046,141
grp-a001-02-000000044299892,m,11068,1126,9,13494,5552,136
grp-a001-02-000000044299892,m,27758,1027,31,46839,1711,109
grp-a001-02-000000044299892,m,33421,5123,39,61834,26399,153
grp-a001-02-000000044299892,m,335738,176,0,0,1182,55
grp-a001-02-000000044299892,m,341893,1621,9,10189,5616,147
grp-a001-02-000000044299892,m,341898,799,8,10828,1101,130
grp-a001-02-000000044299892,m,370822,145,2,2605,259,78
grp-a001-02-000000044299892,m,556927,29,0,0,29,20
grp-a001-02-000000044299892,m,612593,413,0,0,4144,89
grp-a001-02-000000044299892,m,612594,791,8,10018,3738,106
grp-a001-02-000000044299892,m,684924,956,3,4889,956,125
grp-a001-02-000000044299892,m,684925,215,1,1790,215,78
grp-a001-02-000000044299892,m,684926,3139,66,100730,11390,151
grp-a001-02-000000044299892,m,684927,620,4,7098,3259,115
grp-a001-02-000000044299892,m,805759,26,0,0,271,17
grp-a001-02-000000044299892,m,805760,17,0,0,83,11
grp-a001-02-000000044299892,m,8753,8554,195,323558,21641,152
grp-a001-02-000000044299892,r,-1,2,0,0,4,1
grp-a001-02-000000044299892,r,00,193,0,0,1381,80
grp-a001-02-000000044299892,r,01,713,13,19446,2516,137
grp-a001-02-000000044299892,r,02,6036,86,130447,20502,152
grp-a001-02-000000044299892,r,03,1269,22,36633,4440,148
grp-a001-02-000000044299892,r,04,980,15,24094,3702,146
grp-a001-02-000000044299892,r,05,287,4,6086,1115,80
grp-a001-02-000000044299892,r,06,1014,18,28218,3379,147
grp-a001-02-000000044299892,r,07,582,13,20900,2102,135
grp-a001-02-000000044299892,r,08,1200,23,36440,4238,147
grp-a001-02-000000044299892,r,09,5274,77,120273,19748,153
grp-a001-02-000000044299892,r,10,432,14,23871,1450,115
grp-a001-02-000000044299892,r,11,1339,11,17633,3862,149
grp-a001-02-000000044299892,r,12,360,3,4045,1276,87
grp-a001-02-000000044299892,r,13,670,17,27751,2385,134
grp-a001-02-000000044299892,r,14,161,3,5266,597,70
grp-a001-02-000000044299892,r,15,1161,19,29992,3470,147
grp-a001-02-000000044299892,r,16,555,5,8095,1963,128
grp-a001-02-000000044299892,r,17,162,2,3266,554,71
grp-a001-02-000000044299892,r,18,511,11,19683,1695,47
grp-a001-02-000000044299892,r,99,1876,19,31733,7167,149
grp-a001-02-000000044299955,h,00,1071,4,5670,3592,142
grp-a001-02-000000044299955,h,01,805,2,4164,2321,131
grp-a001-02-000000044299955,h,02,727,1,1748,2514,129
grp-a001-02-000000044299955,h,03,604,1,1389,1853,116
grp-a001-02-000000044299955,h,04,466,0,0,1116,101
grp-a001-02-000000044299955,h,05,568,0,0,1621,110
grp-a001-02-000000044299955,h,06,689,3,4757,2253,125
grp-a001-02-000000044299955,h,07,794,2,3751,2025,133
grp-a001-02-000000044299955,h,08,962,3,5948,3071,133
grp-a001-02-000000044299955,h,09,1035,8,14508,3188,139
grp-a001-02-000000044299955,h,10,1078,8,14781,3425,141
grp-a001-02-000000044299955,h,11,1232,12,22674,3985,149
grp-a001-02-000000044299955,h,12,1158,11,22546,3654,146
grp-a001-02-000000044299955,h,13,1312,4,8103,4203,145
grp-a001-02-000000044299955,h,14,1188,9,15889,3586,144
grp-a001-02-000000044299955,h,15,1197,8,14995,3878,143
grp-a001-02-000000044299955,h,16,1123,11,22527,3344,143
grp-a001-02-000000044299955,h,17,1081,14,27620,3485,145
grp-a001-02-000000044299955,h,18,1069,18,31865,3272,142
grp-a001-02-000000044299955,h,19,1116,8,14576,3488,140
grp-a001-02-000000044299955,h,20,1353,11,21340,4226,146
grp-a001-02-000000044299955,h,21,1409,14,24652,4341,144
grp-a001-02-000000044299955,h,22,1346,9,14285,4383,140
grp-a001-02-000000044299955,h,23,1234,8,14597,3572,142
grp-a001-02-000000044299955,m,11068,1193,3,5900,6321,135
grp-a001-02-000000044299955,m,122876,10,0,0,10,5
grp-a001-02-000000044299955,m,27758,902,11,19946,1395,134
grp-a001-02-000000044299955,m,33421,10542,16,29462,27488,154
grp-a001-02-000000044299955,m,335738,204,0,0,1101,60
grp-a001-02-000000044299955,m,341893,1240,4,6078,5394,147
grp-a001-02-000000044299955,m,341898,710,1,1570,984,129
grp-a001-02-000000044299955,m,370822,113,1,1326,215,72
grp-a001-02-000000044299955,m,424040,66,0,0,69,27
grp-a001-02-000000044299955,m,556927,14,0,0,14,12
grp-a001-02-000000044299955,m,612593,352,2,2800,3651,95
grp-a001-02-000000044299955,m,612594,612,0,0,2857,109
grp-a001-02-000000044299955,m,684924,524,0,0,524,109
grp-a001-02-000000044299955,m,684925,160,0,0,160,72
grp-a001-02-000000044299955,m,684926,1834,25,45755,8211,150
grp-a001-02-000000044299955,m,684927,513,5,9424,2980,123
grp-a001-02-000000044299955,m,787480,1,0,0,14,1
grp-a001-02-000000044299955,m,805759,26,0,0,297,18
grp-a001-02-000000044299955,m,805760,17,0,0,95,12
grp-a001-02-000000044299955,m,8753,5584,101,190124,14616,154
grp-a001-02-000000044299955,r,00,135,1,2178,963,64
grp-a001-02-000000044299955,r,01,448,3,5545,1724,129
grp-a001-02-000000044299955,r,02,4395,48,85421,17020,154
grp-a001-02-000000044299955,r,03,893,13,22066,3141,144
grp-a001-02-000000044299955,r,04,687,9,18312,2469,136
grp-a001-02-000000044299955,r,05,279,3,6138,1038,82
grp-a001-02-000000044299955,r,06,769,8,15054,2423,139
grp-a001-02-000000044299955,r,07,466,4,7610,1848,131
grp-a001-02-000000044299955,r,08,899,12,21864,3374,143
grp-a001-02-000000044299955,r,09,10925,23,42812,24394,154
grp-a001-02-000000044299955,r,10,250,0,0,916,103
grp-a001-02-000000044299955,r,11,814,6,11934,3103,140
grp-a001-02-000000044299955,r,12,337,3,6557,1185,85
grp-a001-02-000000044299955,r,13,474,5,9516,1791,125
grp-a001-02-000000044299955,r,14,113,1,1870,516,67
grp-a001-02-000000044299955,r,15,645,10,18652,2413,128
grp-a001-02-000000044299955,r,16,409,11,19532,1449,121
grp-a001-02-000000044299955,r,17,105,2,3419,352,54
grp-a001-02-000000044299955,r,18,231,2,4347,1001,47
grp-a001-02-000000044299955,r,99,1343,5,9558,5276,147
grp-a001-02-000000044299975,h,00,490,4,8561,2303,98
grp-a001-02-000000044299975,h,01,370,2,4218,1665,81
grp-a001-02-000000044299975,h,02,392,1,1771,1794,79
grp-a001-02-000000044299975,h,03,171,1,1281,923,54
grp-a001-02-000000044299975,h,04,132,0,0,517,55
grp-a001-02-000000044299975,h,05,126,0,0,660,51
grp-a001-02-000000044299975,h,06,226,1,1870,1325,75
grp-a001-02-000000044299975,h,07,288,1,2211,1343,89
grp-a001-02-000000044299975,h,08,396,1,1937,1898,101
grp-a001-02-000000044299975,h,09,432,1,1908,1973,99
grp-a001-02-000000044299975,h,10,465,2,2665,2269,102
grp-a001-02-000000044299975,h,11,562,2,3621,2697,121
grp-a001-02-000000044299975,h,12,455,4,5790,2179,101
grp-a001-02-000000044299975,h,13,614,6,9630,2776,101
grp-a001-02-000000044299975,h,14,515,0,0,2452,100
grp-a001-02-000000044299975,h,15,525,5,8460,2072,97
grp-a001-02-000000044299975,h,16,554,1,2204,2504,98
grp-a001-02-000000044299975,h,17,487,0,0,2256,104
grp-a001-02-000000044299975,h,18,486,2,4312,2521,109
grp-a001-02-000000044299975,h,19,487,2,4379,2285,98
grp-a001-02-000000044299975,h,20,593,5,8930,2624,105
grp-a001-02-000000044299975,h,21,578,3,5681,2603,109
grp-a001-02-000000044299975,h,22,539,3,6527,2328,101
grp-a001-02-000000044299975,h,23,469,2,3196,2137,94
grp-a001-02-000000044299975,m,11068,573,1,1417,3622,101
grp-a001-02-000000044299975,m,27758,558,3,5898,981,58
grp-a001-02-000000044299975,m,33421,2598,12,21528,15063,146
grp-a001-02-000000044299975,m,335738,141,0,0,867,49
grp-a001-02-000000044299975,m,341893,1187,5,10100,5044,95
grp-a001-02-000000044299975,m,341898,625,0,0,896,84
grp-a001-02-000000044299975,m,370822,111,0,0,189,48
grp-a001-02-000000044299975,m,556927,24,0,0,24,17
grp-a001-02-000000044299975,m,612593,444,1,1750,3824,81
grp-a001-02-000000044299975,m,612594,692,0,0,3876,80
grp-a001-02-000000044299975,m,684924,215,0,0,215,64
grp-a001-02-000000044299975,m,684925,83,0,0,83,38
grp-a001-02-000000044299975,m,684926,918,5,10471,4827,125
grp-a001-02-000000044299975,m,684927,264,2,2326,2369,87
grp-a001-02-000000044299975,m,787480,1,0,0,23,1
grp-a001-02-000000044299975,m,787481,1,0,0,2,1
grp-a001-02-000000044299975,m,805759,13,0,0,166,8
grp-a001-02-000000044299975,m,805760,14,0,0,84,9
grp-a001-02-000000044299975,m,8753,1890,20,35662,5949,129
grp-a001-02-000000044299975,r,00,128,0,0,842,56
grp-a001-02-000000044299975,r,01,249,1,1980,1181,86
grp-a001-02-000000044299975,r,02,2499,12,21478,11522,149
grp-a001-02-000000044299975,r,03,510,4,7644,2020,110
grp-a001-02-000000044299975,r,04,381,2,4327,1741,98
grp-a001-02-000000044299975,r,05,167,1,2211,744,55
grp-a001-02-000000044299975,r,06,387,4,7694,1751,96
grp-a001-02-000000044299975,r,07,244,1,2200,1276,83
grp-a001-02-000000044299975,r,08,500,3,5810,2223,108
grp-a001-02-000000044299975,r,09,2422,8,14606,11495,146
grp-a001-02-000000044299975,r,10,142,0,0,664,68
grp-a001-02-000000044299975,r,11,538,0,0,2233,108
grp-a001-02-000000044299975,r,12,186,0,0,853,58
grp-a001-02-000000044299975,r,13,239,1,1600,1078,95
grp-a001-02-000000044299975,r,14,59,0,0,331,41
grp-a001-02-000000044299975,r,15,352,3,4311,1839,103
grp-a001-02-000000044299975,r,16,261,2,4094,1216,85
grp-a001-02-000000044299975,r,17,64,3,3810,341,41
grp-a001-02-000000044299975,r,18,138,1,1750,727,41
grp-a001-02-000000044299975,r,99,886,3,5637,4027,112
grp-a001-02-000000044300022,h,00,580,5,5747,2751,129
grp-a001-02-000000044300022,h,01,329,6,6756,1371,110
grp-a001-02-000000044300022,h,02,166,2,2166,1090,72
grp-a001-02-000000044300022,h,03,161,1,1276,871,65
grp-a001-02-000000044300022,h,04,166,0,0,670,70
grp-a001-02-000000044300022,h,05,231,3,3623,1012,77
grp-a001-02-000000044300022,h,06,367,4,5016,1602,114
grp-a001-02-000000044300022,h,07,588,11,14750,2523,128
grp-a001-02-000000044300022,h,08,730,12,16102,3412,134
grp-a001-02-000000044300022,h,09,922,11,13444,3405,133
grp-a001-02-000000044300022,h,10,863,12,14155,3381,133
grp-a001-02-000000044300022,h,11,959,11,12607,3876,139
grp-a001-02-000000044300022,h,12,765,8,9954,3153,135
grp-a001-02-000000044300022,h,13,781,11,14126,2682,139
grp-a001-02-000000044300022,h,14,843,14,20145,3527,143
grp-a001-02-000000044300022,h,15,867,15,17934,3910,141
grp-a001-02-000000044300022,h,16,918,21,25834,4088,143
grp-a001-02-000000044300022,h,17,805,15,20570,3447,141
grp-a001-02-000000044300022,h,18,835,10,14090,3271,136
grp-a001-02-000000044300022,h,19,1053,17,20204,3859,141
grp-a001-02-000000044300022,h,20,1054,16,19933,4303,145
grp-a001-02-000000044300022,h,21,1034,21,26449,4124,142
grp-a001-02-000000044300022,h,22,1006,13,16392,4023,143
grp-a001-02-000000044300022,h,23,778,10,13612,3392,136
grp-a001-02-000000044300022,m,11068,860,4,4857,3303,129
grp-a001-02-000000044300022,m,27758,519,20,24782,772,131
grp-a001-02-000000044300022,m,33421,3598,15,17755,18238,154
grp-a001-02-000000044300022,m,335738,73,0,0,573,33
grp-a001-02-000000044300022,m,341893,2542,10,12863,16747,146
grp-a001-02-000000044300022,m,341898,834,1,1432,1280,120
grp-a001-02-000000044300022,m,370822,165,0,0,428,72
grp-a001-02-000000044300022,m,556927,21,0,0,22,18
grp-a001-02-000000044300022,m,612593,197,0,0,2768,64
grp-a001-02-000000044300022,m,612594,187,1,876,602,83
grp-a001-02-000000044300022,m,684924,409,1,829,409,98
grp-a001-02-000000044300022,m,684925,125,1,1112,125,70
grp-a001-02-000000044300022,m,684926,1679,27,30873,8020,151
grp-a001-02-000000044300022,m,684927,360,6,7703,3527,111
grp-a001-02-000000044300022,m,787480,3,0,0,136,1
grp-a001-02-000000044300022,m,787481,1,0,0,1,1
grp-a001-02-000000044300022,m,805759,9,0,0,170,7
grp-a001-02-000000044300022,m,805760,1,0,0,5,1
grp-a001-02-000000044300022,m,8753,5218,163,211803,12617,154
grp-a001-02-000000044300022,r,00,90,1,1400,920,45
grp-a001-02-000000044300022,r,01,445,5,5789,1827,125
grp-a001-02-000000044300022,r,02,4201,59,74960,17071,152
grp-a001-02-000000044300022,r,03,849,12,15821,3144,136
