adgroup_id,hour_code,region_code,media_code,imp,clk,cost,n_days
grp-a001-02-000000045023177,09,02,341893,1,1,1500,1
grp-a001-02-000000045023177,09,02,8753,2,2,3110,2
grp-a001-02-000000045023177,09,03,684926,5,1,1450,1
grp-a001-02-000000045023177,09,03,8753,3,1,1706,1
grp-a001-02-000000045023177,09,09,27758,1,1,1540,1
grp-a001-02-000000045023177,09,09,8753,1,1,1562,1
grp-a001-02-000000045023177,09,99,684926,2,1,1494,1
grp-a001-02-000000045023177,10,02,27758,3,1,1825,1
grp-a001-02-000000045023177,10,02,684927,1,1,1643,1
grp-a001-02-000000045023177,10,02,8753,6,2,3029,2
grp-a001-02-000000045023177,10,03,8753,4,1,1672,1
grp-a001-02-000000045023177,10,09,27758,1,1,1561,1
grp-a001-02-000000045023177,10,09,8753,4,2,3206,2
grp-a001-02-000000045023177,10,16,27758,1,1,1587,1
grp-a001-02-000000045023177,10,99,8753,1,1,1490,1
grp-a001-02-000000045023177,11,01,27758,1,1,1726,1
grp-a001-02-000000045023177,11,02,27758,3,2,3293,2
grp-a001-02-000000045023177,11,02,684926,2,1,1427,1
grp-a001-02-000000045023177,11,02,684927,3,1,1540,1
grp-a001-02-000000045023177,11,02,8753,4,2,3650,2
grp-a001-02-000000045023177,11,04,27758,1,1,1532,1
grp-a001-02-000000045023177,11,06,27758,1,1,648,1
grp-a001-02-000000045023177,11,09,33421,1,1,1552,1
grp-a001-02-000000045023177,11,09,8753,5,2,3241,2
grp-a001-02-000000045023177,11,11,8753,1,1,1718,1
grp-a001-02-000000045023177,11,99,684926,4,2,3476,2
grp-a001-02-000000045023177,11,99,8753,1,1,1460,1
grp-a001-02-000000045023177,12,02,27758,1,1,1740,1
grp-a001-02-000000045023177,12,02,33421,2,1,1714,1
grp-a001-02-000000045023177,12,02,8753,1,1,1749,1
grp-a001-02-000000045023177,12,07,27758,1,1,1570,1
grp-a001-02-000000045023177,12,08,8753,2,1,1644,1
grp-a001-02-000000045023177,12,09,8753,2,1,1657,1
grp-a001-02-000000045023177,12,13,8753,2,1,1553,1
grp-a001-02-000000045023177,12,18,8753,3,1,1551,1
grp-a001-02-000000045023177,13,02,27758,1,1,1647,1
grp-a001-02-000000045023177,13,02,33421,1,1,1364,1
grp-a001-02-000000045023177,13,02,8753,1,1,1540,1
grp-a001-02-000000045023177,13,03,33421,1,1,1749,1
grp-a001-02-000000045023177,13,03,684926,3,1,1749,1
grp-a001-02-000000045023177,13,09,11068,1,1,1694,1
grp-a001-02-000000045023177,13,09,27758,1,1,1694,1
grp-a001-02-000000045023177,13,09,8753,3,1,1724,1
grp-a001-02-000000045023177,13,12,27758,1,1,1600,1
grp-a001-02-000000045023177,13,12,8753,1,1,1749,1
grp-a001-02-000000045023177,13,18,8753,2,1,1614,1
grp-a001-02-000000045023177,13,99,341893,2,1,1469,1
grp-a001-02-000000045023177,13,99,8753,3,2,3242,2
grp-a001-02-000000045023177,14,02,27758,1,1,1738,1
grp-a001-02-000000045023177,14,02,33421,4,2,3122,2
grp-a001-02-000000045023177,14,04,11068,1,1,1741,1
grp-a001-02-000000045023177,14,04,8753,2,1,1660,1
grp-a001-02-000000045023177,14,06,11068,1,1,1939,1
grp-a001-02-000000045023177,14,06,8753,1,1,1749,1
grp-a001-02-000000045023177,14,07,8753,2,1,1651,1
grp-a001-02-000000045023177,14,09,27758,2,2,3389,2
grp-a001-02-000000045023177,14,09,8753,4,2,3224,2
grp-a001-02-000000045023177,14,12,8753,1,1,1737,1
grp-a001-02-000000045023177,14,13,8753,1,1,1621,1
grp-a001-02-000000045023177,14,15,8753,1,1,1624,1
grp-a001-02-000000045023177,14,18,8753,2,1,1532,1
grp-a001-02-000000045023177,15,02,11068,1,1,1741,1
grp-a001-02-000000045023177,15,02,27758,1,1,1706,1
grp-a001-02-000000045023177,15,02,8753,4,2,3413,2
grp-a001-02-000000045023177,15,03,8753,1,1,1696,1
grp-a001-02-000000045023177,15,09,27758,1,1,1685,1
grp-a001-02-000000045023177,15,09,8753,2,1,1300,1
grp-a001-02-000000045023177,15,10,27758,1,1,1749,1
grp-a001-02-000000045023177,15,10,684927,2,1,1597,1
grp-a001-02-000000045023177,15,12,8753,0,1,1553,1
grp-a001-02-000000045023177,15,15,8753,1,1,1564,1
grp-a001-02-000000045023177,16,02,27758,2,1,1570,1
grp-a001-02-000000045023177,16,02,684926,5,1,1657,1
grp-a001-02-000000045023177,16,02,8753,1,1,1553,1
grp-a001-02-000000045023177,16,03,684926,1,1,1527,1
grp-a001-02-000000045023177,16,04,341898,1,1,1686,1
grp-a001-02-000000045023177,16,04,8753,2,1,1616,1
grp-a001-02-000000045023177,16,09,33421,2,1,1787,1
grp-a001-02-000000045023177,16,09,684927,1,1,1468,1
grp-a001-02-000000045023177,16,12,8753,1,1,1829,1
grp-a001-02-000000045023177,16,14,8753,1,1,1560,1
grp-a001-02-000000045023177,16,15,27758,1,1,1550,1
grp-a001-02-000000045023177,16,99,8753,5,2,3023,2
grp-a001-02-000000045023177,17,01,8753,3,1,1686,1
grp-a001-02-000000045023177,17,02,684926,1,1,1584,1
grp-a001-02-000000045023177,17,02,8753,2,1,1723,1
grp-a001-02-000000045023177,17,03,8753,2,1,1527,1
grp-a001-02-000000045023177,17,07,8753,1,1,1829,1
grp-a001-02-000000045023177,17,08,11068,1,1,1588,1
grp-a001-02-000000045023177,17,09,27758,1,1,1653,1
grp-a001-02-000000045023177,17,09,8753,5,2,3423,2
grp-a001-02-000000045023177,17,13,8753,1,1,1741,1
grp-a001-02-000000045023177,17,15,8753,1,1,1685,1
grp-a001-02-000000045023177,17,17,33421,1,1,1741,1
grp-a001-02-000000045023177,17,18,8753,2,1,1576,1
grp-a001-02-000000045023177,18,09,33421,2,1,1707,1
grp-a001-02-000000045023177,18,09,8753,1,1,1706,1
grp-a001-02-000000045023177,18,15,33421,1,1,1692,1
grp-a001-02-000000045023177,18,15,8753,1,1,1749,1
grp-a001-02-000000045023177,18,99,33421,1,1,1741,1
grp-a001-02-000000045023177,19,01,8753,4,4,6883,3
grp-a001-02-000000045023177,19,02,33421,4,1,1665,1
grp-a001-02-000000045023177,19,02,8753,2,1,1748,1
grp-a001-02-000000045023177,19,07,8753,1,1,1522,1
grp-a001-02-000000045023177,19,09,684926,5,2,3063,2
grp-a001-02-000000045023177,19,09,8753,1,1,1119,1
grp-a001-02-000000045023177,20,02,8753,1,1,1738,1
grp-a001-02-000000045023177,20,04,27758,1,1,1526,1
grp-a001-02-000000045023177,20,04,684926,1,1,1500,1
grp-a001-02-000000045023177,20,06,8753,2,2,3273,2
grp-a001-02-000000045023177,20,09,8753,1,1,1598,1
grp-a001-02-000000045023177,20,13,8753,1,1,1671,1
grp-a001-02-000000045023177,20,16,8753,2,1,1590,1
grp-a001-02-000000045023177,20,18,8753,2,1,1709,1
grp-a001-02-000000045023177,20,99,11068,3,1,1703,1
grp-a001-02-000000045023177,20,99,341893,1,1,1390,1
grp-a001-02-000000045023177,21,01,8753,1,1,1384,1
grp-a001-02-000000045023177,21,02,11068,1,1,1707,1
grp-a001-02-000000045023177,21,02,27758,1,1,1521,1
grp-a001-02-000000045023177,21,02,341893,2,1,1664,1
grp-a001-02-000000045023177,21,02,8753,3,1,1749,1
grp-a001-02-000000045023177,21,03,8753,2,1,1745,1
grp-a001-02-000000045023177,21,04,8753,1,1,1442,1
grp-a001-02-000000045023177,21,05,8753,2,1,1680,1
grp-a001-02-000000045023177,21,06,27758,1,1,1525,1
grp-a001-02-000000045023177,21,06,8753,1,1,1677,1
grp-a001-02-000000045023177,21,07,684926,2,1,1584,1
grp-a001-02-000000045023177,21,08,684926,1,1,1723,1
grp-a001-02-000000045023177,21,09,33421,2,1,1674,1
grp-a001-02-000000045023177,21,10,27758,1,1,1549,1
grp-a001-02-000000045023177,22,01,8753,1,1,1537,1
grp-a001-02-000000045023177,22,02,8753,8,4,6733,4
grp-a001-02-000000045023177,22,03,8753,1,1,1621,1
grp-a001-02-000000045023177,22,07,11068,1,1,1696,1
grp-a001-02-000000045023177,22,07,8753,2,1,1685,1
grp-a001-02-000000045023177,22,09,8753,2,1,1744,1
grp-a001-02-000000045023177,22,11,8753,1,1,1749,1
grp-a001-02-000000045023177,22,13,8753,1,1,1576,1
grp-a001-02-000000045023177,22,16,8753,5,2,3326,2
grp-a001-02-000000045023177,22,18,8753,1,1,1936,1
grp-a001-02-000000045023177,22,99,8753,1,1,1837,1
grp-a001-02-000000045023177,23,02,8753,6,4,6786,4
grp-a001-02-000000045023177,23,06,8753,1,1,1471,1
grp-a001-02-000000045023177,23,07,33421,1,1,1765,1
grp-a001-02-000000045023177,23,07,8753,2,1,1720,1
grp-a001-02-000000045023177,23,08,27758,1,1,1622,1
grp-a001-02-000000045023177,23,08,8753,4,2,3054,2
grp-a001-02-000000045023177,23,15,8753,2,1,1590,1
grp-a001-02-000000045023177,23,16,33421,2,1,1734,1
grp-a001-02-000000045023177,23,17,11068,1,1,1742,1
grp-a001-02-000000045023177,23,99,8753,3,1,1694,1
grp-a001-02-000000045023993,00,03,8753,1,1,2063,1
grp-a001-02-000000045023993,00,06,8753,2,2,3614,2
grp-a001-02-000000045023993,00,08,684926,2,1,1544,1
grp-a001-02-000000045023993,00,09,33421,15,1,907,1
grp-a001-02-000000045023993,00,09,684926,5,2,2094,2
grp-a001-02-000000045023993,00,12,8753,1,1,2046,1
grp-a001-02-000000045023993,00,15,8753,2,1,1811,1
grp-a001-02-000000045023993,00,99,8753,8,1,1506,1
grp-a001-02-000000045023993,01,02,8753,2,1,1632,1
grp-a001-02-000000045023993,01,09,8753,8,3,6201,2
grp-a001-02-000000045023993,01,11,8753,1,1,1583,1
grp-a001-02-000000045023993,02,02,684927,2,1,1353,1
grp-a001-02-000000045023993,02,04,33421,1,1,2079,1
grp-a001-02-000000045023993,02,04,8753,1,1,1666,1
grp-a001-02-000000045023993,02,06,8753,2,1,1330,1
grp-a001-02-000000045023993,02,09,8753,1,1,1695,1
grp-a001-02-000000045023993,02,10,8753,1,1,1794,1
grp-a001-02-000000045023993,03,02,11068,1,1,1646,1
grp-a001-02-000000045023993,03,02,8753,2,1,1542,1
grp-a001-02-000000045023993,04,05,8753,1,1,2054,1
grp-a001-02-000000045023993,04,06,8753,1,1,1831,1
grp-a001-02-000000045023993,05,02,341893,1,1,1858,1
grp-a001-02-000000045023993,05,02,8753,1,1,2002,1
grp-a001-02-000000045023993,05,04,33421,3,1,1489,1
grp-a001-02-000000045023993,05,04,8753,1,1,1556,1
grp-a001-02-000000045023993,06,07,684926,2,1,1374,1
grp-a001-02-000000045023993,06,09,8753,2,1,1671,1
grp-a001-02-000000045023993,07,04,8753,2,1,1985,1
grp-a001-02-000000045023993,07,99,33421,2,1,1865,1
grp-a001-02-000000045023993,08,01,8753,1,1,1915,1
grp-a001-02-000000045023993,08,08,11068,2,1,1252,1
grp-a001-02-000000045023993,08,14,8753,1,1,1946,1
grp-a001-02-000000045023993,09,02,33421,1,1,1529,1
grp-a001-02-000000045023993,09,02,8753,3,1,1558,1
grp-a001-02-000000045023993,09,03,27758,1,1,2046,1
grp-a001-02-000000045023993,09,04,27758,1,1,1973,1
grp-a001-02-000000045023993,09,08,8753,2,1,2027,1
grp-a001-02-000000045023993,09,09,8753,2,1,1574,1
grp-a001-02-000000045023993,09,10,27758,1,1,1361,1
grp-a001-02-000000045023993,09,16,8753,3,2,4073,2
grp-a001-02-000000045023993,10,01,27758,2,1,1435,1
grp-a001-02-000000045023993,10,02,27758,2,2,3890,2
grp-a001-02-000000045023993,10,02,8753,1,1,1994,1
grp-a001-02-000000045023993,10,08,8753,3,2,2898,2
grp-a001-02-000000045023993,10,09,11068,1,1,1952,1
grp-a001-02-000000045023993,10,09,8753,4,1,1324,1
grp-a001-02-000000045023993,10,10,8753,5,3,5037,3
grp-a001-02-000000045023993,10,15,8753,1,1,2073,1
grp-a001-02-000000045023993,10,16,8753,1,1,1663,1
grp-a001-02-000000045023993,10,99,341893,3,1,1621,1
grp-a001-02-000000045023993,11,01,8753,1,1,1742,1
grp-a001-02-000000045023993,11,07,27758,2,1,1570,1
grp-a001-02-000000045023993,11,08,8753,2,1,2106,1
grp-a001-02-000000045023993,11,09,27758,1,1,2079,1
grp-a001-02-000000045023993,11,11,684926,1,1,2171,1
grp-a001-02-000000045023993,11,15,27758,1,1,1501,1
grp-a001-02-000000045023993,11,18,8753,1,1,1901,1
grp-a001-02-000000045023993,12,01,684924,1,1,1574,1
grp-a001-02-000000045023993,12,01,8753,1,1,1555,1
grp-a001-02-000000045023993,12,02,8753,2,2,3699,2
grp-a001-02-000000045023993,12,04,8753,2,1,1811,1
grp-a001-02-000000045023993,12,05,8753,1,1,1597,1
grp-a001-02-000000045023993,12,09,684926,1,1,1487,1
grp-a001-02-000000045023993,12,09,8753,2,1,1632,1
grp-a001-02-000000045023993,12,10,341893,1,1,1854,1
grp-a001-02-000000045023993,12,16,8753,0,1,1588,1
grp-a001-02-000000045023993,12,99,8753,3,2,3497,2
grp-a001-02-000000045023993,13,01,11068,2,1,2079,1
grp-a001-02-000000045023993,13,02,27758,1,1,2035,1
grp-a001-02-000000045023993,13,02,684926,1,1,1673,1
grp-a001-02-000000045023993,13,02,8753,2,2,3838,2
grp-a001-02-000000045023993,13,03,33421,7,1,1938,1
grp-a001-02-000000045023993,13,03,8753,1,1,1559,1
grp-a001-02-000000045023993,13,05,8753,2,1,2060,1
grp-a001-02-000000045023993,13,08,684926,3,1,1703,1
grp-a001-02-000000045023993,13,09,11068,1,1,1592,1
grp-a001-02-000000045023993,13,09,27758,2,1,2039,1
grp-a001-02-000000045023993,13,09,8753,2,1,1041,1
grp-a001-02-000000045023993,13,15,27758,2,1,1780,1
grp-a001-02-000000045023993,13,16,684927,2,1,1702,1
grp-a001-02-000000045023993,14,01,8753,1,1,1810,1
grp-a001-02-000000045023993,14,02,33421,1,1,2074,1
grp-a001-02-000000045023993,14,02,341898,2,1,1751,1
grp-a001-02-000000045023993,14,02,8753,7,2,3251,2
grp-a001-02-000000045023993,14,06,8753,5,1,2060,1
grp-a001-02-000000045023993,14,08,8753,5,2,3607,2
grp-a001-02-000000045023993,14,09,33421,3,1,1389,1
grp-a001-02-000000045023993,14,09,684926,5,1,1675,1
grp-a001-02-000000045023993,14,09,8753,1,1,2090,1
grp-a001-02-000000045023993,14,15,8753,1,1,1979,1
grp-a001-02-000000045023993,14,16,8753,1,1,1564,1
grp-a001-02-000000045023993,15,00,8753,1,1,1603,1
grp-a001-02-000000045023993,15,01,33421,1,1,1436,1
grp-a001-02-000000045023993,15,02,33421,1,1,2000,1
grp-a001-02-000000045023993,15,02,684926,1,1,1467,1
grp-a001-02-000000045023993,15,02,8753,1,1,1591,1
grp-a001-02-000000045023993,15,03,8753,4,1,2065,1
grp-a001-02-000000045023993,15,06,8753,3,2,3663,2
grp-a001-02-000000045023993,15,08,684926,4,2,3181,2
grp-a001-02-000000045023993,15,09,33421,14,1,944,1
grp-a001-02-000000045023993,15,09,8753,3,2,3061,2
grp-a001-02-000000045023993,15,10,27758,1,1,2079,1
grp-a001-02-000000045023993,15,16,8753,1,1,1532,1
grp-a001-02-000000045023993,15,99,8753,1,1,1485,1
grp-a001-02-000000045023993,16,03,27758,1,1,1490,1
grp-a001-02-000000045023993,16,03,33421,1,1,1718,1
grp-a001-02-000000045023993,16,04,33421,1,1,1721,1
grp-a001-02-000000045023993,16,04,8753,1,1,1922,1
grp-a001-02-000000045023993,16,08,684926,3,1,1594,1
grp-a001-02-000000045023993,16,13,8753,1,1,2108,1
grp-a001-02-000000045023993,16,15,8753,1,1,2032,1
grp-a001-02-000000045023993,16,18,8753,1,1,1519,1
grp-a001-02-000000045023993,16,99,33421,2,1,2024,1
grp-a001-02-000000045023993,16,99,8753,4,2,2399,2
grp-a001-02-000000045023993,17,02,8753,18,4,6776,4
grp-a001-02-000000045023993,17,04,8753,1,1,2070,1
grp-a001-02-000000045023993,17,05,27758,1,1,1338,1
grp-a001-02-000000045023993,17,06,8753,3,1,1149,1
grp-a001-02-000000045023993,17,07,33421,1,1,2054,1
grp-a001-02-000000045023993,17,08,684926,4,1,1582,1
grp-a001-02-000000045023993,17,09,8753,6,2,2800,2
grp-a001-02-000000045023993,17,10,684926,2,1,2033,1
grp-a001-02-000000045023993,17,15,27758,1,1,1718,1
grp-a001-02-000000045023993,17,16,8753,1,1,1861,1
grp-a001-02-000000045023993,17,18,684926,2,1,1588,1
grp-a001-02-000000045023993,17,99,8753,1,1,2014,1
grp-a001-02-000000045023993,18,01,8753,2,1,2033,1
grp-a001-02-000000045023993,18,02,11068,2,1,1700,1
grp-a001-02-000000045023993,18,02,27758,1,1,2030,1
grp-a001-02-000000045023993,18,02,8753,8,6,9522,6
grp-a001-02-000000045023993,18,03,8753,1,1,1426,1
grp-a001-02-000000045023993,18,09,8753,12,5,7940,5
grp-a001-02-000000045023993,18,11,27758,1,1,1488,1
grp-a001-02-000000045023993,18,11,8753,1,1,1859,1
grp-a001-02-000000045023993,18,99,684926,1,1,1556,1
grp-a001-02-000000045023993,18,99,8753,1,1,1618,1
grp-a001-02-000000045023993,19,02,684927,2,1,1462,1
grp-a001-02-000000045023993,19,03,8753,2,2,3777,2
grp-a001-02-000000045023993,19,07,27758,2,1,1970,1
grp-a001-02-000000045023993,19,08,33421,1,1,1946,1
grp-a001-02-000000045023993,19,09,8753,10,3,5177,3
grp-a001-02-000000045023993,19,13,684926,1,1,1306,1
grp-a001-02-000000045023993,19,99,11068,1,1,1457,1
grp-a001-02-000000045023993,20,01,8753,2,1,1518,1
grp-a001-02-000000045023993,20,02,8753,11,4,7551,3
grp-a001-02-000000045023993,20,03,8753,4,2,3863,2
grp-a001-02-000000045023993,20,04,8753,2,2,3557,2
grp-a001-02-000000045023993,20,07,11068,2,1,1970,1
grp-a001-02-000000045023993,20,09,11068,1,1,2072,1
grp-a001-02-000000045023993,20,09,27758,1,1,1602,1
grp-a001-02-000000045023993,20,09,8753,7,4,6550,4
grp-a001-02-000000045023993,20,15,684926,5,1,2043,1
grp-a001-02-000000045023993,20,15,8753,1,1,1675,1
grp-a001-02-000000045023993,20,18,33421,1,1,2066,1
grp-a001-02-000000045023993,20,18,8753,1,1,1661,1
grp-a001-02-000000045023993,20,99,8753,2,2,3794,2
grp-a001-02-000000045023993,21,02,8753,10,3,5820,3
grp-a001-02-000000045023993,21,09,684926,4,2,2540,2
grp-a001-02-000000045023993,21,09,8753,1,1,1481,1
grp-a001-02-000000045023993,21,10,33421,3,1,1490,1
grp-a001-02-000000045023993,21,15,684926,1,1,1787,1
grp-a001-02-000000045023993,21,15,8753,2,1,1903,1
grp-a001-02-000000045023993,21,99,341898,2,1,1777,1
grp-a001-02-000000045023993,22,00,8753,2,1,1499,1
grp-a001-02-000000045023993,22,02,8753,8,3,4937,3
grp-a001-02-000000045023993,22,04,684926,1,1,2000,1
grp-a001-02-000000045023993,22,07,8753,1,1,1338,1
grp-a001-02-000000045023993,22,11,11068,1,1,2060,1
grp-a001-02-000000045023993,22,13,33421,1,1,1945,1
grp-a001-02-000000045023993,22,18,8753,3,2,3672,2
grp-a001-02-000000045023993,23,00,8753,3,1,1524,1
grp-a001-02-000000045023993,23,01,8753,4,1,1715,1
grp-a001-02-000000045023993,23,02,8753,5,2,3390,2
grp-a001-02-000000045023993,23,03,8753,1,1,1210,1
grp-a001-02-000000045023993,23,04,8753,2,2,4133,2
grp-a001-02-000000045023993,23,05,684926,2,1,1848,1
grp-a001-02-000000045023993,23,06,8753,1,1,2149,1
grp-a001-02-000000045023993,23,09,8753,11,5,6820,4
grp-a001-02-000000045023993,23,11,8753,1,1,1561,1
grp-a001-02-000000045023993,23,17,8753,1,1,1649,1
grp-a001-02-000000045023993,23,99,8753,1,1,1945,1
grp-a001-02-000000045025481,00,02,11068,1,1,1664,1
grp-a001-02-000000045025481,00,02,8753,4,1,1752,1
grp-a001-02-000000045025481,00,06,805760,1,1,1826,1
grp-a001-02-000000045025481,00,09,27758,1,1,2203,1
grp-a001-02-000000045025481,00,09,8753,5,3,5417,3
grp-a001-02-000000045025481,00,10,8753,3,1,2062,1
grp-a001-02-000000045025481,00,13,8753,1,1,1760,1
grp-a001-02-000000045025481,00,15,8753,1,1,2059,1
grp-a001-02-000000045025481,01,02,8753,5,2,3907,2
grp-a001-02-000000045025481,01,03,8753,3,1,1449,1
grp-a001-02-000000045025481,01,04,27758,1,1,1431,1
grp-a001-02-000000045025481,01,07,8753,1,1,1904,1
grp-a001-02-000000045025481,01,09,8753,1,1,1000,1
grp-a001-02-000000045025481,01,18,8753,1,1,1127,1
grp-a001-02-000000045025481,02,03,33421,1,1,1898,1
grp-a001-02-000000045025481,02,03,424040,6,1,660,1
grp-a001-02-000000045025481,02,09,8753,1,1,1954,1
grp-a001-02-000000045025481,02,13,11068,2,1,2115,1
grp-a001-02-000000045025481,02,13,27758,3,1,2170,1
grp-a001-02-000000045025481,03,02,33421,5,1,1550,1
grp-a001-02-000000045025481,03,02,8753,5,2,4077,2
grp-a001-02-000000045025481,03,15,33421,3,1,1690,1
grp-a001-02-000000045025481,04,02,684926,2,1,1978,1
grp-a001-02-000000045025481,04,06,27758,1,1,2060,1
grp-a001-02-000000045025481,04,16,684925,1,1,2020,1
grp-a001-02-000000045025481,05,00,8753,2,1,1621,1
grp-a001-02-000000045025481,05,15,8753,1,1,2255,1
grp-a001-02-000000045025481,06,03,8753,2,2,3822,2
grp-a001-02-000000045025481,06,04,8753,1,1,1217,1
grp-a001-02-000000045025481,06,05,8753,1,1,2062,1
grp-a001-02-000000045025481,06,07,8753,2,1,1474,1
grp-a001-02-000000045025481,06,09,8753,1,1,2240,1
grp-a001-02-000000045025481,07,06,341893,1,1,2200,1
grp-a001-02-000000045025481,07,07,341893,1,1,2376,1
grp-a001-02-000000045025481,07,09,684927,1,1,702,1
grp-a001-02-000000045025481,07,10,27758,1,1,678,1
grp-a001-02-000000045025481,08,02,8753,8,2,3121,2
grp-a001-02-000000045025481,08,03,8753,1,1,2014,1
grp-a001-02-000000045025481,08,04,27758,1,1,1819,1
grp-a001-02-000000045025481,08,04,8753,1,1,1904,1
grp-a001-02-000000045025481,08,08,684926,1,1,951,1
grp-a001-02-000000045025481,08,08,684927,1,1,1087,1
grp-a001-02-000000045025481,08,08,8753,1,1,1480,1
grp-a001-02-000000045025481,08,09,8753,3,1,691,1
grp-a001-02-000000045025481,09,02,27758,1,1,2069,1
grp-a001-02-000000045025481,09,02,8753,11,3,5847,3
grp-a001-02-000000045025481,09,04,27758,1,1,1870,1
grp-a001-02-000000045025481,09,05,8753,1,1,1703,1
grp-a001-02-000000045025481,09,06,8753,3,2,3827,2
grp-a001-02-000000045025481,09,08,27758,2,1,2026,1
grp-a001-02-000000045025481,09,09,8753,2,1,1676,1
grp-a001-02-000000045025481,09,13,8753,1,1,2072,1
grp-a001-02-000000045025481,09,16,8753,1,1,2081,1
grp-a001-02-000000045025481,10,01,8753,2,1,2009,1
grp-a001-02-000000045025481,10,02,11068,1,1,2059,1
grp-a001-02-000000045025481,10,02,684926,6,2,3207,2
grp-a001-02-000000045025481,10,04,8753,2,2,3917,2
grp-a001-02-000000045025481,10,05,8753,2,1,1641,1
grp-a001-02-000000045025481,10,08,8753,1,2,3870,1
grp-a001-02-000000045025481,10,09,11068,1,1,1367,1
grp-a001-02-000000045025481,10,09,27758,3,1,1984,1
grp-a001-02-000000045025481,10,09,8753,2,1,1628,1
grp-a001-02-000000045025481,10,15,27758,4,2,3768,2
grp-a001-02-000000045025481,10,16,684926,1,1,1122,1
grp-a001-02-000000045025481,10,99,8753,4,2,3619,2
grp-a001-02-000000045025481,11,00,122876,1,1,881,1
grp-a001-02-000000045025481,11,02,27758,1,1,1621,1
grp-a001-02-000000045025481,11,02,424040,3,1,1026,1
grp-a001-02-000000045025481,11,02,8753,5,2,3289,2
grp-a001-02-000000045025481,11,04,33421,1,1,2244,1
grp-a001-02-000000045025481,11,04,8753,1,1,2227,1
grp-a001-02-000000045025481,11,06,8753,1,1,1623,1
grp-a001-02-000000045025481,11,08,33421,4,1,1531,1
grp-a001-02-000000045025481,11,08,8753,0,1,1935,1
grp-a001-02-000000045025481,11,09,27758,3,1,2039,1
grp-a001-02-000000045025481,11,09,684927,1,1,2170,1
grp-a001-02-000000045025481,11,09,8753,5,3,5533,3
grp-a001-02-000000045025481,11,13,27758,1,1,639,1
grp-a001-02-000000045025481,11,16,8753,1,1,1580,1
grp-a001-02-000000045025481,12,03,8753,5,2,3607,2
grp-a001-02-000000045025481,12,06,8753,1,1,1935,1
grp-a001-02-000000045025481,12,09,27758,1,1,1723,1
grp-a001-02-000000045025481,12,09,8753,6,2,3926,2
grp-a001-02-000000045025481,12,11,8753,1,1,1957,1
grp-a001-02-000000045025481,12,14,27758,1,1,869,1
grp-a001-02-000000045025481,12,18,8753,1,1,1997,1
grp-a001-02-000000045025481,13,02,11068,1,1,2205,1
grp-a001-02-000000045025481,13,02,27758,4,2,3662,2
grp-a001-02-000000045025481,13,02,8753,5,2,3563,2
grp-a001-02-000000045025481,13,07,8753,2,1,1590,1
grp-a001-02-000000045025481,13,09,27758,2,1,1491,1
grp-a001-02-000000045025481,13,09,424040,6,2,1436,2
grp-a001-02-000000045025481,13,09,8753,10,6,11788,6
grp-a001-02-000000045025481,13,10,684926,3,1,1530,1
grp-a001-02-000000045025481,13,11,424040,3,1,1117,1
grp-a001-02-000000045025481,13,17,27758,1,1,1312,1
grp-a001-02-000000045025481,13,18,8753,1,1,1452,1
grp-a001-02-000000045025481,13,99,8753,8,1,1531,1
grp-a001-02-000000045025481,14,02,27758,1,1,2154,1
grp-a001-02-000000045025481,14,02,684926,6,1,2056,1
grp-a001-02-000000045025481,14,02,8753,2,2,3756,2
grp-a001-02-000000045025481,14,03,27758,3,2,4095,2
grp-a001-02-000000045025481,14,03,424040,1,1,1174,1
grp-a001-02-000000045025481,14,03,8753,1,1,1790,1
grp-a001-02-000000045025481,14,06,27758,1,1,2255,1
grp-a001-02-000000045025481,14,06,8753,3,1,1944,1
grp-a001-02-000000045025481,14,09,27758,2,2,3461,2
grp-a001-02-000000045025481,14,11,27758,1,1,2056,1
grp-a001-02-000000045025481,14,16,27758,1,1,1119,1
grp-a001-02-000000045025481,14,16,8753,3,1,1901,1
grp-a001-02-000000045025481,15,01,8753,3,1,1812,1
grp-a001-02-000000045025481,15,02,27758,4,2,4369,2
grp-a001-02-000000045025481,15,02,684926,3,1,1930,1
grp-a001-02-000000045025481,15,02,8753,6,3,5544,3
grp-a001-02-000000045025481,15,06,8753,2,1,2365,1
grp-a001-02-000000045025481,15,09,27758,1,1,2010,1
grp-a001-02-000000045025481,15,09,8753,4,2,4311,2
grp-a001-02-000000045025481,15,10,27758,2,1,2062,1
grp-a001-02-000000045025481,16,02,8753,4,2,3450,2
grp-a001-02-000000045025481,16,03,27758,1,1,933,1
grp-a001-02-000000045025481,16,06,27758,1,1,2114,1
grp-a001-02-000000045025481,16,06,33421,2,1,452,1
grp-a001-02-000000045025481,16,08,8753,1,1,1877,1
grp-a001-02-000000045025481,16,09,27758,4,2,2904,2
grp-a001-02-000000045025481,16,09,370822,1,1,2255,1
grp-a001-02-000000045025481,16,09,684926,4,2,3634,2
grp-a001-02-000000045025481,16,09,8753,5,2,3575,2
grp-a001-02-000000045025481,16,10,8753,2,1,1980,1
grp-a001-02-000000045025481,16,11,27758,1,1,851,1
grp-a001-02-000000045025481,16,11,8753,1,1,1806,1
grp-a001-02-000000045025481,16,13,11068,1,1,1940,1
grp-a001-02-000000045025481,16,15,8753,1,1,1910,1
grp-a001-02-000000045025481,16,16,33421,1,1,1407,1
grp-a001-02-000000045025481,16,99,8753,1,1,1830,1
