adgroup_id,adgroup_name,campaign_name,campaign_type,model,cost,conv_amt,total_ad_profit,residual_v1,residual_v2,baseline_v1_daily,baseline_v2_used_fallback,n_days,n_baseline_days,band_total,band_baseline_only,baseline_unavailable,excess_F2,excess_F1b,excess_F1a,excess_연휴,excess_공휴일,excess_휴가창,excess_주말,excess_F3
grp-a001-02-000000054617868,02. 사생활,● 00. 아이폰_17,SHOPPING,아이폰17(추정 매핑),1764560,2289030,-426728.32,-3672930.09,-3819847.3,-20988.172,True,175,9,band3,band3,False,296827.38,0.0,0.0,62964.52,83952.69,104940.86,844856.7,1852659.63
grp-a001-01-000000067675781,맥세이프카드지갑(이지),○ 기타 파워링크,WEB_SITE,,811579,281600,-646996.88,-806693.9,-602238.43,-10614.3934,False,76,37,band3,band3,False,0.0,0.0,0.0,0.0,19717.0,158925.26,-18945.24,0.0
grp-a001-01-000000054618773,17 아이폰_맥세이프케이스,○ 02. 파워링크_PC,WEB_SITE,아이폰17(추정 매핑),84703,63510,-47584.36,-597460.0,-606827.33,-4267.5714,True,140,7,band3,band4_unjudgeable,False,102952.0,0.0,0.0,0.0,7925.14,0.0,161820.93,277177.57
grp-a001-02-000000054608016,00. 아이폰_17 맥세이프,● 12. 케이스/지갑/방수팩/셀카봉/충전기/스트랩,SHOPPING,아이폰17(추정 매핑),328215,94080,-273229.61,-556774.99,-838200.11,-1874.6633,True,297,80,band3,band3,False,-50101.93,0.0,0.0,6648.65,16011.97,38600.93,125581.41,146804.36
grp-a001-02-000000052959049,07. 맥세이프카드지갑,● 12. 케이스/지갑/방수팩/셀카봉/충전기/스트랩,SHOPPING,,727237,422370,-480381.36,-459413.79,-433273.76,-1578.7416,True,291,186,band3,band3,False,0.0,0.0,0.0,7893.71,-34028.32,16707.64,-11540.59,0.0
grp-a001-02-000000054204201,09. 셀카봉,● 12. 케이스/지갑/방수팩/셀카봉/충전기/스트랩,SHOPPING,,856987,754470,-416034.34,-316708.54,-312885.18,-1740.1568,False,182,124,band3,band3,False,0.0,0.0,0.0,3080.78,-6885.75,0.0,-95520.84,0.0
grp-a001-02-000000070109616,맥세이프_MO,● [P_삭제금지]맥세이프카드케이스_쇼검,SHOPPING,,295745,67600,-256235.94,-315433.47,-315433.47,-39429.1838,True,8,4,band3,band3,False,0.0,0.0,0.0,0.0,17162.71,38055.18,3979.63,0.0
grp-a001-02-000000054530371,S25울트라,● 01. 갤럭시_지문방지_TPU,SHOPPING,갤럭시 S25 (+/울트라/FE),1948527,3142760,-111729.81,-312260.23,-343970.87,-1062.1096,False,294,186,band3,band3,False,0.0,0.0,0.0,11713.2,29545.34,2773.61,156498.27,0.0
grp-a001-01-000000060823768,셀카봉,○ 기타 파워링크,WEB_SITE,,426199,268800,-269097.89,-286234.38,-262405.89,-2120.2546,False,135,75,band3,band3,False,0.0,0.0,0.0,-2918.98,-4488.47,25998.35,-1454.41,0.0
grp-a001-02-000000061793423,S26울트라_일,소다케이스_갤럭시,SHOPPING,갤럭시 S26 (+/울트라),97028,106000,-35075.93,-284333.33,-284333.33,-4738.8889,True,60,9,band3,band3,False,18955.56,39445.93,1397.78,2047.78,4086.89,0.0,52321.67,131001.81
grp-a001-02-000000061581269,S26울트라_맥,소다케이스_갤럭시,SHOPPING,갤럭시 S26 (+/울트라),329100,28400,-312501.52,-275220.0,-275220.0,-8340.0,True,33,6,band3,band3,False,16680.0,-22681.52,-47270.0,0.0,0.0,0.0,-92430.0,108420.0
grp-a001-01-000000037423348,00. 사생활보호필름,○ 02. 파워링크_MO,WEB_SITE,,477740,419020,-232842.28,-271623.34,-246090.01,-1414.7049,False,192,112,band3,band3,False,0.0,0.0,0.0,3503.52,-5994.3,32221.27,9050.56,0.0
grp-a001-02-000000061793407,S26_일,소다케이스_갤럭시,SHOPPING,갤럭시 S26 (+/울트라),67016,0,-67016.0,-247144.44,-247144.44,-3802.2222,True,65,9,band3,band3,False,32577.0,-8533.33,3234.44,6854.44,3802.22,0.0,42973.67,99220.0
grp-a001-02-000000049350416,01. 아이패드프로3~6세대11인치,● 07. 아이패드_블루라이트,SHOPPING,"아이패드 프로 6세대(11/12.9인치, M2)|아이패드 프로 3~5세대(11/12.9인치)",358788,268700,-201745.33,-232019.85,-248718.01,-653.5771,False,355,206,band3,band3,False,0.0,0.0,0.0,2999.46,712.92,38468.5,-11906.36,0.0
grp-a001-02-000000044744110,09. 아이폰X 시리즈,● [P_삭제금지]04. 아이폰_지문방지,SHOPPING,,613739,647010,-235591.72,-229853.74,-202378.1,-666.2427,False,345,206,band3,band3,False,0.0,0.0,0.0,-263.82,4296.54,14677.93,-24448.63,0.0
grp-a001-01-000000054666555,00. 아이폰17_사생활,○ 02. 파워링크_MO,WEB_SITE,아이폰17(추정 매핑),409970,1113290,240696.28,-218693.33,-223098.67,-1573.3333,True,139,6,band1,band4_unjudgeable,False,119971.4,0.0,0.0,0.0,11587.29,0.0,80557.75,247273.17
grp-a001-02-000000061793411,S26플러스_일,소다케이스_갤럭시,SHOPPING,갤럭시 S26 (+/울트라),39230,0,-39230.0,-208054.44,-208054.44,-3925.5556,True,53,9,band3,band3,False,23553.33,10596.67,7051.11,5931.11,3925.56,0.0,35330.0,82436.67
grp-a001-02-000000049354013,"01. 아이패드에어6,7세대 13인치",● 07. 아이패드_블루라이트,SHOPPING,"아이패드 에어 6세대(11/13인치, M2)|아이패드 에어 7세대(11/13인치, M3)",294813,150410,-206905.34,-201003.06,-205328.6,-580.9337,False,346,202,band3,band3,False,0.0,0.0,0.0,9925.67,-3589.73,12358.02,-24596.24,0.0
grp-a001-02-000000052176575,폴드7,● 99. 갤럭시_Z플립/폴드 7,SHOPPING,갤럭시 Z 폴드7,8705950,17894020,1752273.26,-198440.0,-198440.0,-1210.0,True,164,1,band1,band4_unjudgeable,False,361559.81,951590.27,0.0,-22040.27,2980.73,0.0,119541.63,537081.09
grp-a001-02-000000046224017,01. 갤럭시탭S8_지문방지,● 06. 갤럭시탭_지문방지,SHOPPING,갤럭시탭 S8 울트라,1071580,1793420,-23409.34,-180966.16,-50005.36,-511.2038,False,354,205,band3,band3,False,0.0,0.0,0.0,-3314.64,23545.41,82624.31,54701.74,0.0
grp-a001-01-000000055142639,01. 갤럭시탭_S11,○ 02. 파워링크_MO,WEB_SITE,갤럭시탭 S11 (+울트라),185665,679200,211295.84,-174625.0,-174625.0,-1375.0,True,127,1,band1,band4_unjudgeable,False,77563.91,0.0,0.0,0.0,-610.0,0.0,51401.87,257565.06
grp-a001-02-000000047485408,01. S25_강화유리✔,● 01. 갤럭시_지문방지_TPU,SHOPPING,갤럭시 S25 (+/울트라/FE),452749,439910,-195642.05,-172932.33,-174186.97,-929.7437,True,186,109,band3,band3,False,0.0,0.0,0.0,-7021.28,-5111.03,9503.85,-20081.25,0.0
grp-a001-02-000000047076737,01. 아이패드프로7세대11/13인치,● 07. 아이패드_블루라이트,SHOPPING,"아이패드 프로 7세대(11/13인치, M4)",246308,121300,-175413.79,-168884.24,-161577.48,-488.1047,False,346,201,band3,band3,False,0.0,0.0,0.0,1442.94,-5332.74,4890.5,-7530.25,0.0
grp-a001-01-000000054671419,00. 아이폰17_사생활,○ 02. 파워링크_PC,WEB_SITE,아이폰17(추정 매핑),95030,296210,78090.98,-168421.67,-171814.33,-1211.6667,True,139,6,band1,band4_unjudgeable,False,30077.29,0.0,0.0,0.0,2423.33,0.0,51261.06,162750.96
grp-a001-02-000000046126256,01. 아이패드프로_3-4-5-6세대_11인치,● 07. 아이패드_종이질감,SHOPPING,"아이패드 프로 6세대(11/12.9인치, M2)|아이패드 프로 3~5세대(11/12.9인치)",188173,143100,-104537.7,-163333.1,-165374.61,-480.3915,False,340,194,band3,band3,False,0.0,0.0,0.0,1353.52,-1665.69,23534.43,35573.14,0.0
grp-a001-02-000000058709325,"11. 아이폰7,8",● [P_삭제금지]04. 아이폰_지문방지,SHOPPING,,281887,229700,-147638.02,-161743.55,-157511.03,-788.9929,False,205,130,band3,band3,False,0.0,0.0,0.0,3155.97,4642.94,-2694.08,9000.7,0.0
grp-a001-02-000000048079095,01. 아이폰16e,● [P_삭제금지]04. 아이폰_지문방지,SHOPPING,아이폰16(추정 매핑),302522,353920,-95672.2,-159757.35,-155564.38,-478.3154,False,334,206,band3,band3,False,0.0,0.0,0.0,22423.27,-1536.4,15695.19,27503.09,0.0
grp-a001-01-000000038934985,02. 아이패드_종이질감,○ 02. 파워링크_MO,WEB_SITE,,483630,544600,-165336.6,-144256.13,-156839.2,-755.2677,False,191,111,band3,band3,False,0.0,0.0,0.0,-3923.66,-2230.85,-9723.57,-5202.38,0.0
grp-a001-01-000000070109481,플립8_MO,폴드8 / 플립8 키워드,WEB_SITE,갤럭시 Z 플립8,67142,0,-67142.0,-143676.0,-143676.0,-15964.0,True,9,4,band3,band3,False,0.0,0.0,0.0,0.0,12952.0,31928.0,31654.0,0.0
grp-a001-02-000000059819724,S25울트라,● 01. 갤럭시_지문방지_사생활,SHOPPING,갤럭시 S25 (+/울트라/FE),288784,207700,-167393.0,-137572.85,-142844.15,-709.1384,True,194,116,band3,band3,False,0.0,0.0,0.0,-2913.45,-3526.89,4071.34,-27451.15,0.0
grp-a001-02-000000046126177,01. 아이패드프로_5세대_11인치,● 07. 아이패드_종이질감,SHOPPING,,232340,174900,-130119.08,-135565.37,-139091.34,-648.6381,True,209,134,band3,band3,False,0.0,0.0,0.0,2997.74,3891.83,-2149.53,706.25,0.0
grp-a001-01-000000070110695,폴드8_MO,폴드8 / 플립8 키워드,WEB_SITE,갤럭시 Z 폴드8 (울트라 포함),62560,0,-62560.0,-135513.0,-135513.0,-15057.0,True,9,4,band3,band3,False,0.0,0.0,0.0,0.0,13659.0,29564.0,29730.0,0.0
grp-a001-02-000000054403336,11. 맥세이프거치대,● 12. 케이스/지갑/방수팩/셀카봉/충전기/스트랩,SHOPPING,,210190,23800,-196280.01,-135319.36,-135930.26,-3007.097,False,45,31,band3,band3,False,0.0,0.0,0.0,2057.1,1147.1,0.0,-64164.84,0.0
grp-a001-01-000000060764713,아이폰15_사생활보호,○ 아이폰 파워링크,WEB_SITE,아이폰15(추정 매핑),206003,155200,-115295.81,-134890.72,-122790.03,-812.5947,False,166,97,band3,band3,False,0.0,0.0,0.0,3250.38,-10005.84,12405.49,13944.88,0.0
grp-a001-02-000000056537604,S25플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,갤럭시 S25 (+/울트라/FE),733618,983800,-158632.61,-132601.68,-165431.51,-517.9753,False,256,161,band3,band3,False,0.0,0.0,0.0,-3804.05,-13429.22,-15537.27,6739.61,0.0
grp-a001-02-000000047076131,"01. 아이패드에어6,7세대11인치",● 07. 아이패드_블루라이트,SHOPPING,"아이패드 에어 6세대(11/13인치, M2)|아이패드 에어 7세대(11/13인치, M3)",174482,98820,-116726.3,-132442.96,-131550.17,-382.7831,False,346,199,band3,band3,False,0.0,0.0,0.0,-2004.95,2410.61,7813.24,7497.75,0.0
grp-a001-02-000000055045417,S25엣지,● 01. 갤럭시_지문방지_TPU,SHOPPING,갤럭시 S25 엣지,795618,1073960,-167938.28,-130403.74,-145883.55,-457.557,True,285,138,band3,band3,False,0.0,0.0,0.0,-24724.29,16923.18,-25367.49,-14989.59,10623.65
grp-a001-02-000000055074537,01. 갤럭시탭S11,● 06. 갤럭시탭_지문방지,SHOPPING,갤럭시탭 S11 (+울트라),858520,1516610,27868.08,-127920.28,-128084.19,-438.0831,True,292,76,band2,band3,False,53633.76,0.0,0.0,-5857.67,5098.47,20801.18,-26495.82,108608.44
grp-a001-02-000000059832206,12프로맥스,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,,119599,115400,-52153.06,-126145.85,-110225.54,-657.0097,True,192,115,band3,band3,False,0.0,0.0,0.0,2628.04,5256.08,11930.19,54178.48,0.0
grp-a001-01-000000060824088,사생활보호필름,○ 기타 파워링크,WEB_SITE,,279630,314900,-95585.58,-124670.32,-135702.09,-1640.399,False,76,36,band3,band3,False,0.0,0.0,0.0,-258.4,-3153.2,12244.19,20252.16,0.0
grp-a001-01-000000060841583,10세대(10.9인치)_종이질감,○ P. 아이패드 파워링크,WEB_SITE,아이패드 10세대(10.9인치),204568,190800,-93054.27,-122594.61,-145121.47,-785.8629,False,156,97,band3,band3,False,0.0,0.0,0.0,3143.45,200.04,2302.49,23894.36,0.0
grp-a001-01-000000060604015,아이폰13미니_강화유리,○ 아이폰 파워링크,WEB_SITE,,174768,63600,-137596.76,-120898.28,-125590.22,-728.3029,False,166,97,band3,band3,False,0.0,0.0,0.0,1563.21,-3691.88,-7880.64,-6689.17,0.0
grp-a001-02-000000059830538,14,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,,226576,250600,-80111.94,-120666.63,-100561.26,-981.0295,True,123,70,band3,band3,False,0.0,0.0,0.0,1962.06,11720.35,20489.6,6382.67,0.0
grp-a001-01-000000060792991,아이폰17프로맥스_사생활보호,○ 아이폰 파워링크,WEB_SITE,아이폰17(추정 매핑),206101,290400,-36375.69,-120479.0,-104361.25,-725.7771,True,166,76,band3,band3,False,0.0,0.0,0.0,13583.73,3078.07,25739.95,33720.25,7981.32
grp-a001-02-000000053482102,07. 아이패드 에어 67세대 13인치,● 14. 아이패드_지문방지,SHOPPING,"아이패드 에어 6세대(11/13인치, M2)|아이패드 에어 7세대(11/13인치, M3)",105463,0,-105463.0,-117747.08,-111889.38,-372.6173,False,316,196,band3,band3,False,0.0,0.0,0.0,443.56,846.17,7642.82,3351.54,0.0
grp-a001-02-000000059821034,S10E,● 01. 갤럭시_지문방지_TPU,SHOPPING,,240462,257300,-90082.11,-115757.47,-132623.85,-602.9035,True,192,116,band3,band3,False,0.0,0.0,0.0,-314.19,4823.23,10276.78,10889.54,0.0
grp-a001-02-000000061581308,S26플러스_맥,소다케이스_갤럭시,SHOPPING,갤럭시 S26 (+/울트라),47408,0,-47408.0,-114700.0,-114700.0,-1911.6667,True,60,6,band3,band4_unjudgeable,False,16589.0,715.0,3113.33,0.0,1911.67,0.0,-4309.0,49272.0
grp-a001-02-000000046126176,01. 아이패드프로_7세대_13인치,● 07. 아이패드_종이질감,SHOPPING,"아이패드 프로 7세대(11/13인치, M4)",159345,77910,-113810.23,-110700.83,-113230.28,-326.5511,False,339,200,band3,band3,False,0.0,0.0,0.0,-391.04,-2173.39,11070.94,-11615.91,0.0
grp-a001-02-000000046125983,01. 아이패드에어_6-7세대_11인치,● 07. 아이패드_종이질감,SHOPPING,"아이패드 에어 6세대(11/13인치, M2)|아이패드 에어 7세대(11/13인치, M3)",164663,110500,-100080.88,-109481.52,-99083.92,-309.2698,False,354,205,band3,band3,False,0.0,0.0,0.0,2783.43,-1027.76,6357.14,1287.83,0.0
grp-a001-02-000000059822914,노트8,● 01. 갤럭시_지문방지_TPU,SHOPPING,,408543,590600,-63364.74,-107072.41,-99192.02,-557.6688,True,192,116,band3,band3,False,0.0,0.0,0.0,-724.66,4904.83,20129.28,19398.22,0.0
grp-a001-01-000000054212536,셀카봉,○ 02. 파워링크_PC,WEB_SITE,,118629,87020,-67769.85,-106980.26,-99957.9,-1320.7439,False,81,53,band3,band3,False,0.0,0.0,0.0,3163.72,1942.23,0.0,34104.45,0.0
grp-a001-02-000000044299975,04. A55(퀀텀5),● 02. 갤럭시_보급형_M,SHOPPING,"갤럭시 A55 (국내명: 갤럭시 퀀텀5, SKT 단독)",220709,277120,-58745.24,-105222.84,-98277.1,-296.4024,False,355,206,band3,band3,False,0.0,0.0,0.0,2667.62,-9746.17,9498.73,44057.42,0.0
grp-a001-01-000000060792984,S25플러스_사생활보호,○ 갤럭시 파워링크,WEB_SITE,갤럭시 S25 (+/울트라/FE),163871,143100,-80235.7,-103315.42,-109778.76,-626.1541,False,165,97,band3,band3,False,0.0,0.0,0.0,1358.46,-5456.92,6136.05,21042.13,0.0
grp-a001-02-000000059252905,99. 플립2,● 01. 갤럭시_지문방지_TPU,SHOPPING,,219452,217400,-92391.8,-102348.18,-94714.85,-701.0149,True,146,84,band3,band3,False,0.0,0.0,0.0,0.0,4305.38,10457.31,-4806.31,0.0
grp-a001-02-000000044743918,07. 아이폰12 시리즈,● [P_삭제금지]04. 아이폰_지문방지,SHOPPING,,374408,444200,-114793.74,-101698.75,-115988.48,-294.779,False,345,206,band3,band3,False,0.0,0.0,0.0,-7086.99,-2454.65,2914.7,-6468.04,0.0
grp-a001-02-000000059821852,Z폴드2,● 01. 갤럭시_지문방지_TPU,SHOPPING,,276408,421800,-29885.5,-100765.87,-103071.42,-524.8222,True,192,116,band3,band3,False,0.0,0.0,0.0,269.64,23186.12,12288.09,35136.52,0.0
grp-a001-02-000000046125958,01. 아이패드에어_6-7세대_13인치,● 07. 아이패드_종이질감,SHOPPING,"아이패드 에어 6세대(11/13인치, M2)|아이패드 에어 7세대(11/13인치, M3)",101758,31800,-83172.38,-100086.82,-98375.57,-292.6515,False,342,198,band3,band3,False,0.0,0.0,0.0,2633.86,-533.48,9594.94,5219.12,0.0
grp-a001-02-000000047076723,01. 아이패드10세대10.9인치,● 07. 아이패드_블루라이트,SHOPPING,아이패드 10세대(10.9인치),270183,318560,-83999.48,-99574.31,-94397.48,-283.6875,False,351,202,band3,band3,False,0.0,0.0,0.0,8850.45,-5004.75,-13409.0,25138.13,0.0
grp-a001-02-000000058709513,S8,● 01. 갤럭시_지문방지_TPU,SHOPPING,,306021,291400,-135711.24,-99474.05,-127034.14,-467.0143,False,213,130,band3,band3,False,0.0,0.0,0.0,934.03,-11680.87,-5160.89,-20329.46,0.0
grp-a001-02-000000043610882,01. 컨텐츠매체_01,● 10. 컨텐츠매체,SHOPPING,,875831,1304430,-113452.27,-94899.83,-135244.48,-267.3235,False,355,206,band3,band3,False,0.0,0.0,0.0,-21984.09,-15645.48,11065.75,8011.38,0.0
grp-a001-02-000000058445051,Z트라이폴드,● 01. 갤럭시_지문방지_TPU,SHOPPING,,287680,332310,-93460.25,-93268.11,-93286.21,-1110.3347,False,84,58,band3,band3,False,0.0,0.0,0.0,2220.67,-309.33,0.0,-2103.47,0.0
grp-a001-02-000000055116682,벌크5,● 11. 벌크,SHOPPING,,312656,470750,-37524.5,-92618.99,-28396.45,-318.2783,False,291,179,band3,band3,False,0.0,0.0,0.0,8907.32,-4502.94,38184.19,12505.92,0.0
grp-a001-02-000000059819800,S25엣지,● 01. 갤럭시_지문방지_사생활,SHOPPING,갤럭시 S25 엣지,201557,143100,-117921.7,-92145.2,-61600.04,-474.9753,True,194,116,band3,band3,False,0.0,0.0,0.0,-440.1,-15905.2,2438.48,-11869.68,0.0
grp-a001-01-000000070094275,폴드8_PC,폴드8 / 플립8 키워드,WEB_SITE,갤럭시 Z 폴드8 (울트라 포함),40718,0,-40718.0,-90209.25,-90209.25,-10023.25,True,9,4,band3,band3,False,0.0,0.0,0.0,0.0,10023.25,19724.5,19743.5,0.0
grp-a001-02-000000061581254,S24플러스_맥,소다케이스_갤럭시,SHOPPING,갤럭시 S24 (+/울트라),146952,166200,-49815.82,-90113.91,-92714.33,-1287.3415,False,70,49,band3,band3,False,0.0,0.0,0.0,-7715.32,2086.68,0.0,45926.72,0.0
grp-a001-02-000000047076722,01. 아이패드에어4/5세대10.9인치,● 07. 아이패드_블루라이트,SHOPPING,,516809,922850,22553.95,-88170.76,-92282.09,-248.3683,False,355,206,band2,band3,False,0.0,0.0,0.0,-2987.42,-2326.32,85333.4,30705.04,0.0
grp-a001-01-000000049865502,01. 갤럭시 플립3~6힌지,○ 02. 파워링크_MO,WEB_SITE,갤럭시 Z 플립3,136310,82880,-87870.49,-87058.16,-81064.79,-455.8019,False,191,111,band3,band3,False,0.0,0.0,0.0,-2900.99,-1050.99,6291.26,-3151.61,0.0
grp-a001-02-000000059832332,15프로맥스,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,아이폰15(추정 매핑),292052,423600,-44477.48,-85705.79,-90770.88,-444.0714,True,193,116,band3,band3,False,0.0,0.0,0.0,-1063.71,7678.01,7101.05,27512.96,0.0
grp-a001-02-000000070108611,맥세이프_PC,● [P_삭제금지]맥세이프카드케이스_쇼검,SHOPPING,,55087,0,-55087.0,-84539.0,-84539.0,-12077.0,True,7,4,band3,band3,False,0.0,0.0,0.0,0.0,11257.0,0.0,18195.0,0.0
grp-a001-02-000000045025481,노트9,● 01. 갤럭시_지문방지_TPU,SHOPPING,,954955,1545810,-51500.88,-82826.31,-136025.15,-234.6354,False,353,206,band3,band3,False,0.0,0.0,0.0,7148.07,26882.37,-12703.29,9998.28,0.0
grp-a001-02-000000061878144,06. 컨텐츠매체_06,● 10. 컨텐츠매체,SHOPPING,,148924,137000,-68853.87,-82342.25,-70947.59,-552.6325,False,149,87,band3,band3,False,0.0,0.0,0.0,-6150.1,13855.33,2340.28,3442.87,0.0
grp-a001-02-000000059821232,Z플립2,● 01. 갤럭시_지문방지_TPU,SHOPPING,,120644,71200,-79030.91,-80644.99,-82017.49,-516.955,True,156,91,band3,band3,False,0.0,0.0,0.0,1033.91,-948.27,6892.1,-5363.66,0.0
grp-a001-02-000000052193631,06. 아이폰_16,● 12. 케이스/지갑/방수팩/셀카봉/충전기/스트랩,SHOPPING,아이폰16(추정 매핑),757907,991820,-178234.29,-80293.56,-74036.44,-231.3935,False,347,204,band3,band3,False,0.0,0.0,0.0,-8413.03,-1385.84,-15316.68,-72825.18,0.0
grp-a001-02-000000059832280,12,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,,177828,125300,-104595.97,-80169.93,-70414.31,-826.4941,True,97,63,band3,band3,False,0.0,0.0,0.0,1405.98,-6180.02,826.49,-20478.49,0.0
grp-a001-01-000000053180338,맥세이프카드지갑,○ 02. 파워링크_PC,WEB_SITE,,94340,15500,-85280.97,-79059.21,-82943.84,-444.1529,False,178,111,band3,band3,False,0.0,0.0,0.0,-249.24,580.76,-12354.32,5801.03,0.0
grp-a001-02-000000069089452,맥세이프카드지갑,● [P_삭제금지]맥세이프카드케이스_쇼검,SHOPPING,,100708,16900,-90830.74,-77479.51,-73433.61,-3521.796,False,22,16,band3,band3,False,0.0,0.0,0.0,0.0,0.0,0.0,-13351.22,0.0
grp-a001-01-000000060843258,S11_6H BLC,○ 갤럭시탭 파워링크,WEB_SITE,갤럭시탭 S11 (+울트라),61445,16900,-51567.74,-77081.05,-85561.32,-467.1579,True,165,76,band3,band3,False,0.0,0.0,0.0,1868.63,-116.89,6453.16,1890.84,15417.58
grp-a001-02-000000061793395,S25울트라_일,소다케이스_갤럭시,SHOPPING,갤럭시 S25 (+/울트라/FE),57247,12900,-49707.55,-73985.8,-75411.23,-1174.3778,False,63,45,band3,band3,False,0.0,0.0,0.0,578.76,2348.76,0.0,21350.74,0.0
grp-a001-02-000000059820848,S25,● 01. 갤럭시_지문방지_TPU,SHOPPING,갤럭시 S25 (+/울트라/FE),284103,372600,-66335.61,-73542.08,-60331.55,-385.0371,True,191,115,band3,band3,False,0.0,0.0,0.0,770.07,-10478.7,-11701.06,28616.16,0.0
grp-a001-01-000000060824084,종이질감필름_아이패드,○ 기타 파워링크,WEB_SITE,,70129,0,-70129.0,-73033.5,-73946.36,-1738.8929,False,42,28,band3,band3,False,0.0,0.0,0.0,325.57,-321.11,0.0,2900.04,0.0
grp-a001-02-000000046126369,01. 아이패드_10세대_10.9인치,● 07. 아이패드_종이질감,SHOPPING,아이패드 10세대(10.9인치),137613,190800,-26099.27,-71589.06,-73748.58,-202.229,False,354,205,band3,band3,False,0.0,0.0,0.0,250.06,10039.56,20974.74,14225.44,0.0
grp-a001-02-000000059808374,S25,● 01. 갤럭시_강화유리,SHOPPING,갤럭시 S25 (+/울트라/FE),93270,47700,-65391.57,-71193.68,-71798.38,-1167.1094,True,61,40,band3,band3,False,0.0,0.0,0.0,4668.44,-1255.78,0.0,2389.45,0.0
grp-a001-02-000000044744111,08. 아이폰11 시리즈,● [P_삭제금지]04. 아이폰_지문방지,SHOPPING,,570392,648720,-191245.3,-70137.21,-53937.06,-206.2859,False,340,202,band3,band3,False,0.0,0.0,0.0,-8090.62,-13017.57,-48372.18,-51627.72,0.0
grp-a001-01-000000060603888,아이폰17에어_강화유리,○ 아이폰 파워링크,WEB_SITE,아이폰17(추정 매핑),70542,71400,-28812.02,-70022.96,-63881.61,-424.3816,True,165,76,band3,band4_unjudgeable,False,0.0,0.0,0.0,1697.53,-9092.33,16280.82,26832.91,5492.01
grp-a001-01-000000060826110,S11_종이질감,○ 갤럭시탭 파워링크,WEB_SITE,갤럭시탭 S11 (+울트라),294146,431300,-42071.19,-69857.85,-60415.92,-420.8304,True,166,76,band3,band3,False,0.0,0.0,0.0,1683.32,14588.44,-11834.56,24389.22,-1039.75
grp-a001-02-000000059832344,13프로맥스,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,,169292,172000,-68765.99,-68853.9,-66426.42,-356.756,True,193,116,band3,band3,False,0.0,0.0,0.0,-112.98,9684.67,12121.93,-21605.72,0.0
grp-a001-02-000000044743916,03. 아이폰15 시리즈,● [P_삭제금지]04. 아이폰_지문방지,SHOPPING,아이폰15(추정 매핑),274697,489230,11235.2,-68687.74,-78786.85,-199.0949,False,345,206,band2,band3,False,0.0,0.0,0.0,4684.67,13095.12,26707.37,35435.79,0.0
grp-a001-02-000000053482203,09. 아이패드 에어 45세대 10.9인치,● 14. 아이패드_지문방지,SHOPPING,,326533,412600,-85387.47,-67654.54,-64996.11,-212.7501,False,318,197,band3,band3,False,0.0,0.0,0.0,594.75,-15562.5,1882.25,-4647.44,0.0
grp-a001-02-000000045448738,09. Z플립1/2,● 01. 갤럭시_지문방지_TPU,SHOPPING,,156817,179690,-51796.54,-66521.4,-67068.47,-391.3023,True,170,97,band3,band3,False,0.0,0.0,0.0,626.51,1565.21,50.96,12482.17,0.0
grp-a001-02-000000054212607,05. 컨텐츠매체_05,● 10. 컨텐츠매체,SHOPPING,,894924,1247450,-165847.44,-65223.15,-84270.28,-207.717,False,314,196,band3,band3,False,0.0,0.0,0.0,9664.51,-24630.61,-12240.94,-73417.24,0.0
grp-a001-02-000000069087677,기존상품명,● [P_삭제금지]맥세이프카드케이스_쇼검,SHOPPING,,58111,0,-58111.0,-63911.4,-64313.14,-3043.4,False,21,15,band3,band3,False,0.0,0.0,0.0,0.0,0.0,0.0,5800.4,0.0
grp-a001-01-000000046646763,01. 갤럭시S20,○ 02. 파워링크_MO,WEB_SITE,,102720,156000,-11545.25,-63897.89,-63076.26,-334.5439,False,191,111,band3,band3,False,0.0,0.0,0.0,1172.72,552.72,-2090.95,52718.15,0.0
grp-a001-02-000000053481812,01. 아이패드 10세대 10.9인치,● 14. 아이패드_지문방지,SHOPPING,아이패드 10세대(10.9인치),208907,190000,-97860.83,-62646.14,-49927.67,-191.5784,False,327,201,band3,band3,False,0.0,0.0,0.0,-4955.79,-8521.06,11758.93,-33496.76,0.0
grp-a001-01-000000060531781,플립7_지문방지,○ 갤럭시 파워링크,WEB_SITE,갤럭시 Z 플립7,698415,938800,-149730.02,-61584.14,-70594.69,-370.9888,False,166,97,band3,band3,False,0.0,0.0,0.0,-1916.04,383.74,-4641.31,-81972.27,0.0
grp-a001-01-000000060603885,아이폰17_사생활보호,○ 아이폰 파워링크,WEB_SITE,아이폰17(추정 매핑),324980,667600,65201.18,-61516.2,-61849.9,-370.5795,True,166,76,band2,band3,False,0.0,0.0,0.0,10342.94,20822.93,18759.42,15254.91,61537.17
grp-a001-02-000000059821054,S9플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,,253411,254400,-104726.02,-60945.86,-52246.36,-317.4263,True,192,116,band3,band3,False,0.0,0.0,0.0,634.85,-4990.59,-17676.42,-21748.0,0.0
