adgroup_id,adgroup_name,campaign_name,campaign_type,model,cost,conv_amt,total_ad_profit,residual_v1,residual_v2,baseline_v1_daily,baseline_v2_used_fallback,n_days,n_baseline_days,band_total,band_baseline_only,baseline_unavailable,excess_F2,excess_F1b,excess_F1a,excess_연휴,excess_공휴일,excess_휴가창,excess_주말,excess_F3
grp-a001-01-000000061924152,S23_일,○ [P_Test]소다케이스 파워링크,WEB_SITE,갤럭시 S23 (+/울트라/FE),50520,41700,-26148.29,-20161.97,-20161.97,-1550.9208,False,13,9,band3,band3,False,0.0,0.0,0.0,-4898.16,850.92,0.0,-1939.08,0.0
grp-a001-01-000000054203750,셀카봉,○ 02. 파워링크_MO,WEB_SITE,,409712,555370,-85124.04,-20059.65,-25672.83,-247.65,False,81,53,band3,band3,False,0.0,0.0,0.0,-14501.75,11934.12,0.0,-62496.77,0.0
grp-a001-01-000000049350994,02.아이패드_에어_7세대_종이질감,○ 02. 파워링크_MO,WEB_SITE,"아이패드 에어 7세대(11/13인치, M3)",18010,31800,575.62,-20017.79,-20124.83,-104.8052,True,191,77,band2,band4_unjudgeable,False,0.0,0.0,0.0,-185.97,174.03,10858.14,7833.85,1913.38
grp-a001-01-000000060765090,S20플러스_사생활보호,○ 갤럭시 파워링크,WEB_SITE,,23841,63600,13330.24,-19859.45,-18506.91,-128.9574,False,154,94,band1,band4_unjudgeable,False,0.0,0.0,0.0,257.91,6048.51,201.32,26681.94,0.0
grp-a001-01-000000053266390,56. 방수팩,○ 02. 파워링크_MO,WEB_SITE,,35438,0,-35438.0,-19436.11,-19590.16,-110.4324,False,176,111,band3,band4_unjudgeable,False,0.0,0.0,0.0,-717.84,-987.84,993.89,-15290.11,0.0
grp-a001-02-000000061581250,S24울트라_맥,소다케이스_갤럭시,SHOPPING,갤럭시 S24 (+/울트라),142128,154100,-52063.71,-19161.1,-19610.27,-273.73,False,70,49,band3,band3,False,0.0,0.0,0.0,-12252.54,547.46,0.0,-21197.53,0.0
grp-a001-02-000000061693728,14프로_맥,소다케이스_아이폰,SHOPPING,,22140,0,-22140.0,-18663.1,-18780.77,-305.9524,False,61,42,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,-588.1,611.9,0.0,-3500.71,0.0
grp-a001-02-000000059819577,S25울트라,● 01. 갤럭시_강화유리,SHOPPING,갤럭시 S25 (+/울트라/FE),34600,37800,-12507.66,-18656.59,-18994.63,-305.8457,True,61,40,band3,band3,False,0.0,0.0,0.0,173.38,611.69,0.0,5363.86,0.0
grp-a001-01-000000060531710,플립4_지문방지,○ 갤럭시 파워링크,WEB_SITE,갤럭시 Z 플립4,88925,164200,7042.27,-18259.67,11295.92,-109.998,False,166,97,band2,band3,False,0.0,0.0,0.0,439.99,25331.88,8154.23,-8624.16,0.0
grp-a001-02-000000065140028,17E,● [P_삭제금지]04. 아이폰_지문방지,SHOPPING,아이폰17(추정 매핑),198994,318000,-13137.78,-18093.94,-24717.75,-177.3916,False,102,61,band3,band3,False,0.0,0.0,0.0,0.0,-11922.84,-5706.88,22585.89,0.0
grp-a001-01-000000061924191,S26_일,○ [P_Test]소다케이스 파워링크,WEB_SITE,갤럭시 S26 (+/울트라),15080,0,-15080.0,-18000.0,-18000.0,-1000.0,True,18,7,band4_unjudgeable,band4_unjudgeable,False,1000.0,-270.0,-1220.0,1510.0,0.0,0.0,900.0,1000.0
grp-a001-02-000000061794159,14프로_일,소다케이스_아이폰,SHOPPING,,34150,24800,-19655.55,-17991.59,-17950.79,-285.5807,False,63,44,band3,band3,False,0.0,0.0,0.0,-6518.84,571.16,0.0,4283.71,0.0
grp-a001-01-000000060792987,아이폰17프로_사생활보호,○ 아이폰 파워링크,WEB_SITE,아이폰17(추정 매핑),206111,492200,81557.03,-17807.9,-20758.33,-107.2765,True,166,76,band1,band3,False,0.0,0.0,0.0,-1080.89,11339.19,-1263.19,43926.25,46443.58
grp-a001-01-000000059040364,00. 아이폰SE2 SE3,○ 02. 파워링크_MO,WEB_SITE,,13020,0,-13020.0,-17007.24,-17028.64,-395.5172,False,43,29,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,0.0,791.03,0.0,3196.21,0.0
grp-a001-01-000000060843409,A9_6H BLC,○ 갤럭시탭 파워링크,WEB_SITE,,16866,0,-16866.0,-16940.21,-17789.5,-105.8763,False,160,97,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,-318.25,147.13,-127.1,372.42,0.0
grp-a001-02-000000061693757,13프로_맥,소다케이스_아이폰,SHOPPING,,42384,50700,-12752.21,-16581.02,-17334.71,-251.2276,False,66,46,band3,band3,False,0.0,0.0,0.0,6799.72,502.46,0.0,-3473.36,0.0
grp-a001-02-000000069089465,맥세이프지갑,● [P_삭제금지]맥세이프카드케이스_쇼검,SHOPPING,,24661,0,-24661.0,-16557.75,-15482.57,-752.625,False,22,16,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,0.0,0.0,0.0,-8103.25,0.0
grp-a001-02-000000053481936,04. 아이패드 프로 5세대 11인치,● 14. 아이패드_지문방지,SHOPPING,,18950,0,-18950.0,-16506.12,-16654.23,-206.3265,False,80,49,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,1031.63,618.98,-2361.02,-1733.47,0.0
grp-a001-01-000000060613246,A55_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,"갤럭시 A55 (국내명: 갤럭시 퀀텀5, SKT 단독)",13971,15900,-4678.19,-16427.23,-15707.94,-102.6702,False,160,94,band3,band4_unjudgeable,False,0.0,0.0,0.0,308.01,9691.5,782.73,966.8,0.0
grp-a001-01-000000060610036,노트10_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,,66873,143100,16762.3,-16133.77,-18730.54,-97.1914,False,166,97,band1,band3,False,0.0,0.0,0.0,-1231.23,-976.66,13830.64,21273.33,0.0
grp-a001-01-000000061883792,S26_맥(품절),○ [P_Test]소다케이스 파워링크,WEB_SITE,갤럭시 S26 (+/울트라),15760,33800,3994.53,-16100.0,-16100.0,-1610.0,True,10,3,band1,band4_unjudgeable,False,1610.0,20054.53,-3180.0,0.0,0.0,0.0,0.0,1610.0
grp-a001-01-000000060531708,플립3_지문방지,○ 갤럭시 파워링크,WEB_SITE,갤럭시 Z 플립3,17393,0,-17393.0,-15838.04,-15920.94,-102.8444,False,154,90,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,205.69,-530.09,978.73,-2209.29,0.0
grp-a001-01-000000061924153,S23울트라_일,○ [P_Test]소다케이스 파워링크,WEB_SITE,갤럭시 S23 (+/울트라/FE),15010,0,-15010.0,-15820.0,-16322.22,-1130.0,True,14,10,band3,band4_unjudgeable,False,0.0,0.0,0.0,960.0,-60.0,0.0,-90.0,0.0
grp-a001-01-000000056068629,모션링 맥세이프 그립톡,○ 02. 파워링크_PC,WEB_SITE,,18040,0,-18040.0,-15791.41,-16696.6,-185.7812,False,85,64,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,0.0,0.0,0.0,-2248.59,0.0
grp-a001-01-000000060612115,S8_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,,21669,33600,-2031.36,-15748.82,-13769.98,-96.6186,False,163,97,band3,band4_unjudgeable,False,0.0,0.0,0.0,289.86,-513.67,16168.39,-2227.11,0.0
grp-a001-01-000000046838157,01. 갤럭시탭_S7시리즈,○ 02. 파워링크_PC,WEB_SITE,,11780,0,-11780.0,-15593.69,-15945.44,-82.0721,False,190,111,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,410.36,-91.71,1259.73,2235.32,0.0
grp-a001-02-000000061793448,노트20_맥,소다케이스_갤럭시,SHOPPING,,15400,0,-15400.0,-15400.0,-15400.0,-7700.0,True,2,2,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grp-a001-02-000000061693771,13_맥,소다케이스_아이폰,SHOPPING,,15686,0,-15686.0,-15341.4,-16381.5,-260.0238,False,59,42,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,-679.95,520.05,0.0,-184.69,0.0
grp-a001-02-000000061794172,16플러스_일,소다케이스_아이폰,SHOPPING,아이폰16(추정 매핑),11370,0,-11370.0,-15161.96,-15328.57,-233.2609,False,65,46,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,466.52,466.52,0.0,2858.91,0.0
grp-a001-01-000000060843406,S7_6H BLC,○ 갤럭시탭 파워링크,WEB_SITE,,12938,0,-12938.0,-15159.59,-14370.02,-91.8763,False,165,97,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,275.63,-22.87,1929.4,39.42,0.0
grp-a001-02-000000046126151,01. 아이패드에어_4-5세대_10.9인치,● 07. 아이패드_종이질감,SHOPPING,,34775,26900,-19053.2,-14895.77,-13531.48,-47.2881,False,315,195,band3,band3,False,0.0,0.0,0.0,-854.41,-3053.83,-1063.95,814.75,0.0
grp-a001-01-000000047486647,01. 갤럭시S25_EZ강화유리,○ 02. 파워링크_PC,WEB_SITE,갤럭시 S25 (+/울트라/FE),61818,73600,-18802.22,-14698.77,-3883.18,-76.9569,False,191,111,band3,band3,False,0.0,0.0,0.0,-15.22,-1915.22,-2413.03,240.02,0.0
grp-a001-01-000000061924157,S24플러스_일,○ [P_Test]소다케이스 파워링크,WEB_SITE,갤럭시 S24 (+/울트라),11820,0,-11820.0,-14550.0,-14990.91,-808.3333,True,18,12,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,1126.67,108.33,0.0,1495.0,0.0
grp-a001-02-000000061693781,13미니_맥,소다케이스_아이폰,SHOPPING,,47650,65600,-9309.85,-14487.68,-15363.26,-219.5102,False,66,46,band3,band3,False,0.0,0.0,0.0,-7950.98,17158.64,0.0,-4029.84,0.0
grp-a001-02-000000053482043,06. 아이패드 프로 3456세대 11인치,● 14. 아이패드_지문방지,SHOPPING,"아이패드 프로 6세대(11/12.9인치, M2)|아이패드 프로 3~5세대(11/12.9인치)",64490,63600,-27318.76,-14268.06,-13670.0,-44.8681,False,318,199,band3,band3,False,0.0,0.0,0.0,-5076.19,-2321.58,1031.97,-6684.89,0.0
grp-a001-02-000000061794117,13미니_일,소다케이스_아이폰,SHOPPING,,27014,38700,-4395.65,-14224.47,-14349.85,-218.838,False,65,46,band3,band3,False,0.0,0.0,0.0,-3962.32,437.68,0.0,13353.47,0.0
grp-a001-01-000000060604040,아이폰16프로_강화유리,○ 아이폰 파워링크,WEB_SITE,아이폰16(추정 매핑),121642,241600,19561.97,-14202.71,13264.24,-136.5645,False,104,55,band1,band3,False,0.0,0.0,0.0,-4503.74,16362.04,42634.53,-20728.15,0.0
grp-a001-01-000000054403622,맥세이프거치대,○ 02. 파워링크_MO,WEB_SITE,,39210,47600,-11390.01,-14057.7,-15564.87,-326.9233,False,43,26,band3,band3,False,0.0,0.0,0.0,-1665.38,13183.84,0.0,-8850.77,0.0
grp-a001-01-000000060841584,프로3-4-5세대(11인치)_종이질감,○ P. 아이패드 파워링크,WEB_SITE,,63058,47700,-35179.57,-14031.64,-5060.56,-90.5267,False,155,96,band3,band3,False,0.0,0.0,0.0,362.11,-2417.31,-10714.21,-8378.51,0.0
grp-a001-02-000000061794155,14플러스_일,소다케이스_아이폰,SHOPPING,,16947,0,-16947.0,-14030.11,-14122.92,-215.8478,False,65,46,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,-1958.3,431.7,0.0,-1390.28,0.0
grp-a001-02-000000061793303,S22울트라_일,소다케이스_갤럭시,SHOPPING,갤럭시 S22 (+/울트라),13990,0,-13990.0,-13990.0,-13990.0,-6995.0,True,2,2,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grp-a001-01-000000060823923,맥세이프카드지갑(가죽),○ 기타 파워링크,WEB_SITE,,13305,0,-13305.0,-13848.0,-13971.63,-329.7143,False,42,28,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,-471.14,39.71,0.0,974.43,0.0
grp-a001-01-000000046416701,01. 종이질감_K13 OLED,○ 04. 뮤패드,WEB_SITE,,69647,92120,-15807.14,-13782.55,-2240.03,-38.8241,False,355,206,band3,band3,False,0.0,0.0,0.0,349.42,7356.7,-2026.1,-7704.6,0.0
grp-a001-01-000000060531067,플립1_지문방지,○ 갤럭시 파워링크,WEB_SITE,,12607,0,-12607.0,-13602.63,-13116.95,-96.4725,False,141,91,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,385.89,-382.69,-14.16,1006.59,0.0
grp-a001-01-000000060613245,A54_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,"갤럭시 A54 (국내명: 갤럭시 퀀텀4, SKT 단독)",11556,0,-11556.0,-13381.11,-11605.65,-84.1579,False,159,95,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,336.63,589.11,330.68,568.68,0.0
grp-a001-02-000000043615764,00. 컨텐츠매체_메인 TOP25,● 10. 컨텐츠매체,SHOPPING,,167656,225120,-36083.82,-13309.0,-58440.3,-37.8097,False,352,204,band3,band3,False,0.0,0.0,0.0,423.1,16324.71,-36450.29,-3072.33,0.0
grp-a001-01-000000061924190,S25플러스_일,○ [P_Test]소다케이스 파워링크,WEB_SITE,갤럭시 S25 (+/울트라/FE),12550,0,-12550.0,-13006.0,-13418.89,-929.0,True,14,10,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,0.0,929.0,0.0,-473.0,0.0
grp-a001-02-000000044744526,10. 아이폰 SE2/SE3,● [P_삭제금지]04. 아이폰_지문방지,SHOPPING,,368344,438920,-111815.65,-12851.32,-3878.15,-37.2502,False,345,206,band3,band3,False,0.0,0.0,0.0,-374.75,-4047.0,-25588.43,-68954.15,0.0
grp-a001-01-000000060843312,S8_6H BLC,○ 갤럭시탭 파워링크,WEB_SITE,갤럭시탭 S8 울트라,10932,0,-10932.0,-12850.88,-13264.68,-79.8191,False,161,94,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,-490.72,-120.27,1596.38,933.49,0.0
grp-a001-01-000000060841229,프로M47세대(11인치)_6H BLC,○ P. 아이패드 파워링크,WEB_SITE,"아이패드 프로 7세대(11/13인치, M4)",22873,32800,-3702.92,-12682.94,-17003.86,-81.3009,False,156,97,band3,band3,False,0.0,0.0,0.0,325.2,-224.89,200.31,8679.4,0.0
grp-a001-01-000000060610039,노트10플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,,70629,184800,37378.01,-12658.04,-22947.8,-76.2533,False,166,97,band1,band3,False,0.0,0.0,0.0,7087.82,-2790.23,13683.03,32055.43,0.0
grp-a001-02-000000059821023,S10플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,,300200,466100,-27786.21,-12430.28,-43771.34,-64.741,True,192,116,band3,band3,False,0.0,0.0,0.0,129.48,-6739.07,7734.07,-16480.41,0.0
grp-a001-02-000000059820931,S22플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,갤럭시 S22 (+/울트라),395817,699600,13066.69,-12418.92,-11820.68,-64.6819,True,192,116,band2,band3,False,0.0,0.0,0.0,-1110.64,5603.08,12062.75,8930.42,0.0
grp-a001-01-000000060604019,아이폰13프로맥스_강화유리,○ 아이폰 파워링크,WEB_SITE,,48287,71600,-6440.13,-12201.11,-5800.27,-73.5007,False,166,97,band3,band3,False,0.0,0.0,0.0,-1646.0,514.5,337.51,6554.96,0.0
grp-a001-01-000000060481589,S21플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,,67447,124200,5142.13,-11894.57,-23903.77,-72.0883,False,165,97,band2,band3,False,0.0,0.0,0.0,-1033.74,-2415.38,4695.12,15790.7,0.0
grp-a001-01-000000054405090,맥세이프거치대,○ 02. 파워링크_PC,WEB_SITE,,11270,0,-11270.0,-11790.0,-11699.02,-81.875,False,144,96,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,69.38,327.5,0.0,123.12,0.0
grp-a001-01-000000060796707,아이폰12프로_사생활보호,○ 아이폰 파워링크,WEB_SITE,,38505,38800,-15828.2,-11774.52,-10912.44,-78.4968,False,150,93,band3,band3,False,0.0,0.0,0.0,313.99,-2615.02,1020.46,-2773.11,0.0
grp-a001-02-000000061793489,S22울트라_맥,소다케이스_갤럭시,SHOPPING,갤럭시 S22 (+/울트라),21620,16900,-11742.74,-11742.74,-11742.74,-5871.3676,True,2,2,band3,band3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grp-a001-01-000000060823924,맥세이프케이스_아이폰17,○ 기타 파워링크,WEB_SITE,아이폰17(추정 매핑),33111,0,-33111.0,-11706.0,-11792.57,-278.7143,True,42,7,band3,band4_unjudgeable,False,0.0,0.0,0.0,354.86,-1741.29,0.0,-5721.57,-14297.0
grp-a001-02-000000059826628,노트10플러스,● 01. 갤럭시_지문방지_TPU,SHOPPING,,35966,44700,-9840.93,-11336.59,-18211.3,-59.0447,True,192,116,band3,band3,False,0.0,0.0,0.0,-931.91,472.36,6199.39,-4244.18,0.0
grp-a001-01-000000037423636,01. 갤럭시플립,○ 02. 파워링크_PC,WEB_SITE,,213742,452830,50916.09,-11156.12,8031.12,-58.409,False,191,111,band1,band3,False,0.0,0.0,0.0,8975.32,-327.96,16754.91,36669.94,0.0
grp-a001-01-000000060843261,S10울트라_6H BLC,○ 갤럭시탭 파워링크,WEB_SITE,갤럭시탭 S10 울트라·+,10382,15900,-1089.19,-10985.94,-11222.03,-70.4227,False,156,97,band3,band4_unjudgeable,False,0.0,0.0,0.0,281.69,45.96,774.65,8794.45,0.0
grp-a001-02-000000059879675,17프로맥스,● [P_삭제금지]03. 아이폰_강화유리,SHOPPING,아이폰17(추정 매핑),123148,144200,-38869.8,-10733.55,-11219.44,-59.3014,True,181,73,band3,band4_unjudgeable,False,0.0,0.0,0.0,237.21,-11114.89,1008.12,6957.51,-25224.2
grp-a001-02-000000061793358,S24플러스_일,소다케이스_갤럭시,SHOPPING,갤럭시 S24 (+/울트라),23070,25800,-7991.1,-10634.43,-9830.14,-208.5181,False,51,33,band3,band3,False,0.0,0.0,0.0,-692.96,417.04,0.0,2919.25,0.0
grp-a001-01-000000046978005,"02.아이패드_프로 6,7세대_종이질감",○ 02. 파워링크_PC,WEB_SITE,"아이패드 프로 6세대(11/12.9인치, M2)|아이패드 프로 7세대(11/13인치, M4)",46210,111300,18839.68,-10585.13,-6363.9,-55.4195,False,191,111,band1,band3,False,0.0,0.0,0.0,277.1,-3782.9,15865.69,17064.92,0.0
grp-a001-01-000000060843265,S10FE_6H BLC,○ 갤럭시탭 파워링크,WEB_SITE,갤럭시탭 S10 울트라·+,24458,36800,-2950.11,-10372.59,-11319.04,-62.8642,False,165,97,band3,band3,False,0.0,0.0,0.0,-698.54,93.05,322.28,7705.69,0.0
grp-a001-01-000000046837921,01. 갤럭시탭_S8시리즈,○ 02. 파워링크_PC,WEB_SITE,갤럭시탭 S8 울트라,20640,31800,-2054.38,-10347.65,-10965.36,-54.7494,False,189,111,band3,band3,False,0.0,0.0,0.0,-156.25,273.75,8127.3,48.47,0.0
grp-a001-01-000000060796704,아이폰12_사생활보호,○ 아이폰 파워링크,WEB_SITE,,9245,0,-9245.0,-10189.57,-8818.63,-65.7391,False,155,92,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,262.96,-815.57,1183.3,313.87,0.0
grp-a001-01-000000061883888,16프로_맥,○ [P_Test]소다케이스 파워링크,WEB_SITE,아이폰16(추정 매핑),9970,0,-9970.0,-10155.0,-10155.0,-564.1667,False,18,12,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,738.33,564.17,0.0,-1117.5,0.0
grp-a001-02-000000061794170,16_일,소다케이스_아이폰,SHOPPING,아이폰16(추정 매핑),31790,38700,-9171.65,-10104.81,-10198.67,-155.4587,False,65,46,band3,band3,False,0.0,0.0,0.0,-1709.63,310.92,0.0,2331.88,0.0
grp-a001-01-000000060843278,S10FE플러스_6H BLC,○ 갤럭시탭 파워링크,WEB_SITE,갤럭시탭 S10 울트라·+,27638,33800,-7883.47,-10062.53,-20726.32,-62.8908,False,160,94,band3,band3,False,0.0,0.0,0.0,188.67,-336.76,6446.19,-4119.04,0.0
grp-a001-02-000000061793457,노트20울트라_맥,소다케이스_갤럭시,SHOPPING,,9960,0,-9960.0,-9960.0,-9960.0,-4980.0,True,2,2,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grp-a001-01-000000060843407,S7플러스_6H BLC,○ 갤럭시탭 파워링크,WEB_SITE,,10955,32800,8215.08,-9893.11,-8687.65,-61.4479,False,161,96,band1,band4_unjudgeable,False,0.0,0.0,0.0,245.79,430.14,1106.06,16326.2,0.0
grp-a001-02-000000061793496,S23_맥,소다케이스_갤럭시,SHOPPING,갤럭시 S23 (+/울트라/FE),8804,0,-8804.0,-9854.62,-9228.25,-179.175,False,55,40,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,0.0,358.35,0.0,692.28,0.0
grp-a001-01-000000060612843,S9_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,,27099,31800,-8513.38,-9785.41,-11424.59,-60.0332,False,163,96,band3,band3,False,0.0,0.0,0.0,120.07,-3878.77,-1405.3,6436.04,0.0
grp-a001-01-000000050409988,00. 갤럭시s25엣지(사생활),○ 02. 파워링크_PC,WEB_SITE,,6790,0,-6790.0,-9552.16,-9189.44,-51.0811,False,187,111,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,153.24,255.41,455.95,1897.57,0.0
grp-a001-01-000000060843281,S9플러스_6H BLC,○ 갤럭시탭 파워링크,WEB_SITE,갤럭시탭 S9 울트라,7423,0,-7423.0,-9393.79,-8652.67,-62.2105,False,151,95,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,186.63,435.47,622.11,726.58,0.0
grp-a001-01-000000042969517,55. 갤럭시워치 실리콘 스트랩,○ 02. 파워링크_MO,WEB_SITE,,131940,165900,-34979.16,-9357.8,-20783.4,-48.9937,False,191,111,band3,band3,False,0.0,0.0,0.0,-2555.03,-3165.03,-2859.24,-17042.05,0.0
grp-a001-01-000000046838297,01. 갤럭시탭_S6시리즈,○ 02. 파워링크_PC,WEB_SITE,,7870,0,-7870.0,-9024.32,-8206.67,-47.7477,False,189,111,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,190.99,-171.26,365.95,768.65,0.0
grp-a001-01-000000060613249,A34_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,갤럭시 A34,24184,31800,-5598.38,-8859.93,-11543.12,-53.3731,False,166,97,band3,band3,False,0.0,0.0,0.0,-216.51,373.61,-471.17,3575.62,0.0
grp-a001-02-000000059832147,폴드7,● 01. 갤럭시_지문방지_사생활,SHOPPING,갤럭시 Z 폴드7,667273,1256200,66917.53,-8848.84,-8982.6,-45.6126,True,194,100,band2,band3,False,0.0,0.0,0.0,-2047.55,35838.46,6055.32,19072.61,16847.53
grp-a001-01-000000046127917,02.아이패드_미니7/6세대_종이질감,○ 02. 파워링크_MO,WEB_SITE,아이패드 미니 6세대(8.3인치)|아이패드 미니 7세대(8.3인치),66020,79500,-19555.94,-8503.06,-12574.54,-44.5186,False,191,111,band3,band3,False,0.0,0.0,0.0,-767.41,-3877.41,-708.74,-5699.33,0.0
grp-a001-02-000000061794163,15플러스_일,소다케이스_아이폰,SHOPPING,아이폰15(추정 매핑),24071,12900,-16531.55,-8278.51,-8373.42,-133.5244,False,62,43,band3,band3,False,0.0,0.0,0.0,-10522.95,267.05,0.0,2002.87,0.0
grp-a001-01-000000060612842,S8플러스_지문방지_TPU,○ 갤럭시 파워링크,WEB_SITE,,10454,0,-10454.0,-8145.59,-9522.02,-50.5938,False,161,96,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,151.78,-340.84,10.47,-2129.81,0.0
grp-a001-01-000000044378320,37 LG_지문방지필름,○ 02. 파워링크_PC,WEB_SITE,,6720,15900,2572.81,-8127.55,-8776.72,-45.6604,False,178,106,band1,band4_unjudgeable,False,0.0,0.0,0.0,136.98,-501.7,958.87,10106.21,0.0
grp-a001-02-000000061793511,S23플러스_맥,소다케이스_갤럭시,SHOPPING,갤럭시 S23 (+/울트라/FE),8060,0,-8060.0,-8060.0,-8060.0,-4030.0,True,2,2,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grp-a001-02-000000061793266,S22_일,소다케이스_갤럭시,SHOPPING,갤럭시 S22 (+/울트라),15380,12900,-7840.55,-7840.55,-7840.55,-3920.2747,True,2,2,band3,band3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grp-a001-02-000000059828242,S25울트라,● 01. 갤럭시_지문방지_PET,SHOPPING,갤럭시 S25 (+/울트라/FE),17846,47700,10032.43,-7815.15,-9265.52,-40.493,True,193,116,band1,band3,False,0.0,0.0,0.0,161.97,9037.76,-697.14,9345.0,0.0
grp-a001-01-000000060865149,일미리케이스_폴드7,○ 기타 파워링크,WEB_SITE,갤럭시 Z 폴드7,6669,0,-6669.0,-7653.0,-7582.28,-182.2143,False,42,28,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,128.86,182.21,0.0,672.93,0.0
grp-a001-01-000000061883895,15_맥,○ [P_Test]소다케이스 파워링크,WEB_SITE,아이폰15(추정 매핑),7150,0,-7150.0,-7609.09,-7812.0,-507.2727,True,15,11,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,-555.45,507.27,0.0,507.27,0.0
grp-a001-01-000000047486686,01. 갤럭시S25_자가복원 고투명,○ 02. 파워링크_MO,WEB_SITE,갤럭시 S25 (+/울트라/FE),7730,0,-7730.0,-7502.34,-7322.77,-39.2793,False,191,111,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,196.4,-203.6,-167.3,-53.15,0.0
grp-a001-01-000000060866006,골프버디필름(자사몰),○ 기타 파워링크,WEB_SITE,,73210,101200,-14063.3,-7477.76,-6947.12,-178.0418,False,42,28,band3,band3,False,0.0,0.0,0.0,-1067.83,-3911.96,0.0,-1605.76,0.0
grp-a001-02-000000059827297,S22,● 01. 갤럭시_지문방지_PET,SHOPPING,갤럭시 S22 (+/울트라),5053,15900,4239.81,-7429.58,-6618.28,-53.8375,True,138,80,band1,band4_unjudgeable,False,0.0,0.0,0.0,215.35,215.35,915.24,10323.45,0.0
grp-a001-02-000000061793346,S24_일,소다케이스_갤럭시,SHOPPING,갤럭시 S24 (+/울트라),22527,12900,-14987.55,-7412.59,-7515.07,-119.5579,False,62,44,band3,band3,False,0.0,0.0,0.0,-3360.88,-387.88,0.0,-3826.19,0.0
grp-a001-01-000000061924193,S26플러스_일,○ [P_Test]소다케이스 파워링크,WEB_SITE,갤럭시 S26 (+/울트라),7660,0,-7660.0,-7382.86,-7382.86,-434.2857,False,17,7,band4_unjudgeable,band4_unjudgeable,False,434.29,-2397.14,868.57,868.57,0.0,0.0,-51.43,0.0
grp-a001-01-000000060792993,아이폰16플러스_사생활보호,○ 아이폰 파워링크,WEB_SITE,아이폰16(추정 매핑),8098,0,-8098.0,-7286.4,-7329.13,-55.2,True,132,85,band4_unjudgeable,band4_unjudgeable,False,0.0,0.0,0.0,220.8,331.2,386.4,-1750.0,0.0
grp-a001-02-000000061693716,15프로_맥,소다케이스_아이폰,SHOPPING,아이폰15(추정 매핑),65000,84500,-15613.68,-7212.02,-7480.45,-116.3229,False,62,44,band3,band3,False,0.0,0.0,0.0,11717.18,232.65,0.0,-20351.48,0.0
