adgroup_id,campaign_type,cost,conv_amt,bep_g,product_count,ad_profit_account,ad_profit_prod,band_account,band_prod,diverges
grp-a001-01-000000060612844,WEB_SITE,101005,173800,,,573.02,,band2,not_judged_no_bep,False
grp-a001-01-000000060612964,WEB_SITE,148084,124200,,,-75494.87,,band3,not_judged_no_bep,False
grp-a001-01-000000060613245,WEB_SITE,11556,0,,,-11556.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060613246,WEB_SITE,13971,15900,,,-4678.19,,band3,not_judged_no_bep,False
grp-a001-01-000000060613247,WEB_SITE,17803,127200,,,56539.49,,band1,not_judged_no_bep,False
grp-a001-01-000000060613249,WEB_SITE,24184,31800,,,-5598.38,,band3,not_judged_no_bep,False
grp-a001-01-000000060613254,WEB_SITE,23081,95400,,,32675.87,,band1,not_judged_no_bep,False
grp-a001-01-000000060613256,WEB_SITE,13746,31800,,,4839.62,,band1,not_judged_no_bep,False
grp-a001-01-000000060617379,WEB_SITE,118490,272300,,,40656.7,,band1,not_judged_no_bep,False
grp-a001-01-000000060617381,WEB_SITE,87125,159000,,,5803.11,,band2,not_judged_no_bep,False
grp-a001-01-000000060763483,WEB_SITE,71658,190800,,,39855.73,,band1,not_judged_no_bep,False
grp-a001-01-000000060763689,WEB_SITE,57056,143100,,,26579.3,,band1,not_judged_no_bep,False
grp-a001-01-000000060763694,WEB_SITE,303859,573400,,,31266.66,,band2,not_judged_no_bep,False
grp-a001-01-000000060763718,WEB_SITE,63422,205110,,,56455.26,,band1,not_judged_no_bep,False
grp-a001-01-000000060763874,WEB_SITE,268872,524700,,,37790.77,,band2,not_judged_no_bep,False
grp-a001-01-000000060763875,WEB_SITE,93982,210700,,,29162.36,,band1,not_judged_no_bep,False
grp-a001-01-000000060763876,WEB_SITE,106364,223600,,,24319.81,,band1,not_judged_no_bep,False
grp-a001-01-000000060763877,WEB_SITE,34842,47700,,,-6963.57,,band3,not_judged_no_bep,False
grp-a001-01-000000060764711,WEB_SITE,82573,111400,,,-17464.88,,band3,not_judged_no_bep,False
grp-a001-01-000000060764713,WEB_SITE,206003,155200,,,-115295.81,,band3,not_judged_no_bep,False
grp-a001-01-000000060764895,WEB_SITE,24442,19900,,,-12811.37,,band3,not_judged_no_bep,False
grp-a001-01-000000060765090,WEB_SITE,23841,63600,,,13330.24,,band1,not_judged_no_bep,False
grp-a001-01-000000060765091,WEB_SITE,53634,174900,,,48586.92,,band1,not_judged_no_bep,False
grp-a001-01-000000060765092,WEB_SITE,38207,143100,,,45428.3,,band1,not_judged_no_bep,False
grp-a001-01-000000060765094,WEB_SITE,12684,47700,,,15194.43,,band1,not_judged_no_bep,False
grp-a001-01-000000060784942,WEB_SITE,115497,387700,,,111095.64,,band1,not_judged_no_bep,False
grp-a001-01-000000060784943,WEB_SITE,215911,651900,,,165094.26,,band1,not_judged_no_bep,False
grp-a001-01-000000060784944,WEB_SITE,166466,333900,,,28683.04,,band2,not_judged_no_bep,False
grp-a001-01-000000060792702,WEB_SITE,610660,1766000,,,421484.94,,band1,not_judged_no_bep,False
grp-a001-01-000000060792703,WEB_SITE,70673,191800,,,41425.19,,band1,not_judged_no_bep,False
grp-a001-01-000000060792982,WEB_SITE,454223,942200,,,96449.12,,band1,not_judged_no_bep,False
grp-a001-01-000000060792983,WEB_SITE,175456,554900,,,148857.27,,band1,not_judged_no_bep,False
grp-a001-01-000000060792984,WEB_SITE,163871,143100,,,-80235.7,,band3,not_judged_no_bep,False
grp-a001-01-000000060792987,WEB_SITE,206111,492200,,,81557.03,,band1,not_judged_no_bep,False
grp-a001-01-000000060792988,WEB_SITE,58360,172100,,,42224.45,,band1,not_judged_no_bep,False
grp-a001-01-000000060792989,WEB_SITE,65172,75600,,,-20987.31,,band3,not_judged_no_bep,False
grp-a001-01-000000060792990,WEB_SITE,204552,465600,,,67569.57,,band1,not_judged_no_bep,False
grp-a001-01-000000060792991,WEB_SITE,206101,290400,,,-36375.69,,band3,not_judged_no_bep,False
grp-a001-01-000000060792992,WEB_SITE,103966,280500,,,59973.22,,band1,not_judged_no_bep,False
grp-a001-01-000000060792993,WEB_SITE,8098,0,,,-8098.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060792994,WEB_SITE,36989,119400,,,32794.75,,band1,not_judged_no_bep,False
grp-a001-01-000000060796462,WEB_SITE,9052,19900,,,2578.63,,band1,not_judged_no_bep,False
grp-a001-01-000000060796463,WEB_SITE,15336,99500,,,42817.13,,band1,not_judged_no_bep,False
grp-a001-01-000000060796465,WEB_SITE,43401,125300,,,29831.03,,band1,not_judged_no_bep,False
grp-a001-01-000000060796466,WEB_SITE,4578,0,,,-4578.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060796467,WEB_SITE,104719,218900,,,23217.88,,band1,not_judged_no_bep,False
grp-a001-01-000000060796549,WEB_SITE,51586,36800,,,-30078.11,,band3,not_judged_no_bep,False
grp-a001-01-000000060796550,WEB_SITE,26238,154200,,,63884.74,,band1,not_judged_no_bep,False
grp-a001-01-000000060796551,WEB_SITE,5870,0,,,-5870.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060796552,WEB_SITE,520,0,,,-520.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060796704,WEB_SITE,9245,0,,,-9245.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060796707,WEB_SITE,38505,38800,,,-15828.2,,band3,not_judged_no_bep,False
grp-a001-01-000000060809909,WEB_SITE,62917,174900,,,39303.92,,band1,not_judged_no_bep,False
grp-a001-01-000000060823525,WEB_SITE,288622,824500,,,193259.94,,band1,not_judged_no_bep,False
grp-a001-01-000000060823768,WEB_SITE,426199,268800,,,-269097.89,,band3,not_judged_no_bep,False
grp-a001-01-000000060823769,WEB_SITE,1677,0,,,-1677.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060823923,WEB_SITE,13305,0,,,-13305.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060823924,WEB_SITE,33111,0,,,-33111.0,,band3,not_judged_no_bep,False
grp-a001-01-000000060823925,WEB_SITE,160,0,,,-160.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060823926,WEB_SITE,2850,14200,,,5449.24,,band1,not_judged_no_bep,False
grp-a001-01-000000060824081,WEB_SITE,6363,0,,,-6363.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060824082,WEB_SITE,276802,427200,,,-27123.45,,band3,not_judged_no_bep,False
grp-a001-01-000000060824084,WEB_SITE,70129,0,,,-70129.0,,band3,not_judged_no_bep,False
grp-a001-01-000000060824085,WEB_SITE,3685,0,,,-3685.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060824088,WEB_SITE,279630,314900,,,-95585.58,,band3,not_judged_no_bep,False
grp-a001-01-000000060824108,WEB_SITE,72403,110300,,,-7937.77,,band3,not_judged_no_bep,False
grp-a001-01-000000060824109,WEB_SITE,74566,68500,,,-34530.93,,band3,not_judged_no_bep,False
grp-a001-01-000000060824110,WEB_SITE,6115,0,,,-6115.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060824113,WEB_SITE,30246,34800,,,-9907.02,,band3,not_judged_no_bep,False
grp-a001-01-000000060824785,WEB_SITE,530,0,,,-530.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060824786,WEB_SITE,30818,101100,,,28270.25,,band1,not_judged_no_bep,False
grp-a001-01-000000060824882,WEB_SITE,29556,159000,,,63372.11,,band1,not_judged_no_bep,False
grp-a001-01-000000060824932,WEB_SITE,26817,15900,,,-17524.19,,band3,not_judged_no_bep,False
grp-a001-01-000000060824935,WEB_SITE,22284,63600,,,14887.24,,band1,not_judged_no_bep,False
grp-a001-01-000000060824936,WEB_SITE,127606,210700,,,-4461.64,,band3,not_judged_no_bep,False
grp-a001-01-000000060825654,WEB_SITE,20183,31800,,,-1597.38,,band3,not_judged_no_bep,False
grp-a001-01-000000060825655,WEB_SITE,23507,31800,,,-4921.38,,band3,not_judged_no_bep,False
grp-a001-01-000000060825656,WEB_SITE,97772,240500,,,42789.08,,band1,not_judged_no_bep,False
grp-a001-01-000000060825657,WEB_SITE,86198,408500,,,152551.27,,band1,not_judged_no_bep,False
grp-a001-01-000000060825704,WEB_SITE,68796,361800,,,142659.29,,band1,not_judged_no_bep,False
grp-a001-01-000000060825705,WEB_SITE,51432,166800,,,46054.85,,band1,not_judged_no_bep,False
grp-a001-01-000000060825706,WEB_SITE,68500,244300,,,74282.0,,band1,not_judged_no_bep,False
grp-a001-01-000000060825707,WEB_SITE,48501,139100,,,32796.49,,band1,not_judged_no_bep,False
grp-a001-01-000000060825794,WEB_SITE,34635,63600,,,2536.24,,band2,not_judged_no_bep,False
grp-a001-01-000000060825796,WEB_SITE,58174,127200,,,16168.49,,band1,not_judged_no_bep,False
grp-a001-01-000000060825797,WEB_SITE,33348,87500,,,17791.68,,band1,not_judged_no_bep,False
grp-a001-01-000000060825798,WEB_SITE,93732,254400,,,54952.98,,band1,not_judged_no_bep,False
grp-a001-01-000000060825799,WEB_SITE,85302,266200,,,70279.53,,band1,not_judged_no_bep,False
grp-a001-01-000000060825800,WEB_SITE,39775,80500,,,7273.51,,band2,not_judged_no_bep,False
grp-a001-01-000000060825801,WEB_SITE,159535,288200,,,8904.51,,band2,not_judged_no_bep,False
grp-a001-01-000000060825802,WEB_SITE,80381,334900,,,115352.49,,band1,not_judged_no_bep,False
grp-a001-01-000000060826103,WEB_SITE,150211,340900,,,49029.21,,band1,not_judged_no_bep,False
grp-a001-01-000000060826106,WEB_SITE,167664,387340,,,58718.23,,band1,not_judged_no_bep,False
grp-a001-01-000000060826107,WEB_SITE,252951,609200,,,103098.09,,band1,not_judged_no_bep,False
grp-a001-01-000000060826108,WEB_SITE,273484,452200,,,-9194.11,,band3,not_judged_no_bep,False
grp-a001-01-000000060826110,WEB_SITE,294146,431300,,,-42071.19,,band3,not_judged_no_bep,False
grp-a001-01-000000060841229,WEB_SITE,22873,32800,,,-3702.92,,band3,not_judged_no_bep,False
grp-a001-01-000000060841400,WEB_SITE,5963,32800,,,13207.08,,band1,not_judged_no_bep,False
grp-a001-01-000000060841560,WEB_SITE,619,31800,,,17966.62,,band1,not_judged_no_bep,False
grp-a001-01-000000060841575,WEB_SITE,33303,0,,,-33303.0,,band3,not_judged_no_bep,False
grp-a001-01-000000060841577,WEB_SITE,45002,31800,,,-26416.38,,band3,not_judged_no_bep,False
grp-a001-01-000000060841579,WEB_SITE,4102,15900,,,5190.81,,band1,not_judged_no_bep,False
grp-a001-01-000000060841580,WEB_SITE,23493,84500,,,25893.32,,band1,not_judged_no_bep,False
grp-a001-01-000000060841581,WEB_SITE,39238,67600,,,271.06,,band2,not_judged_no_bep,False
grp-a001-01-000000060841582,WEB_SITE,48039,46110,,,-21089.85,,band3,not_judged_no_bep,False
grp-a001-01-000000060841583,WEB_SITE,204568,190800,,,-93054.27,,band3,not_judged_no_bep,False
grp-a001-01-000000060841584,WEB_SITE,63058,47700,,,-35179.57,,band3,not_judged_no_bep,False
grp-a001-01-000000060842559,WEB_SITE,125728,401500,,,108930.09,,band1,not_judged_no_bep,False
grp-a001-01-000000060842560,WEB_SITE,2847,47700,,,25031.43,,band1,not_judged_no_bep,False
grp-a001-01-000000060842564,WEB_SITE,46638,31800,,,-28052.38,,band3,not_judged_no_bep,False
grp-a001-01-000000060842565,WEB_SITE,71155,131100,,,5466.86,,band2,not_judged_no_bep,False
grp-a001-01-000000060842566,WEB_SITE,127402,160000,,,-33889.43,,band3,not_judged_no_bep,False
grp-a001-01-000000060842733,WEB_SITE,11858,15900,,,-2565.19,,band3,not_judged_no_bep,False
grp-a001-01-000000060842734,WEB_SITE,103563,175900,,,-757.62,,band3,not_judged_no_bep,False
grp-a001-01-000000060842824,WEB_SITE,6722,0,,,-6722.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060843107,WEB_SITE,52889,74600,,,-9288.77,,band3,not_judged_no_bep,False
grp-a001-01-000000060843258,WEB_SITE,61445,16900,,,-51567.74,,band3,not_judged_no_bep,False
grp-a001-01-000000060843261,WEB_SITE,10382,15900,,,-1089.19,,band3,not_judged_no_bep,False
grp-a001-01-000000060843263,WEB_SITE,61068,66600,,,-22143.39,,band3,not_judged_no_bep,False
grp-a001-01-000000060843265,WEB_SITE,24458,36800,,,-2950.11,,band3,not_judged_no_bep,False
grp-a001-01-000000060843278,WEB_SITE,27638,33800,,,-7883.47,,band3,not_judged_no_bep,False
grp-a001-01-000000060843279,WEB_SITE,8812,16900,,,1065.26,,band2,not_judged_no_bep,False
grp-a001-01-000000060843280,WEB_SITE,5100,15900,,,4192.81,,band1,not_judged_no_bep,False
grp-a001-01-000000060843281,WEB_SITE,7423,0,,,-7423.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060843310,WEB_SITE,13051,16900,,,-3173.74,,band3,not_judged_no_bep,False
grp-a001-01-000000060843311,WEB_SITE,10678,304200,,,167112.77,,band1,not_judged_no_bep,False
grp-a001-01-000000060843312,WEB_SITE,10932,0,,,-10932.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060843313,WEB_SITE,33337,0,,,-33337.0,,band3,not_judged_no_bep,False
grp-a001-01-000000060843314,WEB_SITE,45198,67600,,,-5688.94,,band3,not_judged_no_bep,False
grp-a001-01-000000060843406,WEB_SITE,12938,0,,,-12938.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060843407,WEB_SITE,10955,32800,,,8215.08,,band1,not_judged_no_bep,False
grp-a001-01-000000060843408,WEB_SITE,13871,66600,,,25053.61,,band1,not_judged_no_bep,False
grp-a001-01-000000060843409,WEB_SITE,16866,0,,,-16866.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060843410,WEB_SITE,30315,99400,,,27779.68,,band1,not_judged_no_bep,False
grp-a001-01-000000060858091,WEB_SITE,31179,49700,,,-2131.66,,band3,not_judged_no_bep,False
grp-a001-01-000000060858092,WEB_SITE,24631,36400,,,-3356.89,,band3,not_judged_no_bep,False
grp-a001-01-000000060865149,WEB_SITE,6669,0,,,-6669.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000060866006,WEB_SITE,73210,101200,,,-14063.3,,band3,not_judged_no_bep,False
grp-a001-01-000000060868357,WEB_SITE,82557,97300,,,-25689.67,,band3,not_judged_no_bep,False
grp-a001-01-000000060868358,WEB_SITE,43125,47540,,,-15340.08,,band3,not_judged_no_bep,False
grp-a001-01-000000060868899,WEB_SITE,19347,111200,,,45644.23,,band1,not_judged_no_bep,False
grp-a001-01-000000061108461,WEB_SITE,36480,152200,,,52473.83,,band1,not_judged_no_bep,False
grp-a001-01-000000061871554,WEB_SITE,7055,12900,,,484.45,,band2,not_judged_no_bep,False
grp-a001-01-000000061883424,WEB_SITE,3238,0,,,-3238.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883426,WEB_SITE,3518,0,,,-3518.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883430,WEB_SITE,7560,0,,,-7560.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883437,WEB_SITE,1885,0,,,-1885.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883438,WEB_SITE,17660,16900,,,-7782.74,,band3,not_judged_no_bep,False
grp-a001-01-000000061883745,WEB_SITE,6210,0,,,-6210.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883746,WEB_SITE,17660,0,,,-17660.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883792,WEB_SITE,15760,33800,,,3994.53,,band1,not_judged_no_bep,False
grp-a001-01-000000061883886,WEB_SITE,2240,0,,,-2240.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883887,WEB_SITE,2351,0,,,-2351.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883888,WEB_SITE,9970,0,,,-9970.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883889,WEB_SITE,2708,0,,,-2708.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883890,WEB_SITE,7250,16900,,,2627.26,,band1,not_judged_no_bep,False
grp-a001-01-000000061883891,WEB_SITE,670,0,,,-670.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883892,WEB_SITE,6370,16900,,,3507.26,,band1,not_judged_no_bep,False
grp-a001-01-000000061883893,WEB_SITE,1858,0,,,-1858.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883895,WEB_SITE,7150,0,,,-7150.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883896,WEB_SITE,2210,0,,,-2210.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883897,WEB_SITE,5176,0,,,-5176.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883898,WEB_SITE,1168,0,,,-1168.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883899,WEB_SITE,3690,0,,,-3690.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883900,WEB_SITE,2810,0,,,-2810.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883901,WEB_SITE,6190,33800,,,13564.53,,band1,not_judged_no_bep,False
grp-a001-01-000000061883902,WEB_SITE,1860,0,,,-1860.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883903,WEB_SITE,840,0,,,-840.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061883904,WEB_SITE,3330,0,,,-3330.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924085,WEB_SITE,860,0,,,-860.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924086,WEB_SITE,3780,0,,,-3780.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924087,WEB_SITE,815,0,,,-815.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924088,WEB_SITE,490,0,,,-490.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924089,WEB_SITE,470,0,,,-470.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924090,WEB_SITE,2800,0,,,-2800.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924091,WEB_SITE,0,0,,,0.0,,excluded_cost0,not_judged_no_bep,False
grp-a001-01-000000061924092,WEB_SITE,500,0,,,-500.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924093,WEB_SITE,500,0,,,-500.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924094,WEB_SITE,0,0,,,0.0,,excluded_cost0,not_judged_no_bep,False
grp-a001-01-000000061924107,WEB_SITE,3250,0,,,-3250.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924108,WEB_SITE,5960,0,,,-5960.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924109,WEB_SITE,920,0,,,-920.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924110,WEB_SITE,4660,12800,,,2821.01,,band1,not_judged_no_bep,False
grp-a001-01-000000061924111,WEB_SITE,4430,0,,,-4430.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924112,WEB_SITE,0,0,,,0.0,,excluded_cost0,not_judged_no_bep,False
grp-a001-01-000000061924113,WEB_SITE,4690,0,,,-4690.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924114,WEB_SITE,11320,0,,,-11320.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924115,WEB_SITE,4650,0,,,-4650.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924116,WEB_SITE,8626,0,,,-8626.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924149,WEB_SITE,0,0,,,0.0,,excluded_cost0,not_judged_no_bep,False
grp-a001-01-000000061924150,WEB_SITE,0,0,,,0.0,,excluded_cost0,not_judged_no_bep,False
grp-a001-01-000000061924151,WEB_SITE,385,0,,,-385.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924152,WEB_SITE,50520,41700,,,-26148.29,,band3,not_judged_no_bep,False
grp-a001-01-000000061924153,WEB_SITE,15010,0,,,-15010.0,,band3,not_judged_no_bep,False
grp-a001-01-000000061924154,WEB_SITE,5490,0,,,-5490.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924155,WEB_SITE,37160,80100,,,9654.73,,band1,not_judged_no_bep,False
grp-a001-01-000000061924156,WEB_SITE,39162,55500,,,-6724.83,,band3,not_judged_no_bep,False
grp-a001-01-000000061924157,WEB_SITE,11820,0,,,-11820.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924158,WEB_SITE,61490,53200,,,-30397.07,,band3,not_judged_no_bep,False
grp-a001-01-000000061924189,WEB_SITE,12470,41200,,,11609.49,,band1,not_judged_no_bep,False
grp-a001-01-000000061924190,WEB_SITE,12550,0,,,-12550.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924191,WEB_SITE,15080,0,,,-15080.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924192,WEB_SITE,56754,12900,,,-49214.55,,band3,not_judged_no_bep,False
grp-a001-01-000000061924193,WEB_SITE,7660,0,,,-7660.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924194,WEB_SITE,0,0,,,0.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000061924195,WEB_SITE,0,0,,,0.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000062965454,WEB_SITE,1361255,2625000,,,172935.53,,band2,not_judged_no_bep,False
grp-a001-01-000000062965457,WEB_SITE,1405838,3264100,,,501876.79,,band1,not_judged_no_bep,False
grp-a001-01-000000062965459,WEB_SITE,299946,760200,,,144355.58,,band1,not_judged_no_bep,False
grp-a001-01-000000067675781,WEB_SITE,811579,281600,,,-646996.88,,band3,not_judged_no_bep,False
grp-a001-01-000000070094275,WEB_SITE,40718,0,,,-40718.0,,band3,not_judged_no_bep,False
grp-a001-01-000000070102294,WEB_SITE,0,0,,,0.0,,excluded_cost0,not_judged_no_bep,False
grp-a001-01-000000070109481,WEB_SITE,67142,0,,,-67142.0,,band3,not_judged_no_bep,False
grp-a001-01-000000070110695,WEB_SITE,62560,0,,,-62560.0,,band3,not_judged_no_bep,False
grp-a001-01-000000070110703,WEB_SITE,4388,0,,,-4388.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000070111139,WEB_SITE,14993,0,,,-14993.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000070111142,WEB_SITE,1721,0,,,-1721.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-01-000000070136001,WEB_SITE,88012,242900,,,53951.76,,band1,not_judged_no_bep,False
grp-a001-01-000000070512941,WEB_SITE,380783,737620,,,50321.62,,band2,not_judged_no_bep,False
grp-a001-01-000000070513016,WEB_SITE,101592,248000,,,43352.48,,band1,not_judged_no_bep,False
grp-a001-01-000000070513065,WEB_SITE,57689,94800,,,-2282.8,,band3,not_judged_no_bep,False
grp-a001-01-000000071340947,WEB_SITE,19652,44500,,,6356.18,,band1,not_judged_no_bep,False
grp-a001-01-000000071340962,WEB_SITE,90779,13800,,,-82713.54,,band3,not_judged_no_bep,False
grp-a001-01-000000071340970,WEB_SITE,816,0,,,-816.0,,band4_unjudgeable,not_judged_no_bep,False
grp-a001-02-000000043610882,SHOPPING,875831,1304430,1.4204,33,-113452.27,42522.98,band3,band2,True
grp-a001-02-000000043610925,SHOPPING,601543,952480,1.4264,34,-44862.7,66207.98,band3,band2,True
grp-a001-02-000000043610930,SHOPPING,1460976,2356760,1.2234,122,-83559.28,465425.83,band3,band1,True
grp-a001-02-000000043615764,SHOPPING,167656,225120,1.4204,15,-36083.82,-9165.43,band3,band3,False
grp-a001-02-000000043624035,SHOPPING,226800,434290,,,27022.33,,band2,not_judged_no_bep,False
grp-a001-02-000000043624057,SHOPPING,356630,640320,,,17607.29,,band2,not_judged_no_bep,False
grp-a001-02-000000043624087,SHOPPING,117630,474840,,,159891.92,,band1,not_judged_no_bep,False
grp-a001-02-000000043624094,SHOPPING,592490,1204520,,,111495.97,,band2,not_judged_no_bep,False
grp-a001-02-000000044103604,SHOPPING,26050,35800,,,-5126.56,,band3,not_judged_no_bep,False
grp-a001-02-000000044108257,SHOPPING,2618758,5992370,1.5005,4,883503.84,1374824.14,band1,band1,False
grp-a001-02-000000044108615,SHOPPING,1389874,3270920,1.4204,6,521826.76,912942.11,band1,band1,False
grp-a001-02-000000044108616,SHOPPING,2413146,4635080,1.5021,1,295842.9,672587.31,band2,band1,True
grp-a001-02-000000044299892,SHOPPING,1487121,3304460,1.5002,1,444182.33,715558.64,band1,band1,False
grp-a001-02-000000044299955,SHOPPING,614282,971210,1.4604,1,-46654.88,50748.13,band3,band2,True
grp-a001-02-000000044299975,SHOPPING,220709,277120,1.5106,1,-58745.24,-37258.72,band3,band3,False
grp-a001-02-000000044300022,SHOPPING,819583,2430690,1.4323,3,601042.37,877470.69,band1,band1,False
grp-a001-02-000000044300024,SHOPPING,1355663,3586630,1.4293,2,740555.59,1153698.23,band1,band1,False
grp-a001-02-000000044300027,SHOPPING,907679,2296130,1.4642,2,434302.3,660501.58,band1,band1,False
grp-a001-02-000000044300450,SHOPPING,337705,489900,1.5022,1,-51381.21,-11583.31,band3,band3,False
grp-a001-02-000000044300513,SHOPPING,256087,330810,1.4814,1,-62743.93,-32777.97,band3,band3,False
grp-a001-02-000000044490481,SHOPPING,4374451,9868330,1.556,7,1393129.36,1967663.4,band1,band1,False
grp-a001-02-000000044490484,SHOPPING,3008410,5761400,1.5379,8,358860.6,737867.39,band2,band1,True
grp-a001-02-000000044565865,SHOPPING,25563,42600,,,-665.28,,band3,not_judged_no_bep,False
grp-a001-02-000000044601438,SHOPPING,2520924,4964570,1.5001,4,380636.49,788568.7,band2,band1,True
grp-a001-02-000000044601555,SHOPPING,1559592,3667760,1.4916,4,584043.3,899351.42,band1,band1,False
grp-a001-02-000000044603941,SHOPPING,691058,1244010,1.5366,3,36008.04,118528.1,band2,band2,False
grp-a001-02-000000044603942,SHOPPING,940874,2050300,1.4566,3,257431.08,466719.02,band1,band1,False
grp-a001-02-000000044628749,SHOPPING,514875,1162660,1.5125,5,164645.75,253825.83,band1,band1,False
grp-a001-02-000000044629990,SHOPPING,1404888,2333600,,,-41007.23,,band3,not_judged_no_bep,False
grp-a001-02-000000044629993,SHOPPING,1128973,2531950,,,350834.13,,band1,not_judged_no_bep,False
grp-a001-02-000000044743916,SHOPPING,274697,489230,1.5035,5,11235.2,50697.08,band2,band2,False
grp-a001-02-000000044743917,SHOPPING,154853,224960,1.5939,4,-23374.33,-13714.91,band3,band3,False
grp-a001-02-000000044743918,SHOPPING,374408,444200,1.5035,5,-114793.74,-78964.04,band3,band3,False
grp-a001-02-000000044743919,SHOPPING,111189,236900,1.5035,6,27268.04,46376.68,band1,band1,False
grp-a001-02-000000044744110,SHOPPING,613739,647010,1.5939,3,-235591.72,-207810.15,band3,band3,False
grp-a001-02-000000044744111,SHOPPING,570392,648720,1.5818,2,-191245.3,-160276.94,band3,band3,False
grp-a001-02-000000044744526,SHOPPING,368344,438920,1.5939,1,-111815.65,-92969.13,band3,band3,False
