adgroup_id,campaign_id,campaign_type,cost,conv_amt,conv_cnt,clk,n_days,band,roas,aov_used,aov_layer
grp-a001-01-000000031116306,cmp-a001-01-000000006006664,WEB_SITE,548772,8264340,405,2188,358,band1,15.059696923312414,20405.777777777777,adgroup
grp-a001-01-000000031175118,cmp-a001-01-000000005930052,WEB_SITE,312020,802250,44,497,192,band1,2.571149285302224,18232.954545454544,adgroup
grp-a001-01-000000031176101,cmp-a001-01-000000005930052,WEB_SITE,218882,610750,31,368,192,band1,2.790316243455378,19701.612903225807,adgroup
grp-a001-01-000000031176229,cmp-a001-01-000000005930052,WEB_SITE,133640,318510,19,282,192,band1,2.383343310386112,16763.684210526317,adgroup
grp-a001-01-000000031185769,cmp-a001-01-000000005314376,WEB_SITE,82090,308100,18,163,192,band1,3.7531977098306735,17116.666666666668,adgroup
grp-a001-01-000000031185770,cmp-a001-01-000000005314376,WEB_SITE,20670,35910,2,46,192,band2,1.737300435413643,17955.0,adgroup
grp-a001-01-000000031185773,cmp-a001-01-000000005314376,WEB_SITE,21620,115300,6,44,192,band1,5.333024976873266,19216.666666666668,adgroup
grp-a001-01-000000031186688,cmp-a001-01-000000005930052,WEB_SITE,40180,130410,6,45,192,band1,3.245644599303136,21735.0,adgroup
grp-a001-01-000000032245671,cmp-a001-01-000000005930052,WEB_SITE,690520,1496530,91,840,192,band1,2.167250767537508,16445.384615384617,adgroup
grp-a001-01-000000037423343,cmp-a001-01-000000005930052,WEB_SITE,235400,525600,26,464,192,band1,2.2327952421410364,20215.384615384617,adgroup
grp-a001-01-000000037423348,cmp-a001-01-000000005930052,WEB_SITE,478790,419020,23,562,193,band3,0.8751644771194051,18218.260869565216,adgroup
grp-a001-01-000000037423351,cmp-a001-01-000000005930052,WEB_SITE,134220,85530,5,447,141,band3,0.6372373714796603,17106.0,adgroup
grp-a001-01-000000037423354,cmp-a001-01-000000005930052,WEB_SITE,585524,1573150,79,987,192,band1,2.6867387160902028,19913.291139240508,adgroup
grp-a001-01-000000037423356,cmp-a001-01-000000005930052,WEB_SITE,553480,1022030,58,933,192,band2,1.8465527209655273,17621.206896551725,adgroup
grp-a001-01-000000037423624,cmp-a001-01-000000005314376,WEB_SITE,198842,452800,24,296,192,band1,2.2771849005743254,18866.666666666668,adgroup
grp-a001-01-000000037423628,cmp-a001-01-000000005314376,WEB_SITE,53120,285230,12,113,192,band1,5.369540662650603,23769.166666666668,adgroup
grp-a001-01-000000037423635,cmp-a001-01-000000005314376,WEB_SITE,238991,623130,27,313,193,band1,2.6073366779502156,23078.88888888889,adgroup
grp-a001-01-000000037423636,cmp-a001-01-000000005314376,WEB_SITE,214612,452830,24,312,192,band1,2.1099938493653663,18867.916666666668,adgroup
grp-a001-01-000000037840548,cmp-a001-01-000000005930052,WEB_SITE,178757,361100,19,175,193,band2,2.0200607528656223,19005.263157894737,adgroup
grp-a001-01-000000037842041,cmp-a001-01-000000005314376,WEB_SITE,32651,73600,4,37,191,band1,2.2541422927322285,18400.0,adgroup
grp-a001-01-000000038737184,cmp-a001-01-000000005930052,WEB_SITE,165270,439200,20,146,192,band1,2.6574695952078415,21960.0,adgroup
grp-a001-01-000000038737213,cmp-a001-01-000000005930052,WEB_SITE,129300,516250,28,157,192,band1,3.9926527455529777,18437.5,adgroup
grp-a001-01-000000038737226,cmp-a001-01-000000005930052,WEB_SITE,76090,63600,4,92,45,band3,0.8358522801945065,15900.0,adgroup
grp-a001-01-000000038769329,cmp-a001-01-000000005314376,WEB_SITE,20740,37800,2,24,192,band2,1.8225650916104146,18900.0,adgroup
grp-a001-01-000000038769330,cmp-a001-01-000000005314376,WEB_SITE,40780,186900,7,43,192,band1,4.583128984796469,26700.0,adgroup
grp-a001-01-000000038769331,cmp-a001-01-000000005314376,WEB_SITE,54490,115510,6,77,192,band1,2.119838502477519,19251.666666666668,adgroup
grp-a001-01-000000038769333,cmp-a001-01-000000005314376,WEB_SITE,43680,64500,3,70,189,band3,1.4766483516483517,21500.0,adgroup
grp-a001-01-000000038934985,cmp-a001-01-000000005930052,WEB_SITE,485280,560500,29,638,192,band3,1.1550032970656117,19327.58620689655,adgroup
grp-a001-01-000000038934999,cmp-a001-01-000000005314376,WEB_SITE,131580,253810,15,197,192,band2,1.9289405684754521,16920.666666666668,adgroup
grp-a001-01-000000038935115,cmp-a001-01-000000005314376,WEB_SITE,48410,111300,6,88,192,band1,2.2991117537698824,18550.0,adgroup
grp-a001-01-000000040080458,cmp-a001-01-000000005314376,WEB_SITE,145072,425710,26,186,192,band1,2.9344739164001323,16373.461538461539,adgroup
grp-a001-01-000000040080459,cmp-a001-01-000000005930052,WEB_SITE,164810,618540,38,365,192,band1,3.753048965475396,16277.368421052632,adgroup
grp-a001-01-000000040173278,cmp-a001-01-000000005930052,WEB_SITE,827484,1425700,74,720,192,band2,1.7229336156348642,19266.216216216217,adgroup
grp-a001-01-000000040173279,cmp-a001-01-000000005930052,WEB_SITE,205340,552200,27,278,192,band1,2.689198402649265,20451.85185185185,adgroup
grp-a001-01-000000040173283,cmp-a001-01-000000005930052,WEB_SITE,166856,306200,17,317,192,band2,1.8351153090089658,18011.764705882353,adgroup
grp-a001-01-000000040173285,cmp-a001-01-000000005314376,WEB_SITE,105050,166100,9,118,192,band3,1.581151832460733,18455.555555555555,adgroup
grp-a001-01-000000040173291,cmp-a001-01-000000005314376,WEB_SITE,71250,139300,7,95,192,band2,1.9550877192982457,19900.0,adgroup
grp-a001-01-000000040173293,cmp-a001-01-000000005314376,WEB_SITE,77661,178900,8,106,192,band1,2.3036015503277065,22362.5,adgroup
grp-a001-01-000000040189692,cmp-a001-01-000000005930052,WEB_SITE,185370,439840,25,336,192,band1,2.3727679775583965,17593.6,adgroup
grp-a001-01-000000040189693,cmp-a001-01-000000005930052,WEB_SITE,426247,1330020,79,646,194,band1,3.12030348600694,16835.696202531646,adgroup
grp-a001-01-000000040189696,cmp-a001-01-000000005314376,WEB_SITE,168200,378030,21,296,192,band1,2.2475029726516054,18001.428571428572,adgroup
grp-a001-01-000000040211251,cmp-a001-01-000000005930052,WEB_SITE,70020,157410,10,133,190,band1,2.2480719794344473,15741.0,adgroup
grp-a001-01-000000040284140,cmp-a001-01-000000005930052,WEB_SITE,105290,253600,13,180,192,band1,2.4085858106182925,19507.69230769231,adgroup
grp-a001-01-000000040284151,cmp-a001-01-000000005314376,WEB_SITE,27920,85500,4,42,192,band1,3.062320916905444,21375.0,adgroup
grp-a001-01-000000042724551,cmp-a001-01-000000005930052,WEB_SITE,35360,79500,5,125,192,band1,2.2483031674208145,15900.0,adgroup
grp-a001-01-000000042969517,cmp-a001-01-000000005930052,WEB_SITE,132360,165900,15,379,192,band3,1.2533998186763373,11060.0,adgroup
grp-a001-01-000000042969832,cmp-a001-01-000000005314376,WEB_SITE,34664,0,0,96,191,band3,0.0,19085.79598145286,campaign
grp-a001-01-000000043502507,cmp-a001-01-000000005930052,WEB_SITE,203170,407780,24,354,192,band2,2.00708766057981,16990.833333333332,adgroup
grp-a001-01-000000043935093,cmp-a001-01-000000006006664,WEB_SITE,42250,298200,18,126,334,band1,7.057988165680474,16566.666666666668,adgroup
grp-a001-01-000000044377702,cmp-a001-01-000000005930052,WEB_SITE,10820,15900,1,28,191,band3,1.4695009242144177,15900.0,adgroup
grp-a001-01-000000044378320,cmp-a001-01-000000005314376,WEB_SITE,6720,15900,1,18,178,band1,2.3660714285714284,15900.0,adgroup
grp-a001-01-000000044807690,cmp-a001-01-000000005930052,WEB_SITE,1298350,2997920,160,1052,193,band1,2.3090229907189896,18737.0,adgroup
grp-a001-01-000000044807691,cmp-a001-01-000000005930052,WEB_SITE,61070,205900,13,122,192,band1,3.3715408547568364,15838.461538461539,adgroup
grp-a001-01-000000044808405,cmp-a001-01-000000005930052,WEB_SITE,204050,822800,41,303,192,band1,4.032345013477089,20068.29268292683,adgroup
grp-a001-01-000000044808498,cmp-a001-01-000000005314376,WEB_SITE,190453,500100,24,203,192,band1,2.62584469659181,20837.5,adgroup
grp-a001-01-000000044808499,cmp-a001-01-000000005314376,WEB_SITE,49740,113300,5,66,192,band1,2.277844792923201,22660.0,adgroup
grp-a001-01-000000044808500,cmp-a001-01-000000005314376,WEB_SITE,23860,111300,6,44,189,band1,4.664710813076279,18550.0,adgroup
grp-a001-01-000000045692018,cmp-a001-01-000000005930052,WEB_SITE,28670,132120,8,75,192,band1,4.608301360306941,16515.0,adgroup
grp-a001-01-000000045694026,cmp-a001-01-000000005314376,WEB_SITE,10980,19800,1,30,190,band2,1.8032786885245902,19800.0,adgroup
grp-a001-01-000000045800955,cmp-a001-01-000000005930052,WEB_SITE,515720,2101990,122,1023,192,band1,4.075835724811913,17229.426229508197,adgroup
grp-a001-01-000000045802263,cmp-a001-01-000000005314376,WEB_SITE,161220,459000,25,301,193,band1,2.8470413100111647,18360.0,adgroup
grp-a001-01-000000045920162,cmp-a001-01-000000005930052,WEB_SITE,135660,545410,31,287,192,band1,4.020418693793307,17593.870967741936,adgroup
grp-a001-01-000000046127917,cmp-a001-01-000000005930052,WEB_SITE,66800,79500,5,164,192,band3,1.1901197604790419,15900.0,adgroup
grp-a001-01-000000046132066,cmp-a001-01-000000005314376,WEB_SITE,15749,47700,3,33,192,band1,3.0287637310305415,15900.0,adgroup
grp-a001-01-000000046416698,cmp-a001-01-000000008790976,WEB_SITE,34301,111000,7,89,357,band1,3.236057257805895,15857.142857142857,adgroup
grp-a001-01-000000046416699,cmp-a001-01-000000008790976,WEB_SITE,179552,291800,16,345,357,band3,1.625155943682053,18237.5,adgroup
grp-a001-01-000000046416701,cmp-a001-01-000000008790976,WEB_SITE,69647,92120,5,158,357,band3,1.322670036038882,18424.0,adgroup
grp-a001-01-000000046416702,cmp-a001-01-000000008790976,WEB_SITE,31243,75100,2,76,357,band1,2.40373843740998,37550.0,adgroup
grp-a001-01-000000046436514,cmp-a001-01-000000005930052,WEB_SITE,3720,44310,2,11,161,band1,11.911290322580646,22155.0,adgroup
grp-a001-01-000000046475854,cmp-a001-01-000000005930052,WEB_SITE,135600,461420,28,206,192,band1,3.402802359882006,16479.285714285714,adgroup
grp-a001-01-000000046477597,cmp-a001-01-000000005314376,WEB_SITE,29350,95400,5,54,191,band1,3.250425894378194,19080.0,adgroup
grp-a001-01-000000046478478,cmp-a001-01-000000005930052,WEB_SITE,7040,15900,1,19,178,band1,2.258522727272727,15900.0,adgroup
grp-a001-01-000000046480952,cmp-a001-01-000000005314376,WEB_SITE,4900,31800,1,13,177,band1,6.489795918367347,31800.0,adgroup
grp-a001-01-000000046483564,cmp-a001-01-000000005314376,WEB_SITE,84070,302610,17,155,192,band1,3.5995004163197337,17800.58823529412,adgroup
grp-a001-01-000000046507364,cmp-a001-01-000000005930052,WEB_SITE,99230,124020,8,245,192,band3,1.2498236420437367,15502.5,adgroup
grp-a001-01-000000046578743,cmp-a001-01-000000005930052,WEB_SITE,140190,557500,34,323,192,band1,3.976745844924745,16397.058823529413,adgroup
grp-a001-01-000000046579761,cmp-a001-01-000000005930052,WEB_SITE,73244,220210,14,186,192,band1,3.0065261318333243,15729.285714285714,adgroup
grp-a001-01-000000046581751,cmp-a001-01-000000005930052,WEB_SITE,73460,317400,18,151,192,band1,4.320718758508032,17633.333333333332,adgroup
grp-a001-01-000000046583926,cmp-a001-01-000000005930052,WEB_SITE,46130,172720,11,127,192,band1,3.7442011706048124,15701.818181818182,adgroup
grp-a001-01-000000046584475,cmp-a001-01-000000005930052,WEB_SITE,27820,205110,12,84,192,band1,7.372753414809489,17092.5,adgroup
grp-a001-01-000000046585858,cmp-a001-01-000000005930052,WEB_SITE,20580,47700,3,62,192,band1,2.317784256559767,15900.0,adgroup
grp-a001-01-000000046588417,cmp-a001-01-000000005314376,WEB_SITE,26630,209700,13,68,192,band1,7.874577544123169,16130.76923076923,adgroup
grp-a001-01-000000046645092,cmp-a001-01-000000005930052,WEB_SITE,232770,698930,42,416,192,band1,3.0026635734845555,16641.190476190477,adgroup
grp-a001-01-000000046646662,cmp-a001-01-000000005930052,WEB_SITE,82739,283710,17,171,192,band1,3.428975452930299,16688.823529411766,adgroup
grp-a001-01-000000046646763,cmp-a001-01-000000005930052,WEB_SITE,102720,156000,7,190,192,band3,1.5186915887850467,22285.714285714286,adgroup
grp-a001-01-000000046742693,cmp-a001-01-000000005930052,WEB_SITE,126560,324510,20,218,192,band1,2.5640802781289507,16225.5,adgroup
grp-a001-01-000000046807499,cmp-a001-01-000000005930052,WEB_SITE,31180,47700,3,57,191,band3,1.5298268120590122,15900.0,adgroup
grp-a001-01-000000046834534,cmp-a001-01-000000005930052,WEB_SITE,8640,46900,3,23,189,band1,5.4282407407407405,15633.333333333334,adgroup
grp-a001-01-000000046835241,cmp-a001-01-000000005930052,WEB_SITE,17941,31800,2,48,192,band2,1.7724764505880386,15900.0,adgroup
grp-a001-01-000000046835750,cmp-a001-01-000000005930052,WEB_SITE,84190,221800,14,226,192,band1,2.6345171635586175,15842.857142857143,adgroup
grp-a001-01-000000046837921,cmp-a001-01-000000005314376,WEB_SITE,20640,31800,2,48,189,band3,1.5406976744186047,15900.0,adgroup
grp-a001-01-000000046838157,cmp-a001-01-000000005314376,WEB_SITE,11780,0,0,30,191,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000046838297,cmp-a001-01-000000005314376,WEB_SITE,7870,0,0,22,190,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000046838896,cmp-a001-01-000000005314376,WEB_SITE,540,0,0,2,86,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000046839132,cmp-a001-01-000000005314376,WEB_SITE,14370,79500,4,38,191,band1,5.532359081419624,19875.0,adgroup
grp-a001-01-000000046839232,cmp-a001-01-000000005314376,WEB_SITE,12630,47700,3,40,190,band1,3.776722090261283,15900.0,adgroup
grp-a001-01-000000046904555,cmp-a001-01-000000005930052,WEB_SITE,27560,101510,4,64,192,band1,3.6832365747460085,25377.5,adgroup
grp-a001-01-000000046904979,cmp-a001-01-000000005930052,WEB_SITE,39190,131510,8,96,193,band1,3.355702985455473,16438.75,adgroup
grp-a001-01-000000046939750,cmp-a001-01-000000005930052,WEB_SITE,24310,92900,4,52,190,band1,3.8214726450020566,23225.0,adgroup
grp-a001-01-000000046939809,cmp-a001-01-000000005930052,WEB_SITE,11880,83500,5,28,192,band1,7.0286195286195285,16700.0,adgroup
grp-a001-01-000000046954263,cmp-a001-01-000000005930052,WEB_SITE,179730,508700,31,385,192,band1,2.8303566460802316,16409.677419354837,adgroup
grp-a001-01-000000046954978,cmp-a001-01-000000005930052,WEB_SITE,118500,157410,10,183,192,band3,1.3283544303797468,15741.0,adgroup
grp-a001-01-000000046962945,cmp-a001-01-000000005930052,WEB_SITE,46690,192000,10,74,191,band1,4.112229599485971,19200.0,adgroup
grp-a001-01-000000046970779,cmp-a001-01-000000005930052,WEB_SITE,2090,0,0,3,188,band4_unjudgeable,,17822.94074074074,campaign
grp-a001-01-000000046970893,cmp-a001-01-000000005930052,WEB_SITE,15170,79500,5,33,192,band1,5.240606460118655,15900.0,adgroup
grp-a001-01-000000046971358,cmp-a001-01-000000005314376,WEB_SITE,26454,15900,1,66,192,band3,0.6010433204808346,15900.0,adgroup
grp-a001-01-000000046971480,cmp-a001-01-000000005314376,WEB_SITE,7070,31800,2,16,185,band1,4.497878359264498,15900.0,adgroup
grp-a001-01-000000046971678,cmp-a001-01-000000005314376,WEB_SITE,3410,61600,2,6,179,band1,18.06451612903226,30800.0,adgroup
grp-a001-01-000000046973844,cmp-a001-01-000000005930052,WEB_SITE,11390,33800,2,30,190,band1,2.967515364354697,16900.0,adgroup
grp-a001-01-000000046974236,cmp-a001-01-000000005930052,WEB_SITE,12080,16900,1,36,192,band3,1.3990066225165563,16900.0,adgroup
grp-a001-01-000000046975254,cmp-a001-01-000000005930052,WEB_SITE,2860,31800,1,9,190,band1,11.118881118881118,31800.0,adgroup
grp-a001-01-000000046975512,cmp-a001-01-000000005314376,WEB_SITE,2970,0,0,10,187,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000046975542,cmp-a001-01-000000005314376,WEB_SITE,2980,16900,1,8,187,band1,5.671140939597316,16900.0,adgroup
grp-a001-01-000000046975626,cmp-a001-01-000000005314376,WEB_SITE,3730,16900,1,10,167,band1,4.53083109919571,16900.0,adgroup
grp-a001-01-000000046975770,cmp-a001-01-000000005314376,WEB_SITE,990,0,0,3,161,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000046976107,cmp-a001-01-000000005314376,WEB_SITE,160,0,0,1,161,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000046976135,cmp-a001-01-000000005314376,WEB_SITE,1390,0,0,3,159,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000046976468,cmp-a001-01-000000005930052,WEB_SITE,20728,159820,8,53,192,band1,7.710343496719413,19977.5,adgroup
grp-a001-01-000000046977473,cmp-a001-01-000000005930052,WEB_SITE,3030,0,0,7,179,band4_unjudgeable,,17822.94074074074,campaign
grp-a001-01-000000046978005,cmp-a001-01-000000005314376,WEB_SITE,47210,111300,7,95,192,band1,2.357551366235967,15900.0,adgroup
grp-a001-01-000000046978099,cmp-a001-01-000000005314376,WEB_SITE,1670,0,0,4,182,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000046979820,cmp-a001-01-000000005314376,WEB_SITE,17700,111300,7,45,190,band1,6.288135593220339,15900.0,adgroup
grp-a001-01-000000046980388,cmp-a001-01-000000005314376,WEB_SITE,142136,541930,32,231,192,band1,3.8127567963077618,16935.3125,adgroup
grp-a001-01-000000046980878,cmp-a001-01-000000005314376,WEB_SITE,115740,206700,12,142,192,band2,1.7858994297563504,17225.0,adgroup
grp-a001-01-000000047003535,cmp-a001-01-000000005930052,WEB_SITE,104270,448140,30,242,192,band1,4.297880502541479,14938.0,adgroup
grp-a001-01-000000047003798,cmp-a001-01-000000005314376,WEB_SITE,13710,56500,4,33,190,band1,4.121079504011671,14125.0,adgroup
grp-a001-01-000000047075282,cmp-a001-01-000000005930052,WEB_SITE,29280,61600,4,90,192,band1,2.1038251366120218,15400.0,adgroup
grp-a001-01-000000047076625,cmp-a001-01-000000005930052,WEB_SITE,36510,106120,6,104,192,band1,2.906600931251712,17686.666666666668,adgroup
grp-a001-01-000000047162713,cmp-a001-01-000000005930052,WEB_SITE,48423,96930,5,113,192,band2,2.0017347128430703,19386.0,adgroup
grp-a001-01-000000047166586,cmp-a001-01-000000005314376,WEB_SITE,9988,33800,2,24,150,band1,3.384060873047657,16900.0,adgroup
grp-a001-01-000000047485469,cmp-a001-01-000000005930052,WEB_SITE,1105630,3382500,206,1724,194,band1,3.0593417327677432,16419.90291262136,adgroup
grp-a001-01-000000047485563,cmp-a001-01-000000005314376,WEB_SITE,272890,716100,41,438,193,band1,2.624134266554289,17465.853658536584,adgroup
grp-a001-01-000000047486489,cmp-a001-01-000000005930052,WEB_SITE,146480,244750,11,250,192,band3,1.6708765701802293,22250.0,adgroup
grp-a001-01-000000047486647,cmp-a001-01-000000005314376,WEB_SITE,61818,73600,4,107,192,band3,1.1905917370345207,18400.0,adgroup
grp-a001-01-000000047486686,cmp-a001-01-000000005930052,WEB_SITE,8100,0,0,16,192,band4_unjudgeable,,17822.94074074074,campaign
grp-a001-01-000000047487792,cmp-a001-01-000000005314376,WEB_SITE,790,0,0,2,189,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000047488792,cmp-a001-01-000000005930052,WEB_SITE,116510,465150,25,289,192,band1,3.99236117071496,18606.0,adgroup
grp-a001-01-000000047488926,cmp-a001-01-000000005314376,WEB_SITE,48669,144100,8,97,192,band1,2.9608169471326717,18012.5,adgroup
grp-a001-01-000000047489113,cmp-a001-01-000000005314376,WEB_SITE,10150,33800,2,26,188,band1,3.3300492610837438,16900.0,adgroup
grp-a001-01-000000048499536,cmp-a001-01-000000005930052,WEB_SITE,572000,1028700,53,1183,192,band2,1.7984265734265734,19409.43396226415,adgroup
grp-a001-01-000000048499741,cmp-a001-01-000000005314376,WEB_SITE,162770,275200,13,354,192,band3,1.690729249861768,21169.23076923077,adgroup
grp-a001-01-000000048564412,cmp-a001-01-000000009149812,WEB_SITE,327926,2067200,108,851,357,band1,6.303861236986394,19140.74074074074,adgroup
grp-a001-01-000000049350730,cmp-a001-01-000000005314376,WEB_SITE,3910,0,0,10,166,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000049350994,cmp-a001-01-000000005930052,WEB_SITE,18010,31800,2,45,192,band2,1.7656857301499167,15900.0,adgroup
grp-a001-01-000000049354066,cmp-a001-01-000000005930052,WEB_SITE,2130,0,0,9,189,band4_unjudgeable,,17822.94074074074,campaign
grp-a001-01-000000049354073,cmp-a001-01-000000005314376,WEB_SITE,1030,0,0,2,149,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000049549995,cmp-a001-01-000000005930052,WEB_SITE,60530,110500,7,138,192,band2,1.8255410540227985,15785.714285714286,adgroup
grp-a001-01-000000049863305,cmp-a001-01-000000005930052,WEB_SITE,488530,1088630,61,791,192,band1,2.228379014594805,17846.39344262295,adgroup
grp-a001-01-000000049864292,cmp-a001-01-000000005930052,WEB_SITE,85470,348550,20,202,192,band1,4.078039078039078,17427.5,adgroup
grp-a001-01-000000049865057,cmp-a001-01-000000005930052,WEB_SITE,28280,114400,7,73,192,band1,4.045261669024045,16342.857142857143,adgroup
grp-a001-01-000000049865502,cmp-a001-01-000000005930052,WEB_SITE,136940,89280,13,301,192,band3,0.6519643639550168,6867.692307692308,adgroup
grp-a001-01-000000049866750,cmp-a001-01-000000005930052,WEB_SITE,148480,185200,21,375,192,band3,1.2473060344827587,8819.047619047618,adgroup
grp-a001-01-000000050212614,cmp-a001-01-000000005930052,WEB_SITE,113840,349920,23,167,192,band1,3.073787772312017,15213.91304347826,adgroup
grp-a001-01-000000050221991,cmp-a001-01-000000005314376,WEB_SITE,27810,47700,3,44,192,band2,1.715210355987055,15900.0,adgroup
grp-a001-01-000000050397977,cmp-a001-01-000000005930052,WEB_SITE,55530,375700,22,118,192,band1,6.765712227624707,17077.272727272728,adgroup
grp-a001-01-000000050409988,cmp-a001-01-000000005314376,WEB_SITE,6790,0,0,18,188,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000051955092,cmp-a001-01-000000005930052,WEB_SITE,22606,47700,3,40,192,band1,2.110059276298328,15900.0,adgroup
grp-a001-01-000000052182861,cmp-a001-01-000000005930052,WEB_SITE,1581083,3491890,194,1950,192,band1,2.208543131511755,17999.432989690722,adgroup
grp-a001-01-000000052225586,cmp-a001-01-000000005314376,WEB_SITE,357459,618920,31,432,192,band2,1.7314433263674995,19965.16129032258,adgroup
grp-a001-01-000000052260531,cmp-a001-01-000000005930052,WEB_SITE,1901329,3860030,204,2743,192,band2,2.0301746830769427,18921.71568627451,adgroup
grp-a001-01-000000052263060,cmp-a001-01-000000005314376,WEB_SITE,336107,1014920,54,706,192,band1,3.019633628576614,18794.814814814814,adgroup
grp-a001-01-000000052822167,cmp-a001-01-000000005930052,WEB_SITE,210830,127360,8,476,189,band3,0.604088602191339,15920.0,adgroup
grp-a001-01-000000052822210,cmp-a001-01-000000005930052,WEB_SITE,324970,290400,20,903,188,band3,0.8936209496261194,14520.0,adgroup
grp-a001-01-000000053177765,cmp-a001-01-000000005930052,WEB_SITE,144790,106170,7,466,179,band3,0.7332688721596795,15167.142857142857,adgroup
grp-a001-01-000000053180338,cmp-a001-01-000000005314376,WEB_SITE,94340,15500,1,213,179,band3,0.16429934280262878,15500.0,adgroup
grp-a001-01-000000053266390,cmp-a001-01-000000005930052,WEB_SITE,35438,0,0,99,177,band3,0.0,17822.94074074074,campaign
grp-a001-01-000000053273491,cmp-a001-01-000000005314376,WEB_SITE,1350,0,0,7,177,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000054203750,cmp-a001-01-000000005930052,WEB_SITE,410702,555370,24,935,82,band3,1.3522456671747398,23140.416666666668,adgroup
grp-a001-01-000000054212536,cmp-a001-01-000000005314376,WEB_SITE,119519,87020,4,249,82,band3,0.7280850743396448,21755.0,adgroup
grp-a001-01-000000054403622,cmp-a001-01-000000005930052,WEB_SITE,39210,47600,2,156,43,band3,1.213976026523846,23800.0,adgroup
grp-a001-01-000000054405090,cmp-a001-01-000000005314376,WEB_SITE,11270,0,0,37,144,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000054618773,cmp-a001-01-000000005314376,WEB_SITE,84703,63510,1,271,141,band3,0.7497963472368157,63510.0,adgroup
grp-a001-01-000000054664266,cmp-a001-01-000000005930052,WEB_SITE,0,0,0,0,1,excluded_cost0,,17822.94074074074,campaign
grp-a001-01-000000054666555,cmp-a001-01-000000005930052,WEB_SITE,410460,1113290,56,456,140,band1,2.712298396920528,19880.178571428572,adgroup
grp-a001-01-000000054666566,cmp-a001-01-000000005930052,WEB_SITE,982310,2145410,110,1233,140,band1,2.1840457696653806,19503.727272727272,adgroup
grp-a001-01-000000054671417,cmp-a001-01-000000005314376,WEB_SITE,400098,810920,41,449,140,band2,2.026803433158876,19778.536585365855,adgroup
grp-a001-01-000000054671419,cmp-a001-01-000000005314376,WEB_SITE,95030,296210,13,136,140,band1,3.117015679259181,22785.384615384617,adgroup
grp-a001-01-000000055142639,cmp-a001-01-000000005930052,WEB_SITE,186005,679200,38,275,128,band1,3.6515147442273057,17873.684210526317,adgroup
grp-a001-01-000000055151707,cmp-a001-01-000000005314376,WEB_SITE,90800,344100,17,144,128,band1,3.789647577092511,20241.176470588234,adgroup
grp-a001-01-000000056068060,cmp-a001-01-000000005930052,WEB_SITE,99870,0,0,197,8,band3,0.0,17822.94074074074,campaign
grp-a001-01-000000056068629,cmp-a001-01-000000005314376,WEB_SITE,18040,0,0,36,86,band4_unjudgeable,,19085.79598145286,campaign
grp-a001-01-000000058445222,cmp-a001-01-000000005930052,WEB_SITE,52700,0,0,83,58,band3,0.0,17822.94074074074,campaign
grp-a001-01-000000058445534,cmp-a001-01-000000005314376,WEB_SITE,19460,30510,1,28,58,band3,1.5678314491264131,30510.0,adgroup
grp-a001-01-000000059039599,cmp-a001-01-000000005314376,WEB_SITE,4670,15900,1,6,45,band1,3.404710920770878,15900.0,adgroup
grp-a001-01-000000059040364,cmp-a001-01-000000005930052,WEB_SITE,13020,0,0,16,44,band4_unjudgeable,,17822.94074074074,campaign
grp-a001-01-000000060480003,cmp-a001-01-000000010206612,WEB_SITE,270117,760100,42,341,168,band1,2.813965800005183,18097.619047619046,adgroup
grp-a001-01-000000060480311,cmp-a001-01-000000010206612,WEB_SITE,273471,642800,38,271,168,band1,2.350523455869178,16915.78947368421,adgroup
grp-a001-01-000000060480313,cmp-a001-01-000000010206612,WEB_SITE,781355,1860500,112,774,169,band1,2.3811199774750276,16611.60714285714,adgroup
grp-a001-01-000000060480315,cmp-a001-01-000000010206612,WEB_SITE,321674,759100,47,294,168,band1,2.3598425735371835,16151.063829787234,adgroup
grp-a001-01-000000060480386,cmp-a001-01-000000010206612,WEB_SITE,388490,914100,50,315,168,band1,2.3529563180519446,18282.0,adgroup
grp-a001-01-000000060480649,cmp-a001-01-000000010206612,WEB_SITE,130651,349640,21,136,166,band1,2.676137189918179,16649.52380952381,adgroup
grp-a001-01-000000060480724,cmp-a001-01-000000010206612,WEB_SITE,677211,1256800,77,573,168,band2,1.8558469959879564,16322.077922077922,adgroup
grp-a001-01-000000060480725,cmp-a001-01-000000010206612,WEB_SITE,397240,791840,47,355,168,band2,1.9933541435907765,16847.659574468085,adgroup
