adgroup_id,campaign_id,campaign_type,cost,conv_amt,conv_cnt,clk,n_days,band,roas,aov_used,aov_layer
grp-a001-02-000000055116677,cmp-a001-02-000000008339814,SHOPPING,378484,884190,38,1159,293,band1,2.3361357415372908,23268.157894736843,adgroup
grp-a001-02-000000055116682,cmp-a001-02-000000008339814,SHOPPING,312656,470750,24,1326,293,band3,1.50564838032854,19614.583333333332,adgroup
grp-a001-02-000000055116686,cmp-a001-02-000000008339814,SHOPPING,348639,545300,36,1092,293,band3,1.564082044751161,15147.222222222223,adgroup
grp-a001-02-000000055386434,cmp-a001-02-000000009577882,SHOPPING,30109,9700,1,100,201,band3,0.32216280846258594,9700.0,adgroup
grp-a001-02-000000056537604,cmp-a001-02-000000008425541,SHOPPING,733618,983800,59,510,257,band3,1.3410248930642379,16674.57627118644,adgroup
grp-a001-02-000000058445051,cmp-a001-02-000000008425541,SHOPPING,287680,332310,12,210,84,band3,1.1551376529477198,27692.5,adgroup
grp-a001-02-000000058709325,cmp-a001-02-000000008514959,SHOPPING,281887,229700,14,197,207,band3,0.8148655312235045,16407.14285714286,adgroup
grp-a001-02-000000058709513,cmp-a001-02-000000008425541,SHOPPING,306021,291400,17,179,214,band3,0.9522222331147209,17141.176470588234,adgroup
grp-a001-02-000000058709674,cmp-a001-02-000000008425541,SHOPPING,376564,493700,30,208,214,band3,1.3110653169182396,16456.666666666668,adgroup
grp-a001-02-000000059252905,cmp-a001-02-000000008425541,SHOPPING,219452,217400,12,139,146,band3,0.9906494358675245,18116.666666666668,adgroup
grp-a001-02-000000059808374,cmp-a001-02-000000010164719,SHOPPING,93270,47700,3,81,62,band3,0.511418462528144,15900.0,adgroup
grp-a001-02-000000059808403,cmp-a001-02-000000010164717,SHOPPING,175345,251400,15,141,195,band3,1.4337449029057001,16760.0,adgroup
grp-a001-02-000000059809116,cmp-a001-02-000000010164717,SHOPPING,137225,251220,13,96,149,band2,1.8307159774093642,19324.615384615383,adgroup
grp-a001-02-000000059810135,cmp-a001-02-000000010164717,SHOPPING,193088,318000,20,142,181,band3,1.6469174676831289,15900.0,adgroup
grp-a001-02-000000059810410,cmp-a001-02-000000010164717,SHOPPING,227796,397500,25,177,176,band2,1.7449823526313017,15900.0,adgroup
grp-a001-02-000000059811691,cmp-a001-02-000000010164717,SHOPPING,159794,367700,20,131,196,band1,2.3010876503498254,18385.0,adgroup
grp-a001-02-000000059812037,cmp-a001-02-000000010164717,SHOPPING,414512,732400,42,267,196,band2,1.7668969776508279,17438.095238095237,adgroup
grp-a001-02-000000059812606,cmp-a001-02-000000010164717,SHOPPING,572883,1617900,97,443,196,band1,2.824136865642723,16679.381443298967,adgroup
grp-a001-02-000000059817936,cmp-a001-02-000000010164717,SHOPPING,161314,353800,20,119,194,band1,2.193238032656806,17690.0,adgroup
grp-a001-02-000000059819574,cmp-a001-02-000000010164719,SHOPPING,74110,50700,3,59,62,band3,0.6841182026717042,16900.0,adgroup
grp-a001-02-000000059819577,cmp-a001-02-000000010164719,SHOPPING,35730,37800,2,33,62,band3,1.057934508816121,18900.0,adgroup
grp-a001-02-000000059819724,cmp-a001-02-000000010164717,SHOPPING,288784,207700,13,219,196,band3,0.719222671616156,15976.923076923076,adgroup
grp-a001-02-000000059819800,cmp-a001-02-000000010164717,SHOPPING,201557,143100,9,149,196,band3,0.7099728612749743,15900.0,adgroup
grp-a001-02-000000059820721,cmp-a001-02-000000010164717,SHOPPING,295703,397500,23,201,134,band3,1.3442542010057388,17282.608695652172,adgroup
grp-a001-02-000000059820722,cmp-a001-02-000000010164717,SHOPPING,89165,135100,9,72,111,band3,1.515168507822576,15011.111111111111,adgroup
grp-a001-02-000000059820848,cmp-a001-02-000000008425541,SHOPPING,284103,372600,24,202,192,band3,1.3114961827224634,15525.0,adgroup
grp-a001-02-000000059820884,cmp-a001-02-000000008425541,SHOPPING,114475,215600,14,74,175,band2,1.8833806507971174,15400.0,adgroup
grp-a001-02-000000059820913,cmp-a001-02-000000008425541,SHOPPING,910910,1359420,78,521,193,band3,1.49237575611202,17428.46153846154,adgroup
grp-a001-02-000000059820923,cmp-a001-02-000000010164717,SHOPPING,526488,1246200,73,444,176,band1,2.3670055157952317,17071.23287671233,adgroup
grp-a001-02-000000059820925,cmp-a001-02-000000010164717,SHOPPING,179444,263100,16,144,180,band3,1.466195581908562,16443.75,adgroup
grp-a001-02-000000059820931,cmp-a001-02-000000008425541,SHOPPING,395817,699600,42,249,193,band2,1.7674834582648042,16657.14285714286,adgroup
grp-a001-02-000000059820953,cmp-a001-02-000000008425541,SHOPPING,209965,562200,30,152,193,band1,2.6775891219965233,18740.0,adgroup
grp-a001-02-000000059820960,cmp-a001-02-000000008425541,SHOPPING,170149,306900,17,105,175,band2,1.8037132160635678,18052.941176470587,adgroup
grp-a001-02-000000059820987,cmp-a001-02-000000008425541,SHOPPING,180531,348600,21,100,171,band2,1.930970304269073,16600.0,adgroup
grp-a001-02-000000059820998,cmp-a001-02-000000008425541,SHOPPING,103341,232500,15,97,193,band1,2.249833076900746,15500.0,adgroup
grp-a001-02-000000059821015,cmp-a001-02-000000008425541,SHOPPING,149742,315000,20,100,191,band1,2.103618223344152,15750.0,adgroup
grp-a001-02-000000059821023,cmp-a001-02-000000008425541,SHOPPING,300200,466100,25,177,193,band3,1.5526315789473684,18644.0,adgroup
grp-a001-02-000000059821034,cmp-a001-02-000000008425541,SHOPPING,240462,257300,16,138,193,band3,1.0700235380226397,16081.25,adgroup
grp-a001-02-000000059821054,cmp-a001-02-000000008425541,SHOPPING,253411,254400,15,153,193,band3,1.0039027508671683,16960.0,adgroup
grp-a001-02-000000059821088,cmp-a001-02-000000008425541,SHOPPING,837238,2103400,115,754,192,band1,2.512308328097865,18290.434782608696,adgroup
grp-a001-02-000000059821217,cmp-a001-02-000000008425541,SHOPPING,426168,560500,29,310,193,band3,1.31520902554861,19327.58620689655,adgroup
grp-a001-02-000000059821232,cmp-a001-02-000000008425541,SHOPPING,120644,71200,4,86,157,band3,0.5901661085507774,17800.0,adgroup
grp-a001-02-000000059821852,cmp-a001-02-000000008425541,SHOPPING,276408,421800,21,233,193,band3,1.5260050360336894,20085.714285714286,adgroup
grp-a001-02-000000059821874,cmp-a001-02-000000008425541,SHOPPING,85829,76000,4,65,193,band3,0.8854815971291754,19000.0,adgroup
grp-a001-02-000000059821962,cmp-a001-02-000000008425541,SHOPPING,1643523,3504200,166,1027,187,band1,2.1321271439462666,21109.63855421687,adgroup
grp-a001-02-000000059822073,cmp-a001-02-000000010164717,SHOPPING,432742,732200,44,321,180,band3,1.6920012386133076,16640.909090909092,adgroup
grp-a001-02-000000059822154,cmp-a001-02-000000010164717,SHOPPING,276857,477000,29,203,184,band2,1.7229111057332847,16448.275862068964,adgroup
grp-a001-02-000000059822246,cmp-a001-02-000000010164717,SHOPPING,67827,58700,4,49,192,band3,0.8654370678343433,14675.0,adgroup
grp-a001-02-000000059822251,cmp-a001-02-000000010164717,SHOPPING,346442,731400,45,250,196,band1,2.111175896686891,16253.333333333334,adgroup
grp-a001-02-000000059822273,cmp-a001-02-000000010164717,SHOPPING,55039,31800,2,41,191,band3,0.5777721252202983,15900.0,adgroup
grp-a001-02-000000059822914,cmp-a001-02-000000008425541,SHOPPING,408543,590600,34,227,193,band3,1.4456250627228957,17370.58823529412,adgroup
grp-a001-02-000000059823013,cmp-a001-02-000000010164717,SHOPPING,232754,477000,28,170,196,band2,2.049374017202712,17035.714285714286,adgroup
grp-a001-02-000000059824059,cmp-a001-02-000000010164717,SHOPPING,759301,1657600,97,541,196,band1,2.1830604727242555,17088.659793814433,adgroup
grp-a001-02-000000059826000,cmp-a001-02-000000010164719,SHOPPING,0,0,0,0,6,excluded_cost0,,17025.0,campaign
grp-a001-02-000000059826423,cmp-a001-02-000000008425541,SHOPPING,4069,0,0,6,154,band4_unjudgeable,,17176.831642445846,campaign
grp-a001-02-000000059826577,cmp-a001-02-000000010166367,SHOPPING,3788,0,0,5,155,band4_unjudgeable,,15900.0,campaign
grp-a001-02-000000059826628,cmp-a001-02-000000008425541,SHOPPING,35966,44700,3,42,193,band3,1.242840460434855,14900.0,adgroup
grp-a001-02-000000059827137,cmp-a001-02-000000010166367,SHOPPING,2980,0,0,4,156,band4_unjudgeable,,15900.0,campaign
grp-a001-02-000000059827296,cmp-a001-02-000000010166367,SHOPPING,4356,15900,1,6,161,band1,3.650137741046832,15900.0,adgroup
grp-a001-02-000000059827297,cmp-a001-02-000000010166367,SHOPPING,5053,15900,1,6,139,band1,3.146645557094795,15900.0,adgroup
grp-a001-02-000000059827298,cmp-a001-02-000000010166367,SHOPPING,2630,0,0,3,171,band4_unjudgeable,,15900.0,campaign
grp-a001-02-000000059828242,cmp-a001-02-000000010166367,SHOPPING,17846,47700,3,24,195,band1,2.6728678695505996,15900.0,adgroup
grp-a001-02-000000059828246,cmp-a001-02-000000010166367,SHOPPING,4710,0,0,5,139,band4_unjudgeable,,15900.0,campaign
grp-a001-02-000000059828464,cmp-a001-02-000000010166367,SHOPPING,17577,31800,2,20,187,band2,1.8091824543437447,15900.0,adgroup
grp-a001-02-000000059828469,cmp-a001-02-000000010166367,SHOPPING,5600,0,0,8,179,band4_unjudgeable,,15900.0,campaign
grp-a001-02-000000059828556,cmp-a001-02-000000010166367,SHOPPING,4020,0,0,6,159,band4_unjudgeable,,15900.0,campaign
grp-a001-02-000000059829132,cmp-a001-02-000000010166367,SHOPPING,18482,31800,2,23,191,band2,1.7205930094145656,15900.0,adgroup
grp-a001-02-000000059829228,cmp-a001-02-000000010166367,SHOPPING,8690,15900,1,9,167,band2,1.8296892980437285,15900.0,adgroup
grp-a001-02-000000059829872,cmp-a001-02-000000010166367,SHOPPING,1000,0,0,1,179,band4_unjudgeable,,15900.0,campaign
grp-a001-02-000000059829962,cmp-a001-02-000000010166367,SHOPPING,22568,63600,4,28,195,band1,2.8181495923431408,15900.0,adgroup
grp-a001-02-000000059830517,cmp-a001-02-000000008492582,SHOPPING,477681,853220,42,257,196,band2,1.7861711058216676,20314.761904761905,adgroup
grp-a001-02-000000059830521,cmp-a001-02-000000008492582,SHOPPING,160717,435600,22,92,176,band1,2.710354225128642,19800.0,adgroup
grp-a001-02-000000059830530,cmp-a001-02-000000008492582,SHOPPING,208023,330200,18,103,183,band3,1.587324478543238,18344.444444444445,adgroup
grp-a001-02-000000059830538,cmp-a001-02-000000008492582,SHOPPING,226576,250600,13,110,124,band3,1.106030647553139,19276.923076923078,adgroup
grp-a001-02-000000059830547,cmp-a001-02-000000008492582,SHOPPING,79613,91500,5,40,149,band3,1.1493097860902115,18300.0,adgroup
grp-a001-02-000000059830552,cmp-a001-02-000000008492582,SHOPPING,84285,215700,11,50,194,band1,2.559174230290087,19609.090909090908,adgroup
grp-a001-02-000000059830874,cmp-a001-02-000000008425541,SHOPPING,2918493,6068000,324,2572,193,band1,2.0791552352532627,18728.395061728395,adgroup
grp-a001-02-000000059830952,cmp-a001-02-000000008425541,SHOPPING,1885183,3752690,270,1732,193,band2,1.990623721941053,13898.851851851852,adgroup
grp-a001-02-000000059832147,cmp-a001-02-000000010164717,SHOPPING,667273,1256200,76,649,195,band2,1.8825877864082616,16528.947368421053,adgroup
grp-a001-02-000000059832150,cmp-a001-02-000000010164717,SHOPPING,103771,103600,7,132,192,band3,0.9983521407715065,14800.0,adgroup
grp-a001-02-000000059832206,cmp-a001-02-000000008492582,SHOPPING,119599,115400,4,72,193,band3,0.9648910107944046,28850.0,adgroup
grp-a001-02-000000059832280,cmp-a001-02-000000008492582,SHOPPING,177828,125300,7,102,99,band3,0.7046134467013069,17900.0,adgroup
grp-a001-02-000000059832332,cmp-a001-02-000000008492582,SHOPPING,292052,423600,23,174,194,band3,1.4504266363524303,18417.391304347828,adgroup
grp-a001-02-000000059832344,cmp-a001-02-000000008492582,SHOPPING,169292,172000,9,105,195,band3,1.0159960305271365,19111.11111111111,adgroup
grp-a001-02-000000059832490,cmp-a001-02-000000008492582,SHOPPING,293960,656110,33,160,190,band1,2.2319703361001495,19882.121212121212,adgroup
grp-a001-02-000000059832492,cmp-a001-02-000000008492582,SHOPPING,189598,242700,13,118,176,band3,1.280076794059009,18669.23076923077,adgroup
grp-a001-02-000000059879629,cmp-a001-02-000000008492582,SHOPPING,266700,475610,27,133,154,band2,1.7833145856767905,17615.185185185186,adgroup
grp-a001-02-000000059879675,cmp-a001-02-000000008492582,SHOPPING,123148,144200,8,84,183,band3,1.1709487770812357,18025.0,adgroup
grp-a001-02-000000059879687,cmp-a001-02-000000008492582,SHOPPING,290731,481200,28,171,178,band3,1.6551382549504525,17185.714285714286,adgroup
grp-a001-02-000000059880038,cmp-a001-02-000000008492582,SHOPPING,93798,164100,9,59,192,band2,1.749504253822043,18233.333333333332,adgroup
grp-a001-02-000000061581230,cmp-a001-02-000000010283398,SHOPPING,50920,50700,3,52,54,band3,0.9956794972505891,16900.0,adgroup
grp-a001-02-000000061581250,cmp-a001-02-000000010283398,SHOPPING,142128,154100,8,127,72,band3,1.0842339299786108,19262.5,adgroup
grp-a001-02-000000061581254,cmp-a001-02-000000010283398,SHOPPING,146952,166200,8,139,71,band3,1.130981544994284,20775.0,adgroup
grp-a001-02-000000061581256,cmp-a001-02-000000010283398,SHOPPING,0,0,0,0,3,excluded_cost0,,17967.30769230769,campaign
grp-a001-02-000000061581260,cmp-a001-02-000000010283398,SHOPPING,0,0,0,0,3,excluded_cost0,,17967.30769230769,campaign
grp-a001-02-000000061581263,cmp-a001-02-000000010283398,SHOPPING,0,0,0,0,3,excluded_cost0,,17967.30769230769,campaign
grp-a001-02-000000061581264,cmp-a001-02-000000010283398,SHOPPING,72981,33800,2,69,62,band3,0.46313424041873913,16900.0,adgroup
grp-a001-02-000000061581269,cmp-a001-02-000000010283398,SHOPPING,329560,45300,2,299,34,band3,0.13745600194198326,22650.0,adgroup
grp-a001-02-000000061581308,cmp-a001-02-000000010283398,SHOPPING,47408,0,0,57,62,band3,0.0,17967.30769230769,campaign
grp-a001-02-000000061693679,cmp-a001-02-000000010291904,SHOPPING,26615,33800,2,25,65,band3,1.2699605485628405,16900.0,adgroup
grp-a001-02-000000061693682,cmp-a001-02-000000010291904,SHOPPING,26740,0,0,24,67,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061693688,cmp-a001-02-000000010291904,SHOPPING,40350,0,0,36,37,band3,0.0,18155.81395348837,campaign
grp-a001-02-000000061693693,cmp-a001-02-000000010291904,SHOPPING,12853,0,0,12,67,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061693695,cmp-a001-02-000000010291904,SHOPPING,33960,0,0,29,41,band3,0.0,18155.81395348837,campaign
grp-a001-02-000000061693698,cmp-a001-02-000000010291904,SHOPPING,40457,0,0,42,67,band3,0.0,18155.81395348837,campaign
grp-a001-02-000000061693700,cmp-a001-02-000000010291904,SHOPPING,26890,0,0,24,67,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061693708,cmp-a001-02-000000010291904,SHOPPING,18930,0,0,16,55,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061693716,cmp-a001-02-000000010291904,SHOPPING,65000,84500,5,56,64,band3,1.3,16900.0,adgroup
grp-a001-02-000000061693720,cmp-a001-02-000000010291904,SHOPPING,40868,16900,1,43,67,band3,0.41352647548203975,16900.0,adgroup
grp-a001-02-000000061693722,cmp-a001-02-000000010291904,SHOPPING,43855,16900,1,47,67,band3,0.3853608482499145,16900.0,adgroup
grp-a001-02-000000061693725,cmp-a001-02-000000010291904,SHOPPING,27716,0,0,26,66,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061693728,cmp-a001-02-000000010291904,SHOPPING,22140,0,0,20,63,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061693731,cmp-a001-02-000000010291904,SHOPPING,26682,33800,1,26,66,band3,1.2667716063263623,33800.0,adgroup
grp-a001-02-000000061693735,cmp-a001-02-000000010291904,SHOPPING,19960,33800,2,17,65,band3,1.6933867735470942,16900.0,adgroup
grp-a001-02-000000061693737,cmp-a001-02-000000010291904,SHOPPING,26050,33800,1,22,40,band3,1.2975047984644914,33800.0,adgroup
grp-a001-02-000000061693757,cmp-a001-02-000000010291904,SHOPPING,42384,50700,2,37,68,band3,1.1962061155152888,25350.0,adgroup
grp-a001-02-000000061693760,cmp-a001-02-000000010291904,SHOPPING,28220,0,0,27,68,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061693771,cmp-a001-02-000000010291904,SHOPPING,15686,0,0,15,61,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061693781,cmp-a001-02-000000010291904,SHOPPING,48550,65600,3,51,68,band3,1.3511843460350155,21866.666666666668,adgroup
grp-a001-02-000000061793266,cmp-a001-02-000000010283398,SHOPPING,15380,12900,1,13,2,band3,0.8387516254876463,12900.0,adgroup
grp-a001-02-000000061793288,cmp-a001-02-000000010283398,SHOPPING,8380,12900,1,7,2,band3,1.5393794749403342,12900.0,adgroup
grp-a001-02-000000061793303,cmp-a001-02-000000010283398,SHOPPING,13990,0,0,12,2,band4_unjudgeable,,17967.30769230769,campaign
grp-a001-02-000000061793320,cmp-a001-02-000000010283398,SHOPPING,33540,38700,2,29,49,band3,1.1538461538461537,19350.0,adgroup
grp-a001-02-000000061793328,cmp-a001-02-000000010283398,SHOPPING,50660,93300,4,45,25,band2,1.8416896960126332,23325.0,adgroup
grp-a001-02-000000061793341,cmp-a001-02-000000010283398,SHOPPING,50951,68500,5,46,65,band3,1.3444289611587603,13700.0,adgroup
grp-a001-02-000000061793346,cmp-a001-02-000000010283398,SHOPPING,22527,12900,1,21,64,band3,0.5726461579438008,12900.0,adgroup
grp-a001-02-000000061793358,cmp-a001-02-000000010283398,SHOPPING,23070,25800,2,22,53,band3,1.1183355006501952,12900.0,adgroup
grp-a001-02-000000061793364,cmp-a001-02-000000010283398,SHOPPING,30730,38700,3,27,49,band3,1.2593556784900748,12900.0,adgroup
grp-a001-02-000000061793373,cmp-a001-02-000000010283398,SHOPPING,60164,31800,2,58,62,band3,0.5285552822285752,15900.0,adgroup
grp-a001-02-000000061793386,cmp-a001-02-000000010283398,SHOPPING,54581,12900,1,52,62,band3,0.23634598120224987,12900.0,adgroup
grp-a001-02-000000061793395,cmp-a001-02-000000010283398,SHOPPING,57867,12900,1,57,65,band3,0.22292498315101872,12900.0,adgroup
grp-a001-02-000000061793407,cmp-a001-02-000000010283398,SHOPPING,67016,0,0,63,67,band3,0.0,17967.30769230769,campaign
grp-a001-02-000000061793411,cmp-a001-02-000000010283398,SHOPPING,40010,0,0,48,55,band3,0.0,17967.30769230769,campaign
grp-a001-02-000000061793423,cmp-a001-02-000000010283398,SHOPPING,97028,106000,5,113,62,band3,1.0924681535226946,21200.0,adgroup
grp-a001-02-000000061793448,cmp-a001-02-000000010283398,SHOPPING,15400,0,0,13,2,band4_unjudgeable,,17967.30769230769,campaign
grp-a001-02-000000061793457,cmp-a001-02-000000010283398,SHOPPING,9960,0,0,10,2,band4_unjudgeable,,17967.30769230769,campaign
grp-a001-02-000000061793470,cmp-a001-02-000000010283398,SHOPPING,6000,0,0,5,2,band4_unjudgeable,,17967.30769230769,campaign
grp-a001-02-000000061793476,cmp-a001-02-000000010283398,SHOPPING,6550,0,0,6,2,band4_unjudgeable,,17967.30769230769,campaign
grp-a001-02-000000061793489,cmp-a001-02-000000010283398,SHOPPING,21620,16900,1,19,2,band3,0.7816836262719704,16900.0,adgroup
grp-a001-02-000000061793496,cmp-a001-02-000000010283398,SHOPPING,8804,0,0,11,56,band4_unjudgeable,,17967.30769230769,campaign
grp-a001-02-000000061793511,cmp-a001-02-000000010283398,SHOPPING,8060,0,0,7,2,band4_unjudgeable,,17967.30769230769,campaign
grp-a001-02-000000061793521,cmp-a001-02-000000010283398,SHOPPING,28034,0,0,26,58,band4_unjudgeable,,17967.30769230769,campaign
grp-a001-02-000000061794086,cmp-a001-02-000000010291904,SHOPPING,3600,0,0,3,2,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061794093,cmp-a001-02-000000010291904,SHOPPING,6000,0,0,5,2,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061794099,cmp-a001-02-000000010291904,SHOPPING,0,0,0,0,2,excluded_cost0,,18155.81395348837,campaign
grp-a001-02-000000061794111,cmp-a001-02-000000010291904,SHOPPING,4800,0,0,4,2,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061794117,cmp-a001-02-000000010291904,SHOPPING,27014,38700,2,27,67,band3,1.4325905086251574,19350.0,adgroup
grp-a001-02-000000061794129,cmp-a001-02-000000010291904,SHOPPING,34391,38700,3,31,42,band3,1.1252944084208079,12900.0,adgroup
grp-a001-02-000000061794137,cmp-a001-02-000000010291904,SHOPPING,27657,38700,2,25,67,band3,1.3992840872111942,19350.0,adgroup
grp-a001-02-000000061794145,cmp-a001-02-000000010291904,SHOPPING,28910,12900,1,27,61,band3,0.4462123832583881,12900.0,adgroup
grp-a001-02-000000061794152,cmp-a001-02-000000010291904,SHOPPING,20750,29800,1,18,47,band3,1.436144578313253,29800.0,adgroup
grp-a001-02-000000061794155,cmp-a001-02-000000010291904,SHOPPING,16947,0,0,16,67,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061794157,cmp-a001-02-000000010291904,SHOPPING,44850,12900,1,50,67,band3,0.28762541806020064,12900.0,adgroup
grp-a001-02-000000061794159,cmp-a001-02-000000010291904,SHOPPING,34150,24800,1,29,65,band3,0.726207906295754,24800.0,adgroup
grp-a001-02-000000061794162,cmp-a001-02-000000010291904,SHOPPING,30611,40800,2,41,48,band3,1.332854202737578,20400.0,adgroup
grp-a001-02-000000061794163,cmp-a001-02-000000010291904,SHOPPING,24071,12900,1,21,64,band3,0.5359145860163682,12900.0,adgroup
grp-a001-02-000000061794165,cmp-a001-02-000000010291904,SHOPPING,29070,12900,1,50,65,band3,0.4437564499484004,12900.0,adgroup
grp-a001-02-000000061794167,cmp-a001-02-000000010291904,SHOPPING,31255,0,0,72,67,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061794170,cmp-a001-02-000000010291904,SHOPPING,32790,38700,3,28,67,band3,1.1802378774016469,12900.0,adgroup
grp-a001-02-000000061794172,cmp-a001-02-000000010291904,SHOPPING,11370,0,0,11,67,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061794176,cmp-a001-02-000000010291904,SHOPPING,30038,12900,1,26,66,band3,0.4294560223716626,12900.0,adgroup
grp-a001-02-000000061794179,cmp-a001-02-000000010291904,SHOPPING,21290,25800,2,20,65,band3,1.2118365429779239,12900.0,adgroup
grp-a001-02-000000061794180,cmp-a001-02-000000010291904,SHOPPING,57459,57500,3,52,41,band3,1.000713552272055,19166.666666666668,adgroup
grp-a001-02-000000061794181,cmp-a001-02-000000010291904,SHOPPING,24492,0,0,21,67,band4_unjudgeable,,18155.81395348837,campaign
grp-a001-02-000000061794184,cmp-a001-02-000000010291904,SHOPPING,35369,12900,1,35,67,band3,0.36472617263705503,12900.0,adgroup
grp-a001-02-000000061794187,cmp-a001-02-000000010291904,SHOPPING,33330,0,0,30,67,band3,0.0,18155.81395348837,campaign
grp-a001-02-000000061878144,cmp-a001-02-000000008336372,SHOPPING,151584,153900,10,516,151,band3,1.0152786573780874,15390.0,adgroup
grp-a001-02-000000062947038,cmp-a001-02-000000008425541,SHOPPING,510681,701500,41,305,135,band3,1.373655961353565,17109.756097560974,adgroup
grp-a001-02-000000062947040,cmp-a001-02-000000008425541,SHOPPING,1251875,1724810,103,766,146,band3,1.377781328007988,16745.728155339806,adgroup
grp-a001-02-000000062947041,cmp-a001-02-000000008425541,SHOPPING,734847,973300,53,426,136,band3,1.3244933979454228,18364.150943396227,adgroup
grp-a001-02-000000063093385,cmp-a001-02-000000010344452,SHOPPING,0,0,0,0,10,excluded_cost0,,17511.414848583525,campaign_type
grp-a001-02-000000063093697,cmp-a001-02-000000010344452,SHOPPING,3477,0,0,8,16,band4_unjudgeable,,17511.414848583525,campaign_type
grp-a001-02-000000063093828,cmp-a001-02-000000010344452,SHOPPING,739,0,0,1,16,band4_unjudgeable,,17511.414848583525,campaign_type
grp-a001-02-000000063095763,cmp-a001-02-000000010344452,SHOPPING,0,0,0,0,3,excluded_cost0,,17511.414848583525,campaign_type
grp-a001-02-000000063096531,cmp-a001-02-000000010344692,SHOPPING,1291,45700,3,11,103,band1,35.39891556932611,15233.333333333334,adgroup
grp-a001-02-000000065140028,cmp-a001-02-000000008514959,SHOPPING,198994,318000,20,135,102,band3,1.5980381318029688,15900.0,adgroup
grp-a001-02-000000069087677,cmp-a001-02-000000010769985,SHOPPING,58111,0,0,78,21,band3,0.0,21728.571428571428,campaign
grp-a001-02-000000069089452,cmp-a001-02-000000010769985,SHOPPING,100708,16900,1,129,22,band3,0.1678118918060134,16900.0,adgroup
grp-a001-02-000000069089465,cmp-a001-02-000000010769985,SHOPPING,24661,0,0,31,22,band4_unjudgeable,,21728.571428571428,campaign
grp-a001-02-000000069089475,cmp-a001-02-000000010769985,SHOPPING,58424,67600,3,87,22,band3,1.157058742982336,22533.333333333332,adgroup
grp-a001-02-000000070108611,cmp-a001-02-000000010769985,SHOPPING,55087,0,0,46,7,band3,0.0,21728.571428571428,campaign
grp-a001-02-000000070109616,cmp-a001-02-000000010769985,SHOPPING,295745,67600,3,310,8,band3,0.22857529290436018,22533.333333333332,adgroup
grp-a001-02-000000070109620,cmp-a001-02-000000010769985,SHOPPING,6441,0,0,15,5,band4_unjudgeable,,21728.571428571428,campaign
grp-a001-02-000000070451363,cmp-a001-02-000000008425541,SHOPPING,481575,675000,38,388,21,band3,1.4016508332035509,17763.157894736843,adgroup
grp-a001-02-000000070523564,cmp-a001-02-000000008425541,SHOPPING,1971616,2499080,144,1682,20,band3,1.2675287682794216,17354.722222222223,adgroup
grp-a001-02-000000070523694,cmp-a001-02-000000008425541,SHOPPING,260333,312800,20,162,20,band3,1.201538030138323,15640.0,adgroup
grp-a001-02-000000070833125,cmp-a001-02-000000010907625,SHOPPING,5478,0,0,7,3,band4_unjudgeable,,14550.0,campaign
grp-a001-02-000000070833126,cmp-a001-02-000000010907625,SHOPPING,16590,0,0,17,3,band4_unjudgeable,,14550.0,campaign
grp-a001-02-000000070833127,cmp-a001-02-000000010907625,SHOPPING,50810,58200,4,49,4,band3,1.1454438102735682,14550.0,adgroup
grp-a001-02-000000070991863,cmp-a001-02-000000010164717,SHOPPING,690503,1108740,64,610,11,band3,1.605699033892684,17324.0625,adgroup
grp-a001-02-000000070992078,cmp-a001-02-000000010164717,SHOPPING,51094,163800,9,79,11,band1,3.2058558734880807,18200.0,adgroup
grp-a001-02-000000070992116,cmp-a001-02-000000010164717,SHOPPING,72429,104400,8,76,11,band3,1.4414115892805368,13050.0,adgroup
