band,ctype,blk,pc,mob,cost,imp,clk,bcost
band4_unjudgeable,WEB_SITE,6,1,1,0,0,0,260.0
band4_unjudgeable,WEB_SITE,6,1,1,0,0,0,420.0
band3,SHOPPING,0,1,1,0,0,0,876441.0
band3,SHOPPING,0,1,1,0,0,0,601973.0
band3,SHOPPING,0,1,1,0,0,0,1461636.0
band3,SHOPPING,0,1,1,0,0,0,167656.0
band1,SHOPPING,0,1,1,0,0,0,1267785.0
band3,SHOPPING,0,1,1,0,0,0,895614.0
band3,SHOPPING,0,1,1,0,0,0,151584.0
band1,SHOPPING,4,1,1,27923,15507,128,372172.0
band1,SHOPPING,4,1,1,32894,13453,91,264541.0
band1,SHOPPING,4,1,1,17443,18887,67,132920.0
band1,SHOPPING,4,1,1,27738,17246,170,378484.0
band3,SHOPPING,4,1,1,32779,19682,170,312656.0
band3,SHOPPING,4,1,1,19756,11897,87,348639.0
band3,SHOPPING,5,1,1,26050,734,17,26050.0
band1,SHOPPING,5,1,1,286411,14820,186,2618758.0
band1,SHOPPING,5,1,1,104212,4633,74,1389874.0
band2,SHOPPING,5,1,1,588987,25441,334,2413146.0
band1,SHOPPING,5,1,1,1415267,66771,839,4374451.0
band2,SHOPPING,5,1,1,14736,2676,20,3008410.0
band3,SHOPPING,5,1,1,25562,596,18,25563.0
band1,SHOPPING,5,1,1,211858,28205,147,514875.0
band3,SHOPPING,5,1,1,96066,4839,60,1404888.0
band1,SHOPPING,5,1,1,57413,3657,45,1128973.0
band2,SHOPPING,5,1,1,314486,18157,190,608768.0
band2,SHOPPING,5,1,1,374221,25322,230,1367556.0
band3,SHOPPING,5,1,1,407640,21524,238,630014.0
band3,SHOPPING,5,1,1,468836,29069,266,954955.0
band3,SHOPPING,5,1,1,140500,11709,104,171125.0
band1,SHOPPING,5,1,1,683650,32449,372,2669838.0
band3,SHOPPING,5,1,1,2387,39,2,156817.0
band1,SHOPPING,5,1,1,10049,727,9,235399.0
band1,SHOPPING,5,1,1,100321,6146,86,170230.0
band3,SHOPPING,5,1,1,34550,3112,58,24155.0
band3,SHOPPING,5,1,1,93705,7260,145,79625.0
band2,SHOPPING,5,1,1,1062498,30526,733,5847026.0
band3,SHOPPING,5,1,1,7999,853,10,452749.0
band3,SHOPPING,5,1,1,641772,34613,357,1948527.0
band2,SHOPPING,5,1,1,298535,11687,213,1760957.0
band3,SHOPPING,5,1,1,195558,11429,131,1073844.0
band1,SHOPPING,5,1,1,2756256,77353,1549,4554228.0
band2,SHOPPING,5,1,1,655214,34812,377,1510724.0
band1,SHOPPING,5,1,1,932858,41999,562,1969008.0
band1,SHOPPING,5,1,1,671911,25726,406,2469065.0
band3,SHOPPING,5,1,1,208069,9534,140,795618.0
band3,SHOPPING,5,1,1,373021,20100,220,733618.0
band3,SHOPPING,5,1,1,1990,107,3,287680.0
band3,SHOPPING,5,1,1,162329,18843,91,306021.0
band3,SHOPPING,5,1,1,171100,16519,89,376564.0
band3,SHOPPING,5,1,1,172849,15805,108,219452.0
band3,SHOPPING,5,1,1,138716,10072,92,284103.0
band2,SHOPPING,5,1,1,111821,7697,63,114475.0
band3,SHOPPING,5,1,1,357049,19040,213,910910.0
band2,SHOPPING,5,1,1,104022,13944,71,395817.0
band1,SHOPPING,5,1,1,202590,13328,144,209965.0
band2,SHOPPING,5,1,1,21817,4175,15,170149.0
band2,SHOPPING,5,1,1,245299,19113,121,180531.0
band1,SHOPPING,5,1,1,98632,12716,87,103341.0
band1,SHOPPING,5,1,1,62819,9213,53,149742.0
band3,SHOPPING,5,1,1,186868,19833,108,300200.0
band3,SHOPPING,5,1,1,84826,13003,49,240462.0
band3,SHOPPING,5,1,1,161800,23543,95,253411.0
band1,SHOPPING,5,1,1,477346,24527,440,837238.0
band3,SHOPPING,5,1,1,197048,15484,138,426168.0
band3,SHOPPING,5,1,1,42168,5009,30,120644.0
band3,SHOPPING,5,1,1,190399,11417,158,276408.0
band3,SHOPPING,5,1,1,60613,9176,44,85829.0
band1,SHOPPING,5,1,1,762033,34155,451,1643523.0
band3,SHOPPING,5,1,1,288845,27178,158,408543.0
band4_unjudgeable,SHOPPING,5,1,1,3379,520,5,4069.0
band3,SHOPPING,5,1,1,22675,10802,28,35966.0
band1,SHOPPING,0,1,1,1945885,84757,1641,2918493.0
band2,SHOPPING,4,1,1,798948,55759,732,1885183.0
band3,SHOPPING,5,1,1,512025,16882,306,510681.0
band3,SHOPPING,0,1,1,1330790,51004,823,1251875.0
band3,SHOPPING,5,1,1,764458,30136,445,734847.0
band1,SHOPPING,2,1,1,606635,25350,383,1487121.0
band3,SHOPPING,2,1,1,314431,24807,170,614282.0
band3,SHOPPING,2,1,1,91089,10467,50,222309.0
band1,SHOPPING,2,1,1,317994,17005,252,819583.0
band1,SHOPPING,2,1,1,610290,37052,404,1355663.0
band1,SHOPPING,2,1,1,309907,18344,209,907679.0
band3,SHOPPING,2,1,1,90415,11794,55,337705.0
band3,SHOPPING,2,1,1,40865,6699,22,256087.0
band1,SHOPPING,2,1,1,491035,15369,320,1865215.0
band1,SHOPPING,2,1,1,329836,24805,200,1519712.0
band4_unjudgeable,SHOPPING,2,1,1,0,0,0,1360.0
band2,SHOPPING,5,1,1,385641,20300,163,2520924.0
band1,SHOPPING,5,1,1,360257,37077,164,1559592.0
band2,SHOPPING,5,1,1,22858,1698,18,691058.0
band1,SHOPPING,5,1,1,77384,6982,42,940874.0
band1,SHOPPING,5,1,1,608724,33379,295,2355414.0
band2,SHOPPING,5,1,1,241131,28828,127,477681.0
band1,SHOPPING,5,1,1,2780,669,3,160717.0
band3,SHOPPING,5,1,1,94928,19730,37,208023.0
band3,SHOPPING,5,1,1,26962,5896,13,226576.0
band3,SHOPPING,5,1,1,17214,10638,8,79613.0
band1,SHOPPING,5,1,1,33884,8863,22,84285.0
band3,SHOPPING,5,1,1,8129,6126,8,119599.0
band3,SHOPPING,5,1,1,81209,9461,51,177828.0
band3,SHOPPING,5,1,1,69820,9077,47,292052.0
band3,SHOPPING,5,1,1,25152,10287,17,169292.0
band1,SHOPPING,5,1,1,175853,22224,91,293960.0
band3,SHOPPING,5,1,1,34728,8785,20,189598.0
band2,SHOPPING,4,1,1,184722,12438,76,266700.0
band3,SHOPPING,4,1,1,7348,1744,13,123148.0
band3,SHOPPING,4,1,1,195778,19253,110,290731.0
band2,SHOPPING,4,1,1,5504,3131,6,93798.0
band2,SHOPPING,5,1,1,41777,9361,33,274697.0
band3,SHOPPING,5,1,1,41803,12865,31,154853.0
band3,SHOPPING,5,1,1,50938,20889,39,374408.0
band1,SHOPPING,5,1,1,1719,1493,3,111189.0
band3,SHOPPING,5,1,1,117099,21288,92,615329.0
band3,SHOPPING,5,1,1,31342,12414,24,570392.0
band3,SHOPPING,5,1,1,23244,7816,25,368344.0
band2,SHOPPING,5,1,1,84564,13916,68,297644.0
band3,SHOPPING,5,1,1,67571,4269,42,302522.0
band3,SHOPPING,5,1,1,69658,5197,57,281887.0
band3,SHOPPING,7,1,1,198995,11153,135,198994.0
band4_unjudgeable,SHOPPING,2,1,1,67,138,1,1607.0
band1,SHOPPING,2,1,1,6508,963,12,18409.0
band1,SHOPPING,2,1,1,86319,5351,78,194365.0
excluded_cost0,SHOPPING,2,1,1,0,2,0,0.0
band4_unjudgeable,SHOPPING,2,1,1,384,555,3,934.0
band1,SHOPPING,2,1,1,126563,6427,90,320741.0
excluded_cost0,SHOPPING,2,1,1,0,0,0,0.0
excluded_cost0,SHOPPING,2,1,1,0,0,0,0.0
band2,SHOPPING,2,1,1,114021,10776,85,254056.0
band1,SHOPPING,2,1,1,8925,1934,13,16135.0
band2,SHOPPING,4,1,1,204938,23978,212,428637.0
band1,SHOPPING,2,1,1,35886,13140,35,434227.0
band2,SHOPPING,2,1,1,9046,4454,10,560516.0
band1,SHOPPING,2,1,1,24275,5967,20,704835.0
band2,SHOPPING,2,1,1,3103,1677,3,452833.0
band1,SHOPPING,2,1,1,6488,4897,8,86438.0
band4_unjudgeable,SHOPPING,2,1,1,0,3,0,25980.0
band3,SHOPPING,2,1,1,6148,2146,4,101758.0
band3,SHOPPING,2,1,1,3873,2222,3,164663.0
band3,SHOPPING,2,1,1,6385,1546,6,34775.0
band1,SHOPPING,2,1,1,6194,1757,6,71074.0
band3,SHOPPING,2,1,1,4775,1360,4,159345.0
band3,SHOPPING,2,1,1,6360,485,4,232340.0
band3,SHOPPING,2,1,1,2051,846,2,43541.0
band3,SHOPPING,2,1,1,16894,1869,12,188173.0
band3,SHOPPING,2,1,1,23723,2617,19,137613.0
band1,SHOPPING,2,1,1,25826,3394,24,254817.0
band1,SHOPPING,2,1,1,168593,10718,129,1243743.0
band3,SHOPPING,2,1,1,192305,9246,146,1073270.0
band1,SHOPPING,2,1,1,84079,3915,99,1694265.0
band2,SHOPPING,2,1,1,312407,13738,197,987732.0
band1,SHOPPING,2,1,1,249066,43855,138,1473692.0
band1,SHOPPING,2,1,1,82337,5391,61,1463309.0
band1,SHOPPING,2,1,1,56377,3426,48,637741.0
band2,SHOPPING,2,1,1,13187,1227,15,324057.0
band2,SHOPPING,4,1,1,215033,31203,163,881610.0
band1,SHOPPING,2,1,1,81520,22132,148,241633.0
band1,SHOPPING,2,1,1,30287,19167,62,152112.0
band3,SHOPPING,4,1,1,36989,1891,39,208907.0
band3,SHOPPING,4,1,1,5233,825,5,53293.0
band3,SHOPPING,4,1,1,3975,914,3,61730.0
band4_unjudgeable,SHOPPING,4,1,1,0,0,0,18950.0
band3,SHOPPING,4,1,1,1813,391,2,84653.0
band3,SHOPPING,4,1,1,4060,1179,3,64490.0
band3,SHOPPING,4,1,1,2183,1967,2,106573.0
band3,SHOPPING,4,1,1,3571,1279,3,141411.0
band3,SHOPPING,4,1,1,7203,928,8,326533.0
band1,SHOPPING,4,1,1,43966,2698,42,1125757.0
band1,SHOPPING,4,1,1,500818,29505,301,1472445.0
band2,SHOPPING,4,1,1,301291,29106,184,1385463.0
band1,SHOPPING,4,1,1,132045,7377,123,1673226.0
band1,SHOPPING,4,1,1,312207,22340,298,1734428.0
band1,SHOPPING,4,1,1,91040,14077,92,694968.0
band3,SHOPPING,4,1,1,6342,3508,4,174482.0
band3,SHOPPING,4,1,1,32922,4966,22,265678.0
band2,SHOPPING,4,1,1,66837,4719,45,516809.0
band3,SHOPPING,4,1,1,37173,2983,26,270183.0
band3,SHOPPING,4,1,1,20698,2230,12,246308.0
band3,SHOPPING,4,1,1,6382,761,4,48542.0
band3,SHOPPING,2,1,1,26168,3948,18,358788.0
band3,SHOPPING,2,1,1,13663,3248,8,294813.0
band1,SHOPPING,2,1,1,147472,5939,336,416611.0
band1,SHOPPING,0,1,1,2546355,91677,2029,5496128.0
band1,SHOPPING,2,1,1,0,0,0,180.0
excluded_cost0,SHOPPING,2,1,1,0,0,0,0.0
band2,SHOPPING,4,1,1,800,93,1,4104520.0
band1,SHOPPING,4,1,1,1210,77,3,8705950.0
band3,SHOPPING,4,1,1,11220,2611,25,177749.0
band3,SHOPPING,4,1,1,2771,833,7,105241.0
band3,SHOPPING,4,1,1,5972,1083,16,92332.0
band3,SHOPPING,4,1,1,4012,1754,9,563002.0
band3,SHOPPING,4,1,1,2852,1070,7,459832.0
band3,SHOPPING,4,1,1,17876,4693,39,757907.0
band3,SHOPPING,4,1,1,2333,576,17,1298273.0
band3,SHOPPING,4,1,1,627863,45854,592,727237.0
band3,SHOPPING,4,1,1,0,0,0,53520.0
band3,SHOPPING,6,1,1,56859,8328,169,857037.0
band3,SHOPPING,4,1,1,18372,10713,33,109352.0
band3,SHOPPING,4,1,1,0,0,0,210190.0
band1,SHOPPING,4,1,1,3022,1968,7,65442.0
band3,SHOPPING,4,1,1,5625,2697,16,328215.0
band3,SHOPPING,4,1,1,529,605,4,30109.0
band2,SHOPPING,0,1,1,25893,3234,17,6268292.0
band3,SHOPPING,4,1,1,0,93,0,1764560.0
band4_unjudgeable,SHOPPING,4,1,1,0,0,0,490.0
band3,SHOPPING,5,1,1,61999,7068,49,175345.0
band2,SHOPPING,5,1,1,31783,4062,20,137225.0
band3,SHOPPING,5,1,1,131701,6092,95,193088.0
band2,SHOPPING,5,1,1,149979,11819,118,227796.0
band1,SHOPPING,5,1,1,82626,7005,65,159794.0
band2,SHOPPING,5,1,1,315292,18448,197,414512.0
band1,SHOPPING,5,1,1,430522,21107,334,572883.0
band1,SHOPPING,5,1,1,23994,9324,23,161314.0
band3,SHOPPING,5,1,1,101466,18457,72,288784.0
band3,SHOPPING,5,1,1,41415,4968,37,201557.0
band3,SHOPPING,5,1,1,164424,10315,101,295703.0
band3,SHOPPING,5,1,1,23035,5511,19,89165.0
band1,SHOPPING,5,1,1,232061,13254,216,526488.0
band3,SHOPPING,5,1,1,102897,13462,82,179444.0
band3,SHOPPING,5,1,1,238495,18060,185,432742.0
band2,SHOPPING,5,1,1,180398,14029,130,276857.0
band3,SHOPPING,5,1,1,22729,9089,17,67827.0
band1,SHOPPING,5,1,1,289320,20528,205,346442.0
band3,SHOPPING,5,1,1,16685,13924,13,55039.0
band2,SHOPPING,5,1,1,181037,9958,130,232754.0
band1,SHOPPING,5,1,1,531601,24587,380,759301.0
band2,SHOPPING,4,1,1,34018,6178,50,667273.0
band3,SHOPPING,4,1,1,37778,4212,46,103771.0
band3,SHOPPING,5,1,1,3030,277,3,93270.0
band3,SHOPPING,5,1,1,3450,363,3,74110.0
band3,SHOPPING,5,1,1,3750,1245,4,35730.0
excluded_cost0,SHOPPING,5,1,1,0,0,0,0.0
band4_unjudgeable,SHOPPING,46,1,1,2788,456,4,3788.0
band4_unjudgeable,SHOPPING,46,1,1,2980,385,4,2980.0
band1,SHOPPING,46,1,1,2656,585,4,4356.0
band1,SHOPPING,46,1,1,2113,363,3,5053.0
band4_unjudgeable,SHOPPING,46,1,1,770,629,1,2630.0
band1,SHOPPING,46,1,1,9071,2740,14,17846.0
band4_unjudgeable,SHOPPING,46,1,1,0,495,0,4710.0
band2,SHOPPING,46,1,1,4257,1216,5,17577.0
band4_unjudgeable,SHOPPING,46,1,1,3890,875,6,5600.0
band4_unjudgeable,SHOPPING,46,1,1,3030,671,5,4020.0
band2,SHOPPING,46,1,1,4662,2223,7,18482.0
band2,SHOPPING,46,1,1,1990,1464,2,8690.0
band4_unjudgeable,SHOPPING,46,1,1,1000,687,1,1000.0
band1,SHOPPING,46,1,1,10946,8092,16,22568.0
band3,SHOPPING,5,1,1,7370,1372,9,50920.0
band3,SHOPPING,5,1,1,10998,3789,12,142128.0
band3,SHOPPING,5,1,1,15922,2303,22,146952.0
excluded_cost0,SHOPPING,5,1,1,0,0,0,0.0
excluded_cost0,SHOPPING,5,1,1,0,0,0,0.0
excluded_cost0,SHOPPING,5,1,1,0,0,0,0.0
band3,SHOPPING,5,1,1,72481,23151,68,72981.0
band3,SHOPPING,5,1,1,324820,64399,287,329560.0
band3,SHOPPING,5,1,1,47098,67419,56,47408.0
band3,SHOPPING,5,1,1,0,0,0,15380.0
band3,SHOPPING,5,1,1,0,0,0,8380.0
band4_unjudgeable,SHOPPING,5,1,1,0,0,0,13990.0
band3,SHOPPING,5,1,1,14800,3191,13,33540.0
band2,SHOPPING,5,1,1,25990,7849,24,50660.0
band3,SHOPPING,5,1,1,11141,4291,12,50951.0
band3,SHOPPING,5,1,1,15327,5112,15,22527.0
band3,SHOPPING,5,1,1,4710,1341,6,23070.0
band3,SHOPPING,5,1,1,6060,3468,6,30730.0
band3,SHOPPING,5,1,1,11454,3446,16,60164.0
band3,SHOPPING,5,1,1,6971,3823,9,54581.0
band3,SHOPPING,5,1,1,10317,4199,13,57867.0
band3,SHOPPING,5,1,1,32846,8234,33,67016.0
band3,SHOPPING,5,1,1,9930,5267,11,40010.0
band3,SHOPPING,5,1,1,60028,18607,73,97028.0
band4_unjudgeable,SHOPPING,5,1,1,0,0,0,15400.0
band4_unjudgeable,SHOPPING,5,1,1,0,0,0,9960.0
band4_unjudgeable,SHOPPING,5,1,1,0,0,0,6000.0
band4_unjudgeable,SHOPPING,5,1,1,0,0,0,6550.0
band3,SHOPPING,5,1,1,0,0,0,21620.0
band4_unjudgeable,SHOPPING,5,1,1,4014,1518,7,8804.0
band4_unjudgeable,SHOPPING,5,1,1,0,0,0,8060.0
band4_unjudgeable,SHOPPING,5,1,1,2414,1659,4,28034.0
band3,SHOPPING,5,1,1,3555,2899,5,26615.0
band4_unjudgeable,SHOPPING,5,1,1,13820,6639,13,26740.0
band3,SHOPPING,5,1,1,2300,1505,3,40350.0
band4_unjudgeable,SHOPPING,5,1,1,6293,6183,6,12853.0
band3,SHOPPING,5,1,1,19630,5589,17,33960.0
band3,SHOPPING,5,1,1,35077,16021,37,40457.0
band4_unjudgeable,SHOPPING,5,1,1,10760,6691,10,26890.0
band4_unjudgeable,SHOPPING,5,1,1,10560,4858,9,18930.0
band3,SHOPPING,5,1,1,28470,5230,25,65000.0
band3,SHOPPING,5,1,1,26158,5567,30,40868.0
band3,SHOPPING,5,1,1,40486,12322,44,43855.0
band4_unjudgeable,SHOPPING,5,1,1,14546,4336,15,27716.0
band4_unjudgeable,SHOPPING,5,1,1,14940,8034,14,22140.0
band3,SHOPPING,5,1,1,13772,7080,15,26682.0
band3,SHOPPING,5,1,1,8150,5417,7,19960.0
band3,SHOPPING,5,1,1,15310,3793,13,26050.0
band3,SHOPPING,5,1,1,13684,7580,13,42384.0
band4_unjudgeable,SHOPPING,5,1,1,17470,8976,17,28220.0
band4_unjudgeable,SHOPPING,5,1,1,9766,4778,10,15686.0
band3,SHOPPING,5,1,1,23960,8916,30,48550.0
band4_unjudgeable,SHOPPING,5,1,1,0,0,0,3600.0
band4_unjudgeable,SHOPPING,5,1,1,0,0,0,6000.0
excluded_cost0,SHOPPING,5,1,1,0,0,0,0.0
band4_unjudgeable,SHOPPING,5,1,1,0,0,0,4800.0
band3,SHOPPING,5,1,1,10164,6299,12,27014.0
band3,SHOPPING,5,1,1,24001,3480,22,34391.0
band3,SHOPPING,5,1,1,14737,5031,14,27657.0
band3,SHOPPING,5,1,1,14650,5248,15,28910.0
band3,SHOPPING,5,1,1,12650,4898,11,20750.0
band4_unjudgeable,SHOPPING,5,1,1,7377,5907,8,16947.0
band3,SHOPPING,5,1,1,33011,19176,40,44850.0
band3,SHOPPING,5,1,1,1200,3239,1,34150.0
band3,SHOPPING,5,1,1,16611,4774,28,30611.0
band3,SHOPPING,5,1,1,641,2594,1,24071.0
band3,SHOPPING,5,1,1,5610,1961,7,29070.0
band4_unjudgeable,SHOPPING,5,1,1,24174,9288,66,31255.0
band3,SHOPPING,5,1,1,4160,2788,4,32790.0
band4_unjudgeable,SHOPPING,5,1,1,6860,5191,7,11370.0
band3,SHOPPING,5,1,1,15678,8902,14,30038.0
band3,SHOPPING,5,1,1,3550,3205,5,21290.0
band3,SHOPPING,5,1,1,2629,1093,5,57459.0
band4_unjudgeable,SHOPPING,5,1,1,16162,8202,14,24492.0
band3,SHOPPING,5,1,1,6729,4387,10,35369.0
band3,SHOPPING,5,1,1,5290,4885,6,33330.0
excluded_cost0,SHOPPING,5,1,1,0,17,0,0.0
band4_unjudgeable,SHOPPING,0,1,1,0,2843,0,3477.0
band4_unjudgeable,SHOPPING,5,1,1,739,82,1,739.0
excluded_cost0,SHOPPING,5,1,1,0,4,0,0.0
band1,SHOPPING,0,1,1,1291,946,11,1291.0
band3,WEB_SITE,0,1,0,0,0,0,40718.0
band3,WEB_SITE,0,0,1,0,0,0,67142.0
band3,WEB_SITE,0,0,1,0,0,0,62560.0
band4_unjudgeable,WEB_SITE,0,1,1,0,0,0,4388.0
band4_unjudgeable,WEB_SITE,0,1,0,0,0,0,14993.0
band4_unjudgeable,WEB_SITE,0,1,1,0,0,0,1721.0
band3,SHOPPING,0,1,0,55089,2665,46,55087.0
band3,SHOPPING,0,0,1,295737,15228,310,295745.0
band4_unjudgeable,SHOPPING,0,1,1,0,0,0,6441.0
band1,WEB_SITE,6,0,1,0,0,0,88012.0
band3,SHOPPING,10,1,1,500671,23094,405,481575.0
band2,WEB_SITE,6,1,1,0,0,0,380783.0
band1,WEB_SITE,6,1,1,0,0,0,101592.0
band3,WEB_SITE,6,1,1,0,0,0,57689.0
band3,SHOPPING,10,1,1,2820124,71895,2285,1971616.0
band3,SHOPPING,10,1,1,292107,11655,188,260333.0
band4_unjudgeable,SHOPPING,0,1,1,5478,702,7,5478.0
band4_unjudgeable,SHOPPING,0,1,1,16590,3766,17,16590.0
band3,SHOPPING,0,1,1,50131,5547,48,50810.0
band3,SHOPPING,6,1,1,1362668,43054,1233,690503.0
band1,SHOPPING,6,1,1,98816,9868,130,51094.0
band3,SHOPPING,6,1,1,97463,8240,101,72429.0
band1,WEB_SITE,6,1,1,0,0,0,19652.0
band3,WEB_SITE,6,1,1,0,0,0,90779.0
band4_unjudgeable,WEB_SITE,6,1,1,0,0,0,816.0
