발주일,발주번호,상품번호,상품명,발송수량,입고수량,미입고수량,매입단가,미입고금액,쉽먼트번호,송장번호,집하,센터도착,하차,증거등급
2025-09-11,113127142,50342949,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰16프로",64,54,10,10740,107400,39377081,460330685732;460330692651,2025-09-15 19:30,2025-09-17 10:16,2025-09-19 17:02,집하+도착+하차
2025-09-08,112823925,39017749,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15프로",10,0,10,10740,107400,39410813,460339552083;460339552094;460339552105,2025-09-16 18:41,2025-09-17 15:41,2025-09-17 11:10,집하+도착+하차
2025-09-08,112823925,50342950,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰16프로맥스",10,0,10,10740,107400,39410813,460339552083;460339552094;460339552105,2025-09-16 18:41,2025-09-17 15:41,2025-09-17 11:10,집하+도착+하차
2025-09-22,113919755,27686155,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰14프로",31,21,10,10740,107400,39836141,460489345514;460489345525;460489345536;460489345540;460489345551,2025-09-30 18:56,2025-10-02 12:36,2025-10-03 18:33,집하+도착+하차
2025-09-11,113127996,48472778,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 갤럭시S24 울트라",12,3,9,10740,96660,39372559,460328270625;460328270636;460328270640;460328270651;460328270662;460328270673,2025-09-15 19:25,2025-09-17 11:36,2025-09-18 00:07,집하+도착+하차
2025-09-15,113351136,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",9,0,9,10740,96660,39551955,460380508022;460380508033;460380508044;460380508055;460380508066;460380508070;460380508081;460380508092,2025-09-19 18:09,2025-09-26 08:42,2025-09-27 00:51,집하+도착+하차
2026-03-10,126251674,50342949,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰16프로",9,0,9,10740,96660,44540706,461854887314,2026-03-16 18:58,2026-03-17 11:53,2026-03-17 10:35,집하+도착+하차
2025-08-26,111770670,41555886,"오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2매, 아이폰 15 프로맥스, 1세트",8,0,8,11940,95520,38913991,460212337793;460212337804;460212337815;460212337826,2025-09-01 19:14,2025-09-03 09:13,2025-09-05 15:13,집하+도착+하차
2025-11-06,117218465,63688990,오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2p 세트 아이폰17프로 1세트,8,0,8,11940,95520,40888195,460777816796,2025-11-07 18:38,2025-11-08 09:40,2025-11-08 17:13,집하+도착+하차
2025-08-27,111877498,39017749,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15프로",8,0,8,10740,85920,38948976,460223542100;460223542111;460223542122;460223542133;460223542144,2025-09-02 18:25,2025-09-03 10:51,2025-09-03 10:02,집하+도착+하차
2025-08-29,112001812,41555886,"오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2매, 아이폰 15 프로맥스, 1세트",7,0,7,11940,83580,38927859,460218440846;460218440850;460218440861;460218440872,2025-09-01 19:21,2025-09-03 10:15,2025-09-04 02:39,집하+도착+하차
2025-09-15,113351044,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",7,0,7,10740,75180,39601981,460404885581,,,,추적없음
2025-11-06,117219152,39017747,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15",7,0,7,10740,75180,40883421,460776859804;460776873900,2025-11-07 18:38,2025-11-08 09:48,2025-11-08 10:02,집하+도착+하차
2026-03-27,127711266,55701817,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2매1세트, 갤럭시S25 울트라",7,0,7,10740,75180,45022383,461994194793,2026-03-30 18:42,2026-03-31 12:13,,집하+도착
2026-06-12,134001661,48562240,"[10매]오하이 버디필름 장타 비거리스티커 드라이버 우드 헤드 보호 슬라이스방지 골프필름, 드라이버용, 1세트, 드라이버용 10매 95*48mm 단일색상",8,0,8,9000,72000,47478161,462590745691,2026-06-15 19:16,2026-06-16 09:40,2026-06-17 14:37,집하+도착+하차
2026-01-02,121364130,35373954,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 13/13프로, 1세트",6,0,6,11940,71640,42626227,461279374872;461279374883,2026-01-06 18:55,2026-01-07 13:56,,집하+도착
2025-11-21,118356220,55707339,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 삼성 갤럭시 S25플러스, 1세트",7,0,7,9540,66780,41362686,460915725911;460915725922;460915725933;460915725944,2025-11-24 18:59,2025-11-25 13:26,2025-11-25 15:04,집하+도착+하차
2025-10-16,115484299,62178971,오하이 풀커버 강화유리 휴대폰 액정보호필름 2p + EZ 툴 세트 아이폰17 1세트,26,20,6,10740,64440,40199928,460595151015,2025-10-17 19:32,2025-10-20 13:46,2025-10-20 11:40,집하+도착+하차
2026-01-09,121923846,19454771,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰12/12프로",6,0,6,10740,64440,42845819,461341289426;461341295741,2026-01-13 18:12,2026-01-15 10:46,2026-01-16 23:03,집하+도착+하차
2026-04-17,129398884,48102856,오하이 갤럭시 Z플립 6 저반사 지문방지 풀커버 액정보호필름 내부3매+외부3매 1세트,6,0,6,10700,64200,45738613,462179259614,2026-04-21 18:56,2026-04-22 14:48,2026-04-22 17:11,집하+도착+하차
2026-03-27,127711266,62922000,"오하이 폴드,플립 지문방지 무광택 액정보호 필름 + 부착 안내문, 삼성 갤럭시 Z폴드7, 1세트 투명",5,0,5,12000,60000,45022383,461994194793,2026-03-30 18:42,2026-03-31 12:13,,집하+도착
2025-09-22,113919901,35373961,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14, 1세트",16,11,5,11940,59700,39826499,460486567715;460486567726;460486567730;460486567741,2025-09-30 18:58,2025-10-02 10:10,2025-10-02 12:05,집하+도착+하차
2026-06-19,134649593,41555857,"오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2매, 아이폰 15 프로, 1세트",5,0,5,11940,59700,47755483,462664704902,2026-06-22 19:06,2026-06-23 09:31,2026-06-23 10:12,집하+도착+하차
2026-05-29,132854046,48562249,"[10매]오하이 버디필름 장타 비거리스티커 드라이버 우드 헤드 보호 슬라이스방지 골프필름, 우드용, 1세트, 우드용 10매 88*30mm 단일색상",6,0,6,9000,54000,47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착
2026-06-11,133986183,48562240,"[10매]오하이 버디필름 장타 비거리스티커 드라이버 우드 헤드 보호 슬라이스방지 골프필름, 드라이버용, 1세트, 드라이버용 10매 95*48mm 단일색상",6,0,6,9000,54000,47478372,462590765453;462590766606,2026-06-16 18:24,2026-06-17 12:37,2026-06-18 00:13,집하+도착+하차
2025-09-11,113127996,27686157,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰14프로맥스",10,5,5,10740,53700,39372559,460328270625;460328270636;460328270640;460328270651;460328270662;460328270673,2025-09-15 19:25,2025-09-17 11:36,2025-09-18 00:07,집하+도착+하차
2025-09-15,113351248,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",5,0,5,10740,53700,39552405,460380763920;460380766764,2025-09-19 18:09,2025-09-25 12:14,2025-09-25 16:27,집하+도착+하차
2025-09-15,113350948,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",5,0,5,10740,53700,39601451,460404750212,2025-09-23 19:18,2025-09-25 12:43,2025-09-25 13:23,집하+도착+하차
2025-09-22,113919588,50342952,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰16",41,36,5,10740,53700,39834848,460489101052;460489101063;460489101074;460489101085,2025-09-30 18:58,2025-10-02 11:24,2025-10-02 16:12,집하+도착+하차
2025-09-28,114370547,50342949,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰16프로",43,38,5,10740,53700,39881327,460500398853;460500398864;460500398875;460500398886;460500398890,2025-10-01 19:36,2025-10-04 15:31,2025-10-04 09:55,집하+도착+하차
2025-12-25,120916154,39017749,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15프로",100,95,5,10740,53700,42395338,461207619692;461207620650,2025-12-26 19:25,2025-12-27 11:15,2025-12-28 14:00,집하+도착+하차
2025-12-25,120915858,62178970,오하이 풀커버 강화유리 휴대폰 액정보호필름 2p + EZ 툴 세트 아이폰17프로 1세트,46,41,5,10740,53700,42396054,461207720470;461207720481;461207720492,2025-12-26 19:25,2025-12-27 10:02,2025-12-28 02:43,집하+도착+하차
2026-03-25,127566387,62178967,오하이 풀커버 강화유리 휴대폰 액정보호필름 2p + EZ 툴 세트 아이폰17프로맥스 1세트,5,0,5,10740,53700,44984115,461977832072,2026-03-27 19:05,2026-03-28 08:35,,집하+도착
2026-03-27,127711266,48102856,오하이 갤럭시 Z플립 6 저반사 지문방지 풀커버 액정보호필름 내부3매+외부3매 1세트,5,0,5,10700,53500,45022383,461994194793,2026-03-30 18:42,2026-03-31 12:13,,집하+도착
2026-02-05,124147620,48102855,오하이 갤럭시 Z폴드6 저반사 지문방지 풀커버 액정보호필름 외부3매+내부 3매 1세트,4,0,4,12000,48000,43623477,461561623666;461561629443,2026-02-06 18:58,2026-02-13 10:59,2026-02-13 14:24,집하+도착+하차
2025-10-16,115487139,35373969,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 프로맥스, 1세트",4,0,4,11940,47760,40278818,460619930131;460619930142;460619930153;460619930164;460619930175,2025-10-21 18:55,2025-10-22 13:44,2025-10-22 19:39,집하+도착+하차
2025-09-15,113350734,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",4,0,4,10740,42960,39601598,460404797370,2025-09-23 19:18,2025-09-24 10:11,2025-09-24 15:08,집하+도착+하차
2025-09-15,113351275,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",4,0,4,10740,42960,39603921,460405288825;460405288836;460405288840;460405288851,2025-09-23 19:21,2025-09-25 11:22,2025-09-26 08:42,집하+도착+하차
2026-04-08,128667525,62178970,오하이 풀커버 강화유리 휴대폰 액정보호필름 2p + EZ 툴 세트 아이폰17프로 1세트,4,0,4,10740,42960,45488020,462115601312,2026-04-13 19:04,2026-04-14 10:25,,집하+도착
2026-05-15,131669847,19454771,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰12/12프로",4,0,4,10740,42960,46625741,462394895513,2026-05-19 18:58,2026-05-20 12:41,2026-05-21 00:55,집하+도착+하차
2026-03-27,127711266,50428036,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 아이폰16, 1세트",4,0,4,9540,38160,45022383,461994194793,2026-03-30 18:42,2026-03-31 12:13,,집하+도착
2026-05-29,132854046,48562240,"[10매]오하이 버디필름 장타 비거리스티커 드라이버 우드 헤드 보호 슬라이스방지 골프필름, 드라이버용, 1세트, 드라이버용 10매 95*48mm 단일색상",4,0,4,9000,36000,47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착
2025-08-25,111681196,41555886,"오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2매, 아이폰 15 프로맥스, 1세트",3,0,3,11940,35820,38913991,460212337793;460212337804;460212337815;460212337826,2025-09-01 19:14,2025-09-03 09:13,2025-09-05 15:13,집하+도착+하차
2025-09-15,113351136,50344698,"오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2매, 아이폰 16 프로맥스, 1세트",17,14,3,11940,35820,39551955,460380508022;460380508033;460380508044;460380508055;460380508066;460380508070;460380508081;460380508092,2025-09-19 18:09,2025-09-26 08:42,2025-09-27 00:51,집하+도착+하차
2026-06-12,134000097,41555864,"오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2매, 아이폰 15, 1세트",3,0,3,11940,35820,47478372,462590765453;462590766606,2026-06-16 18:24,2026-06-17 12:37,2026-06-18 00:13,집하+도착+하차
2026-06-12,133999385,55013234,"[전기종]오하이 도어락 지문방지 사생활보호 범죄예방 문캅스필름 2매+간편부착, 1세트, 지문방지필름 단일상품",4,0,4,8600,34400,47534560,462608981236,2026-06-16 18:24,2026-06-17 12:45,2026-06-19 10:45,집하+도착+하차
2025-09-15,113351387,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",3,0,3,10740,32220,39602299,460404955113,2025-09-23 19:18,2025-09-25 11:40,2025-09-25 17:10,집하+도착+하차
2025-09-24,114114697,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",3,0,3,10740,32220,39838659,460489871240,2025-10-01 19:27,2025-10-02 10:49,2025-10-04 16:01,집하+도착+하차
2025-11-06,117217817,19454769,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰12미니",5,2,3,10740,32220,40889246,460778005564;460778005575;460778005586,2025-11-07 18:36,2025-11-10 11:35,2025-11-08 21:39,집하+도착+하차
2026-03-26,127637752,39017749,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15프로",3,0,3,10740,32220,45021095,461993678134;461993686302,2026-03-30 18:42,2026-03-31 12:27,2026-03-31 16:36,집하+도착+하차
2026-05-15,131670378,19454771,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰12/12프로",24,21,3,10740,32220,46625554,462394846852;462394848974,2026-05-18 18:51,2026-05-20 11:24,2026-05-22 02:57,집하+도착+하차
2026-05-29,132855408,18371042,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰13프로맥스",3,0,3,10740,32220,47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착
2026-04-16,129308880,48102856,오하이 갤럭시 Z플립 6 저반사 지문방지 풀커버 액정보호필름 내부3매+외부3매 1세트,3,0,3,10700,32100,45721435,462174585283;462174588982,2026-04-20 19:26,2026-04-21 10:41,2026-04-23 12:53,집하+도착+하차
2026-05-29,132855408,13906323,오하이 전면 3D 풀커버 TPU 지문방지 액정보호필름 3p + 부착 가이드툴 세트 갤럭시S21울트라 1세트,3,0,3,9600,28800,47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착
2025-07-31,109639426,62922000,"오하이 폴드,플립 지문방지 무광택 액정보호 필름 + 부착 안내문, 삼성 갤럭시 Z폴드7, 1세트 투명",2,0,2,12000,24000,38032113,459916945423,2025-08-01 18:41,2025-08-02 10:46,,집하+도착
2025-08-29,112067836,57316032,"오하이 일미리 케이스 1mm 변색 없는 PC 하드 케이스, 아이폰 16",3,0,3,8000,24000,38950993,460224422162;460224429534;460224430934,2025-09-02 18:25,2025-09-03 08:39,2025-09-07 09:59,집하+도착+하차
2025-09-12,113247676,57316039,"오하이 일미리 케이스 1mm 변색 없는 PC 하드 케이스, 아이폰 15",3,0,3,8000,24000,39404080,460337727916;460337727920;460337727931;460337727942;460337727953;460337727964;460337727975,2025-09-16 18:40,2025-09-18 09:10,2025-09-18 09:20,집하+도착+하차
2025-10-10,114898481,62922000,"오하이 폴드,플립 지문방지 무광택 액정보호 필름 + 부착 안내문, 삼성 갤럭시 Z폴드7, 1세트 투명",25,23,2,12000,24000,40028672,460554719855;460554733564,2025-10-13 19:44,2025-10-15 11:18,2025-10-15 14:25,집하+도착+하차
2025-09-18,113666433,35373955,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 프로, 1세트",5,3,2,11940,23880,39601674,460404823410,2025-09-23 19:26,2025-09-25 10:41,2025-09-26 01:22,집하+도착+하차
2025-09-22,113919588,35373954,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 13/13프로, 1세트",2,0,2,11940,23880,39834848,460489101052;460489101063;460489101074;460489101085,2025-09-30 18:58,2025-10-02 11:24,2025-10-02 16:12,집하+도착+하차
2026-02-05,124148383,35373967,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 12 미니, 1세트",2,0,2,11940,23880,43664130,461583940506,2026-02-09 18:52,2026-02-12 15:05,2026-02-12 11:18,집하+도착+하차
2026-05-28,132783273,63688989,오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2p 세트 아이폰17 1세트,2,0,2,11940,23880,47021950,462482103716;462482111545,2026-05-29 18:13,2026-05-30 10:04,2026-05-30 09:42,집하+도착+하차
2026-02-11,124513934,69592743,"오하이 맥세이프 하이브리드 투명 소다 휴대폰 케이스, 갤럭시 S26 울트라",10,8,2,11000,22000,43804985,461634289126,2026-02-13 18:45,2026-02-14 08:25,2026-02-14 10:33,집하+도착+하차
2026-02-11,124513934,69592744,"오하이 맥세이프 하이브리드 투명 소다 휴대폰 케이스, 갤럭시 S26 플러스",10,8,2,11000,22000,43804985,461634289126,2026-02-13 18:45,2026-02-14 08:25,2026-02-14 10:33,집하+도착+하차
2026-02-11,124513934,69592745,"오하이 맥세이프 하이브리드 투명 소다 휴대폰 케이스, 갤럭시 S26",15,13,2,11000,22000,43804985,461634289126,2026-02-13 18:45,2026-02-14 08:25,2026-02-14 10:33,집하+도착+하차
2025-08-25,111681196,55701816,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 갤럭시S25 플러스",6,4,2,10740,21480,38913991,460212337793;460212337804;460212337815;460212337826,2025-09-01 19:14,2025-09-03 09:13,2025-09-05 15:13,집하+도착+하차
2025-09-15,113351483,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",2,0,2,10740,21480,39602049,460404903652,2025-09-23 19:18,2025-09-25 12:26,2025-09-25 18:48,집하+도착+하차
2026-05-28,132783273,39017749,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15프로",2,0,2,10740,21480,47021950,462482103716;462482111545,2026-05-29 18:13,2026-05-30 10:04,2026-05-30 09:42,집하+도착+하차
2025-07-31,109639426,62921998,"오하이 폴드,플립 지문방지 무광택 액정보호 필름 + 부착 안내문, 삼성 갤럭시 Z플립7, 1세트 투명",2,0,2,10700,21400,38032113,459916945423,2025-08-01 18:41,2025-08-02 10:46,,집하+도착
2026-03-27,127711266,37350956,오하이 갤럭시 Z플립 5 저반사 지문방지 풀커버 액정보호필름 내부3매+외부3매 1세트,2,0,2,10700,21400,45022383,461994194793,2026-03-30 18:42,2026-03-31 12:13,,집하+도착
2026-04-14,129095909,48102856,오하이 갤럭시 Z플립 6 저반사 지문방지 풀커버 액정보호필름 내부3매+외부3매 1세트,2,0,2,10700,21400,45719543,462173821535;462173823510;462173840881,2026-04-20 19:25,2026-04-22 10:46,2026-04-22 09:58,집하+도착+하차
2026-04-13,129001245,48102856,오하이 갤럭시 Z플립 6 저반사 지문방지 풀커버 액정보호필름 내부3매+외부3매 1세트,2,0,2,10700,21400,45719543,462173821535;462173823510;462173840881,2026-04-20 19:25,2026-04-22 10:46,2026-04-22 09:58,집하+도착+하차
2026-07-09,136435977,63427939,오하이 일미리 맥세이프 케이스 1mm PC 하드 케이스 투명 아이폰 14프로맥스,2,0,2,10080,20160,48441426,462829002451,2026-07-13 19:05,2026-07-14 11:05,2026-07-14 15:52,집하+도착+하차
2026-03-25,127566387,21585994,오하이 전면 3D 풀커버 TPU 지문방지 액정보호필름 3p + 부착 가이드툴 세트 갤럭시S22울트라 1세트,2,0,2,9600,19200,44984115,461977832072,2026-03-27 19:05,2026-03-28 08:35,,집하+도착
2026-04-16,129308880,65314217,"오하이 전면 3D 풀커버 TPU 지문방지 무광택 필름 + 부착 가이드툴 아이폰 17 Pro, 3매입 1세트",2,0,2,9600,19200,45721435,462174585283;462174588982,2026-04-20 19:26,2026-04-21 10:41,2026-04-23 12:53,집하+도착+하차
2026-05-29,132855408,55705544,"오하이 지문방지 PET 무광필름 2매, 갤럭시 S25울트라, 1세트",2,0,2,9600,19200,47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착
2025-09-05,112650168,40840056,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 아이폰12/12프로, 1세트",2,0,2,9540,19080,39101580,460255334066;460255334070;460255334081;460255334092,2025-09-05 19:27,2025-09-06 14:16,2025-09-06 16:25,집하+도착+하차
2025-09-28,114369414,38265698,"오하이 태블릿 지문방지 필름 2매, 갤럭시탭S9울트라 투명",2,0,2,9540,19080,39888422,460502133372,2025-10-02 16:44,2025-10-04 12:30,2025-10-07 12:05,집하+도착+하차
2025-11-28,118898200,41670033,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시 S23FE, 1세트",11,9,2,9540,19080,41546127,460965341605,2025-11-28 18:35,2025-11-29 09:20,2025-11-29 23:13,집하+도착+하차
2026-03-27,127711266,48183125,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시 A35, 1세트",2,0,2,9540,19080,45022383,461994194793,2026-03-30 18:42,2026-03-31 12:13,,집하+도착
2026-04-16,129308880,40840066,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 아이폰13미니, 1세트",2,0,2,9540,19080,45721435,462174585283;462174588982,2026-04-20 19:26,2026-04-21 10:41,2026-04-23 12:53,집하+도착+하차
2026-04-17,129398884,41670010,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시 S24울트라, 1세트",2,0,2,9540,19080,45738613,462179259614,2026-04-21 18:56,2026-04-22 14:48,2026-04-22 17:11,집하+도착+하차
2026-07-09,136435977,36684361,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시노트20울트라, 1세트",2,0,2,9540,19080,48441426,462829002451,2026-07-13 19:05,2026-07-14 11:05,2026-07-14 15:52,집하+도착+하차
2026-01-09,121924610,53305588,"[20매]오하이 버디필름 장타 비거리스티커 드라이버 우드 헤드 보호 슬라이스방지 골프필름, 드라이버용, 1세트, 드라이버용 20매 95*48mm 단일색상",12,11,1,14000,14000,42843250,461340343306,2026-01-13 18:09,2026-01-14 10:41,2026-01-14 09:21,집하+도착+하차
2025-10-20,115648017,52728766,"오하이 사생활보호 프라이버시 TPU 지문인식 휴대폰 액정보호필름 2매+간편부착 툴, 삼성 갤럭시 S24FE, 2개입",2,0,2,6705,13410,40295202,460623943603,,,,추적없음
2026-03-27,127711266,50427107,"오하이 사생활보호 프라이버시 TPU 지문인식 휴대폰 액정보호필름 2매+간편부착 툴, 애플 아이폰 16프로, 1세트",2,0,2,6705,13410,45022383,461994194793,2026-03-30 18:42,2026-03-31 12:13,,집하+도착
2025-08-01,109786280,62922000,"오하이 폴드,플립 지문방지 무광택 액정보호 필름 + 부착 안내문, 삼성 갤럭시 Z폴드7, 1세트 투명",120,119,1,12000,12000,38109379,460017222523;460017222534;460017222545;460017222556;460017222560;460017222571;460017222582;460017222593;460017222604,2025-08-04 19:02,2025-08-05 16:34,2025-08-05 16:53,집하+도착+하차
2026-04-15,129212670,48102855,오하이 갤럭시 Z폴드6 저반사 지문방지 풀커버 액정보호필름 외부3매+내부 3매 1세트,1,0,1,12000,12000,45719543,462173821535;462173823510;462173840881,2026-04-20 19:25,2026-04-22 10:46,2026-04-22 09:58,집하+도착+하차
2026-04-13,129001245,48102855,오하이 갤럭시 Z폴드6 저반사 지문방지 풀커버 액정보호필름 외부3매+내부 3매 1세트,1,0,1,12000,12000,45719543,462173821535;462173823510;462173840881,2026-04-20 19:25,2026-04-22 10:46,2026-04-22 09:58,집하+도착+하차
2026-04-17,129399158,48102855,오하이 갤럭시 Z폴드6 저반사 지문방지 풀커버 액정보호필름 외부3매+내부 3매 1세트,1,0,1,12000,12000,45738613,462179259614,2026-04-21 18:56,2026-04-22 14:48,2026-04-22 17:11,집하+도착+하차
2026-05-29,132855408,27217841,오하이 갤럭시 Z폴드4 지문방지 풀커버 저반사 매트 액정보호필름 전면 3매+내부 3매 1세트,1,0,1,12000,12000,47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착
2026-05-29,132855408,37350957,오하이 지문방지 풀커버 저반사 매트 액정보호필름 전면 3매+내부 3매 +option+ 갤럭시 Z폴드5 ::,1,0,1,12000,12000,47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착
2026-07-09,136435977,37350957,오하이 지문방지 풀커버 저반사 매트 액정보호필름 전면 3매+내부 3매 +option+ 갤럭시 Z폴드5 ::,1,0,1,12000,12000,48441426,462829002451,2026-07-13 19:05,2026-07-14 11:05,2026-07-14 15:52,집하+도착+하차
2025-09-11,113127996,35373965,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 플러스, 1세트",1,0,1,11940,11940,39372559,460328270625;460328270636;460328270640;460328270651;460328270662;460328270673,2025-09-15 19:25,2025-09-17 11:36,2025-09-18 00:07,집하+도착+하차
2025-09-08,112785355,35373965,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 플러스, 1세트",1,0,1,11940,11940,39373869,460329038805;460329038816;460329038820;460329038831;460329038842;460329038853;460329038864;460329038875;460329038886,2025-09-15 19:23,2025-09-18 11:34,2025-09-18 17:36,집하+도착+하차
2025-09-19,113783833,35373954,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 13/13프로, 1세트",5,4,1,11940,11940,39603921,460405288825;460405288836;460405288840;460405288851,2025-09-23 19:21,2025-09-25 11:22,2025-09-26 08:42,집하+도착+하차
2025-09-25,114212353,35373954,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 13/13프로, 1세트",9,8,1,11940,11940,39827051,460486838630;460486845372,2025-09-30 18:56,2025-10-02 10:44,2025-10-02 17:39,집하+도착+하차
2025-09-23,114052773,35373955,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 프로, 1세트",1,0,1,11940,11940,39836141,460489345514;460489345525;460489345536;460489345540;460489345551,2025-09-30 18:56,2025-10-02 12:36,2025-10-03 18:33,집하+도착+하차
2025-10-02,114832258,63688991,오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2p 세트 아이폰17프로맥스 1세트,1,0,1,11940,11940,40017421,460549756870,2025-10-13 19:26,2025-10-15 11:25,2025-10-15 16:05,집하+도착+하차
2025-12-05,119441784,35373963,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 12/12프로, 1세트",6,5,1,11940,11940,41766179,461028226050;461028226061;461028226072;461028226083;461028226094,2025-12-05 18:29,2025-12-10 11:43,2025-12-15 08:36,집하+도착+하차
