발주일,발주번호,물류센터,상품번호,상품명,발송수량,쿠팡정산수량,미정산수량,매입단가,미정산금액,쿠팡정산금액,계산서번호,지급일,정산상태,쉽먼트번호,송장번호,집하,센터도착,하차,증거등급,쿠팡정산수량_재판정,미정산금액_재판정,연령기준일,연령기준일출처,경과일수,연령버킷
2026-02-11,124513934,시흥2,69592743,"오하이 맥세이프 하이브리드 투명 소다 휴대폰 케이스, 갤럭시 S26 울트라",10,8,2,11000,22000,88000,28750460,2026-04-15,정산됨(일부),43804985,461634289126,2026-02-13 18:45,2026-02-14 08:25,2026-02-14 10:33,집하+도착+하차,8,22000,2026-02-14,①하차일(제3자),173,91~180일
2026-02-11,124513934,시흥2,69592744,"오하이 맥세이프 하이브리드 투명 소다 휴대폰 케이스, 갤럭시 S26 플러스",10,8,2,11000,22000,88000,28750460,2026-04-15,정산됨(일부),43804985,461634289126,2026-02-13 18:45,2026-02-14 08:25,2026-02-14 10:33,집하+도착+하차,8,22000,2026-02-14,①하차일(제3자),173,91~180일
2026-02-11,124513934,시흥2,69592745,"오하이 맥세이프 하이브리드 투명 소다 휴대폰 케이스, 갤럭시 S26",15,13,2,11000,22000,143000,28750460,2026-04-15,정산됨(일부),43804985,461634289126,2026-02-13 18:45,2026-02-14 08:25,2026-02-14 10:33,집하+도착+하차,13,22000,2026-02-14,①하차일(제3자),173,91~180일
2025-09-15,113351483,인천28,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",2,0,2,10740,21480,0,,,정산명세에 없음(전량 미정산),39602049,460404903652,2025-09-23 19:18,2025-09-25 12:26,2025-09-25 18:48,집하+도착+하차,0,21480,2025-09-25,①하차일(제3자),315,181~365일
2025-07-31,109639426,이천4,62921998,"오하이 폴드,플립 지문방지 무광택 액정보호 필름 + 부착 안내문, 삼성 갤럭시 Z플립7, 1세트 투명",2,0,2,10700,21400,0,,,계산서 미발행(전량 미정산),38032113,459916945423,2025-08-01 18:41,2025-08-02 10:46,,집하+도착,0,21400,2025-08-02,②센터도착일(제3자),369,366일+
2026-04-14,129095909,동탄1,48102856,오하이 갤럭시 Z플립 6 저반사 지문방지 풀커버 액정보호필름 내부3매+외부3매 1세트,2,0,2,10700,21400,0,,,계산서 미발행(전량 미정산),45719543,462173821535;462173823510;462173840881,2026-04-20 19:25,2026-04-22 10:46,2026-04-22 09:58,집하+도착+하차,0,21400,2026-04-22,①하차일(제3자),106,91~180일
2026-04-13,129001245,동탄1,48102856,오하이 갤럭시 Z플립 6 저반사 지문방지 풀커버 액정보호필름 내부3매+외부3매 1세트,2,0,2,10700,21400,0,,,정산명세에 없음(전량 미정산),45719543,462173821535;462173823510;462173840881,2026-04-20 19:25,2026-04-22 10:46,2026-04-22 09:58,집하+도착+하차,0,21400,2026-04-22,①하차일(제3자),106,91~180일
2026-03-25,127566387,이천4,21585994,오하이 전면 3D 풀커버 TPU 지문방지 액정보호필름 3p + 부착 가이드툴 세트 갤럭시S22울트라 1세트,2,0,2,9600,19200,0,,,계산서 미발행(전량 미정산),44984115,461977832072,2026-03-27 19:05,2026-03-28 08:35,,집하+도착,0,19200,2026-03-28,②센터도착일(제3자),131,91~180일
2026-05-29,132855408,이천4,55705544,"오하이 지문방지 PET 무광필름 2매, 갤럭시 S25울트라, 1세트",2,0,2,9600,19200,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,19200,2026-06-09,②센터도착일(제3자),58,31~60일
2025-09-05,112650168,경기광주3,40840056,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 아이폰12/12프로, 1세트",2,0,2,9540,19080,0,,,계산서 미발행(전량 미정산),39101580,460255334066;460255334070;460255334081;460255334092,2025-09-05 19:27,2025-09-06 14:16,2025-09-06 16:25,집하+도착+하차,0,19080,2025-09-06,①하차일(제3자),334,181~365일
2025-09-28,114369414,대구2,38265698,"오하이 태블릿 지문방지 필름 2매, 갤럭시탭S9울트라 투명",2,0,2,9540,19080,0,,,계산서 미발행(전량 미정산),39888422,460502133372,2025-10-02 16:44,2025-10-04 12:30,2025-10-07 12:05,집하+도착+하차,0,19080,2025-10-07,①하차일(제3자),303,181~365일
2025-11-28,118898200,대구3,41670033,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시 S23FE, 1세트",11,9,2,9540,19080,85860,27934368,2026-01-28,정산됨(일부),41546127,460965341605,2025-11-28 18:35,2025-11-29 09:20,2025-11-29 23:13,집하+도착+하차,9,19080,2025-11-29,①하차일(제3자),250,181~365일
2026-04-17,129398884,경기광주3,41670010,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시 S24울트라, 1세트",2,0,2,9540,19080,0,,,정산명세에 없음(전량 미정산),45738613,462179259614,2026-04-21 18:56,2026-04-22 14:48,2026-04-22 17:11,집하+도착+하차,0,19080,2026-04-22,①하차일(제3자),106,91~180일
2026-01-09,121924610,서울,53305588,"[20매]오하이 버디필름 장타 비거리스티커 드라이버 우드 헤드 보호 슬라이스방지 골프필름, 드라이버용, 1세트, 드라이버용 20매 95*48mm 단일색상",12,11,1,14000,14000,154000,28424896,2026-03-13,정산됨(일부),42843250,461340343306,2026-01-13 18:09,2026-01-14 10:41,2026-01-14 09:21,집하+도착+하차,11,14000,2026-01-14,①하차일(제3자),204,181~365일
2025-10-20,115648017,인천14,52728766,"오하이 사생활보호 프라이버시 TPU 지문인식 휴대폰 액정보호필름 2매+간편부착 툴, 삼성 갤럭시 S24FE, 2개입",2,0,2,6705,13410,0,,,계산서 미발행(전량 미정산),40295202,460623943603,,,,추적없음,0,13410,,④판정불가(추적기록 없음),,판정불가
2025-08-01,109786280,고양1,62922000,"오하이 폴드,플립 지문방지 무광택 액정보호 필름 + 부착 안내문, 삼성 갤럭시 Z폴드7, 1세트 투명",602,601,1,12000,12000,7212000,26536706,2025-10-02,정산됨(일부),38109379,460017222523;460017222534;460017222545;460017222556;460017222560;460017222571;460017222582;460017222593;460017222604,2025-08-04 19:02,2025-08-05 16:34,2025-08-05 16:53,집하+도착+하차,601,12000,2025-08-05,①하차일(제3자),366,366일+
2026-04-15,129212670,동탄1,48102855,오하이 갤럭시 Z폴드6 저반사 지문방지 풀커버 액정보호필름 외부3매+내부 3매 1세트,1,0,1,12000,12000,0,,,정산명세에 없음(전량 미정산),45719543,462173821535;462173823510;462173840881,2026-04-20 19:25,2026-04-22 10:46,2026-04-22 09:58,집하+도착+하차,0,12000,2026-04-22,①하차일(제3자),106,91~180일
2026-04-13,129001245,동탄1,48102855,오하이 갤럭시 Z폴드6 저반사 지문방지 풀커버 액정보호필름 외부3매+내부 3매 1세트,1,0,1,12000,12000,0,,,정산명세에 없음(전량 미정산),45719543,462173821535;462173823510;462173840881,2026-04-20 19:25,2026-04-22 10:46,2026-04-22 09:58,집하+도착+하차,0,12000,2026-04-22,①하차일(제3자),106,91~180일
2026-04-17,129399158,경기광주3,48102855,오하이 갤럭시 Z폴드6 저반사 지문방지 풀커버 액정보호필름 외부3매+내부 3매 1세트,1,0,1,12000,12000,0,,,정산명세에 없음(전량 미정산),45738613,462179259614,2026-04-21 18:56,2026-04-22 14:48,2026-04-22 17:11,집하+도착+하차,0,12000,2026-04-22,①하차일(제3자),106,91~180일
2026-05-29,132855408,이천4,27217841,오하이 갤럭시 Z폴드4 지문방지 풀커버 저반사 매트 액정보호필름 전면 3매+내부 3매 1세트,1,0,1,12000,12000,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,12000,2026-06-09,②센터도착일(제3자),58,31~60일
2026-05-29,132855408,이천4,37350957,오하이 지문방지 풀커버 저반사 매트 액정보호필름 전면 3매+내부 3매 +option+ 갤럭시 Z폴드5 ::,1,0,1,12000,12000,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,12000,2026-06-09,②센터도착일(제3자),58,31~60일
2025-09-11,113127996,이천2,35373965,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 플러스, 1세트",1,0,1,11940,11940,0,,,정산명세에 없음(전량 미정산),39372559,460328270625;460328270636;460328270640;460328270651;460328270662;460328270673,2025-09-15 19:25,2025-09-17 11:36,2025-09-18 00:07,집하+도착+하차,0,11940,2025-09-18,①하차일(제3자),322,181~365일
2025-09-08,112785355,인천32,35373965,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 플러스, 1세트",1,0,1,11940,11940,0,,,계산서 미발행(전량 미정산),39373869,460329038805;460329038816;460329038820;460329038831;460329038842;460329038853;460329038864;460329038875;460329038886,2025-09-15 19:23,2025-09-18 11:34,2025-09-18 17:36,집하+도착+하차,0,11940,2025-09-18,①하차일(제3자),322,181~365일
2025-09-19,113783833,동탄1,35373954,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 13/13프로, 1세트",5,4,1,11940,11940,47760,27182174,2025-11-25,정산됨(일부),39603921,460405288825;460405288836;460405288840;460405288851,2025-09-23 19:21,2025-09-25 11:22,2025-09-26 08:42,집하+도착+하차,4,11940,2025-09-26,①하차일(제3자),314,181~365일
2025-09-25,114212353,인천28,35373954,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 13/13프로, 1세트",9,8,1,11940,11940,95520,27286468,2025-12-01,정산됨(일부),39827051,460486838630;460486845372,2025-09-30 18:56,2025-10-02 10:44,2025-10-02 17:39,집하+도착+하차,8,11940,2025-10-02,①하차일(제3자),308,181~365일
2025-09-23,114052773,인천32,35373955,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 프로, 1세트",1,0,1,11940,11940,0,,,정산명세에 없음(전량 미정산),39836141,460489345514;460489345525;460489345536;460489345540;460489345551,2025-09-30 18:56,2025-10-02 12:36,2025-10-03 18:33,집하+도착+하차,0,11940,2025-10-03,①하차일(제3자),307,181~365일
2025-10-02,114832258,동탄1,63688991,오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2p 세트 아이폰17프로맥스 1세트,1,0,1,11940,11940,0,,,계산서 미발행(전량 미정산),40017421,460549756870,2025-10-13 19:26,2025-10-15 11:25,2025-10-15 16:05,집하+도착+하차,0,11940,2025-10-15,①하차일(제3자),295,181~365일
2025-12-05,119441784,안산3,35373963,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 12/12프로, 1세트",6,5,1,11940,11940,59700,28041305,2026-02-06,정산됨(일부),41766179,461028226050;461028226061;461028226072;461028226083;461028226094,2025-12-05 18:29,2025-12-10 11:43,2025-12-15 08:36,집하+도착+하차,5,11940,2025-12-15,①하차일(제3자),234,181~365일
2025-12-19,120434528,양산1,35373955,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 프로, 1세트",1,0,1,11940,11940,0,,,정산명세에 없음(전량 미정산),42271073,461176280504,2025-12-23 18:20,2025-12-24 08:57,2025-12-27 02:02,집하+도착+하차,0,11940,2025-12-27,①하차일(제3자),222,181~365일
2026-02-19,124930198,대구3,35373955,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 14 프로, 1세트",1,0,1,11940,11940,0,,,정산명세에 없음(전량 미정산),44063065,461713340664,2026-02-25 18:45,2026-02-26 09:47,2026-02-26 10:25,집하+도착+하차,0,11940,2026-02-26,①하차일(제3자),161,91~180일
2026-05-29,132855408,이천4,35373956,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 13 프로맥스, 1세트",1,0,1,11940,11940,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,11940,2026-06-09,②센터도착일(제3자),58,31~60일
2026-06-12,134057805,동탄1,41555878,"오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2매, 아이폰 15 플러스, 1세트",2,1,1,11940,11940,11940,30050589,2026-08-14,정산됨(일부),47528735,462608191194;462608193482,2026-06-16 18:18,2026-06-17 10:45,2026-06-17 13:59,집하+도착+하차,1,11940,2026-06-17,①하차일(제3자),50,31~60일
2026-07-08,136309026,시흥2,41555878,"오하이 EZ툴 풀커버 사생활보호 프라이버시 강화유리 휴대폰 액정보호필름 2매, 아이폰 15 플러스, 1세트",1,0,1,11940,11940,0,,,정산명세에 없음(전량 미정산),48441135,462828934341,2026-07-13 19:06,2026-07-14 12:45,2026-07-14 14:46,집하+도착+하차,0,11940,2026-07-14,①하차일(제3자),23,0~30일
2026-07-09,136435977,대구3,35373967,"오하이 EZ툴 아이폰 풀커버 사생활보호 프라이버시 강화유리필름 2매, 아이폰 12 미니, 1세트",1,0,1,11940,11940,0,,,정산명세에 없음(전량 미정산),48441426,462829002451,2026-07-13 19:05,2026-07-14 11:05,2026-07-14 15:52,집하+도착+하차,0,11940,2026-07-14,①하차일(제3자),23,0~30일
2025-08-21,111351046,고양1,50342950,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰16프로맥스",1,0,1,10740,10740,0,,,정산명세에 없음(전량 미정산),38721292,460165601862;460165606084;460165608243,2025-08-25 19:25,2025-08-28 16:28,2025-08-28 10:41,집하+도착+하차,0,10740,2025-08-28,①하차일(제3자),343,181~365일
2025-08-21,111351046,고양1,50342952,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰16",1,0,1,10740,10740,0,,,정산명세에 없음(전량 미정산),38721292,460165601862;460165606084;460165608243,2025-08-25 19:25,2025-08-28 16:28,2025-08-28 10:41,집하+도착+하차,0,10740,2025-08-28,①하차일(제3자),343,181~365일
2025-09-05,112597865,창원3,27686154,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰14",11,10,1,10740,10740,107400,26970627,2025-11-10,정산됨(일부),39161159,460274016226;460274016230;460274016241;460274016252,2025-09-08 20:02,2025-09-10 10:18,2025-09-11 14:33,집하+도착+하차,10,10740,2025-09-11,①하차일(제3자),329,181~365일
2025-09-15,113350160,서울,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",1,0,1,10740,10740,0,,,정산명세에 없음(전량 미정산),39552942,460380858000;460380858011;460380858022,2025-09-19 18:09,2025-09-25 11:45,2025-09-25 10:47,집하+도착+하차,0,10740,2025-09-25,①하차일(제3자),315,181~365일
2025-09-15,113350832,창원4,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",1,0,1,10740,10740,0,,,정산명세에 없음(전량 미정산),39553256,460380945312;460380947165,2025-09-19 18:09,2025-09-25 10:41,2025-09-27 09:52,집하+도착+하차,0,10740,2025-09-27,①하차일(제3자),313,181~365일
2025-09-28,114370547,고양1,39017747,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15",41,40,1,10740,10740,429600,27295681,2025-12-03,정산됨(일부),39881327,460500398853;460500398864;460500398875;460500398886;460500398890,2025-10-01 19:36,2025-10-04 15:31,2025-10-04 09:55,집하+도착+하차,40,10740,2025-10-04,①하차일(제3자),306,181~365일
2025-11-06,117219354,전라광주4,55701817,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2매1세트, 갤럭시S25 울트라",2,1,1,10740,10740,10740,27684833,2026-01-09,정산됨(일부),40885608,460777294342,2025-11-07 18:35,2025-11-08 08:34,2025-11-10 14:24,집하+도착+하차,1,10740,2025-11-10,①하차일(제3자),269,181~365일
2025-11-19,118154456,인천32,50342949,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰16프로",28,27,1,10740,10740,289980,27865244,2026-01-22,정산됨(일부),41331489,460903014073;460903018623,2025-11-21 18:29,2025-11-22 12:04,2025-11-23 03:16,집하+도착+하차,27,10740,2025-11-23,①하차일(제3자),256,181~365일
2025-11-21,118355646,인천4,62178971,오하이 풀커버 강화유리 휴대폰 액정보호필름 2p + EZ 툴 세트 아이폰17 1세트,119,118,1,10740,10740,1267320,27888053;27899821,2026-01-23;2026-01-26,정산됨(일부),41363488,460916010240;460916010251;460916010262;460916010273;460916010284,2025-11-24 18:59,2025-11-27 11:21,2025-11-27 10:33,집하+도착+하차,118,10740,2025-11-27,①하차일(제3자),252,181~365일
2025-12-25,120917675,인천14,19454771,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰12/12프로",31,30,1,10740,10740,322200,28343760,2026-03-06,정산됨(일부),42569635,461256992906;461256992910;461256992921;461256992932,2026-01-05 19:16,2026-01-06 12:32,2026-01-06 13:26,집하+도착+하차,30,10740,2026-01-06,①하차일(제3자),212,181~365일
2026-01-02,121363635,경기광주1,62178971,오하이 풀커버 강화유리 휴대폰 액정보호필름 2p + EZ 툴 세트 아이폰17 1세트,17,16,1,10740,10740,171840,28365640,2026-03-06,정산됨(일부),42633422,461281749526,2026-01-06 19:03,2026-01-07 12:13,2026-01-07 13:47,집하+도착+하차,16,10740,2026-01-07,①하차일(제3자),211,181~365일
2026-01-29,123619321,인천28,19454771,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰12/12프로",11,10,1,10740,10740,107400,28681044,2026-04-07,정산됨(일부),43490339,461520860905;461520863064,2026-02-03 18:55,2026-02-05 10:54,2026-02-06 20:39,집하+도착+하차,10,10740,2026-02-06,①하차일(제3자),181,181~365일
2026-03-09,126174897,서울,50342949,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰16프로",42,41,1,10740,10740,440340,29015458;29089021,2026-05-15,정산됨(일부),44540706,461854887314,2026-03-16 18:58,2026-03-17 11:53,2026-03-17 10:35,집하+도착+하차,41,10740,2026-03-17,①하차일(제3자),142,91~180일
2026-03-25,127563275,대구3,39017749,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15프로",14,13,1,10740,10740,139620,29165295,2026-05-29,정산됨(일부),45021095,461993678134;461993686302,2026-03-30 18:42,2026-03-31 12:27,2026-03-31 16:36,집하+도착+하차,13,10740,2026-03-31,①하차일(제3자),128,91~180일
2026-03-27,127711266,동탄1,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",1,0,1,10740,10740,0,,,정산명세에 없음(전량 미정산),45022383,461994194793,2026-03-30 18:42,2026-03-31 12:13,,집하+도착,0,10740,2026-03-31,②센터도착일(제3자),128,91~180일
2026-04-03,128283448,고양1,39017751,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15플러스",1,0,1,10740,10740,0,,,정산명세에 없음(전량 미정산),45251546,462054497100;462054499826,2026-04-06 19:10,2026-04-07 14:40,2026-04-07 11:40,집하+도착+하차,0,10740,2026-04-07,①하차일(제3자),121,91~180일
2026-05-08,131035242,인천32,18371042,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰13프로맥스",8,7,1,10740,10740,75180,29612469,2026-07-10,정산됨(일부),46313178,462316595661;462316598192;462316600303,2026-05-08 19:17,2026-05-13 12:33,2026-05-16 01:42,집하+도착+하차,7,10740,2026-05-16,①하차일(제3자),82,61~90일
2026-06-05,133402531,인천4,39017754,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15프로맥스",62,61,1,10740,10740,655140,29939078,2026-08-07,정산됨(일부),47281616,462550053814;462550057686;462550061013,2026-06-08 18:57,2026-06-09 15:55,2026-06-09 14:13,집하+도착+하차,61,10740,2026-06-09,①하차일(제3자),58,31~60일
2026-06-02,133219455,동탄1,39017749,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰15프로",1,0,1,10740,10740,0,,,정산명세에 없음(전량 미정산),47283027,462550868430,2026-06-08 19:03,2026-06-09 12:28,2026-06-09 11:59,집하+도착+하차,0,10740,2026-06-09,①하차일(제3자),58,31~60일
2026-05-29,132855408,이천4,27686157,"오하이 풀커버 강화유리 액정보호필름 + 이지솔루션 제공, 2개, 아이폰14프로맥스",1,0,1,10740,10740,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,10740,2026-06-09,②센터도착일(제3자),58,31~60일
2026-07-10,136497707,대구3,19454771,"오하이 풀커버 강화유리 액정보호필름2개 + EZ툴 제공, 아이폰12/12프로",1,0,1,10740,10740,0,,,정산명세에 없음(전량 미정산),48441426,462829002451,2026-07-13 19:05,2026-07-14 11:05,2026-07-14 15:52,집하+도착+하차,0,10740,2026-07-14,①하차일(제3자),23,0~30일
2026-03-13,126502203,이천4,37350956,오하이 갤럭시 Z플립 5 저반사 지문방지 풀커버 액정보호필름 내부3매+외부3매 1세트,2,1,1,10700,10700,10700,29026809,2026-05-15,정산됨(일부),44540894,461854903414,2026-03-16 18:59,2026-03-17 11:20,2026-03-18 09:48,집하+도착+하차,1,10700,2026-03-18,①하차일(제3자),141,91~180일
2025-07-25,109166849,인천4,54737734,"오하이 아이패드 갤럭시탭 6H 유리코팅 방탄강화 블루라이트 차단 고투명 PET 액정보호필름 간편부착 2매, 갤럭시탭 S9FE 플러스 12.4인치, 1개",2,1,1,10140,10140,10140,26415643,2025-09-26,정산됨(일부),37905752,459890231942;459890234672,2025-07-29 18:36,2025-07-30 07:42,2025-07-30 09:19,집하+도착+하차,1,10140,2025-07-30,①하차일(제3자),372,366일+
2025-08-04,109955885,인천4,54737738,"오하이 아이패드 갤럭시탭 6H 유리코팅 방탄강화 블루라이트 차단 고투명 PET 액정보호필름 간편부착 2매, 갤럭시탭 S7 11인치, 1개",2,1,1,10140,10140,10140,26522336,2025-10-02,정산됨(일부),38160231,460029117553,2025-08-06 19:08,2025-08-07 08:26,2025-08-07 09:27,집하+도착+하차,1,10140,2025-08-07,①하차일(제3자),364,181~365일
2025-10-10,114995173,대구2,41911911,"오하이 지문방지 PET 무광필름 2매, 갤럭시 S24, 1세트",1,0,1,9600,9600,0,,,계산서 미발행(전량 미정산),40030218,460555183535;460555187024,2025-10-13 19:44,2025-10-15 12:32,2025-10-15 15:15,집하+도착+하차,0,9600,2025-10-15,①하차일(제3자),295,181~365일
2025-10-15,115340779,창원4,36758768,"오하이 지문방지 PET 무광필름 2매, 아이폰13프로맥스, 1세트",2,1,1,9600,9600,9600,27442270,2025-12-19,정산됨(일부),40285172,460620859230;460620859473,2025-10-21 18:55,2025-10-22 10:20,2025-10-22 13:25,집하+도착+하차,1,9600,2025-10-22,①하차일(제3자),288,181~365일
2026-03-25,127566387,이천4,65314216,"오하이 전면 3D 풀커버 TPU 지문방지 무광택 필름 + 부착 가이드툴, 아이폰 17, 3매입 1세트",1,0,1,9600,9600,0,,,계산서 미발행(전량 미정산),44984115,461977832072,2026-03-27 19:05,2026-03-28 08:35,,집하+도착,0,9600,2026-03-28,②센터도착일(제3자),131,91~180일
2026-06-02,133219375,대구3,65314217,"오하이 전면 3D 풀커버 TPU 지문방지 무광택 필름 + 부착 가이드툴 아이폰 17 Pro, 3매입 1세트",2,1,1,9600,9600,9600,29965334,2026-08-07,정산됨(일부),47282961,462550776590;462550783100,2026-06-08 18:56,2026-06-09 12:54,2026-06-09 23:23,집하+도착+하차,1,9600,2026-06-09,①하차일(제3자),58,31~60일
2026-05-29,132855408,이천4,21585981,오하이 전면 3D 풀커버 TPU 지문방지 액정보호필름 3p + 부착 가이드툴 세트 갤럭시 S22 1세트,1,0,1,9600,9600,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,9600,2026-06-09,②센터도착일(제3자),58,31~60일
2026-05-29,132855408,이천4,31729104,"오하이 지문방지 PET 무광필름 2매, 갤럭시S23플러스, 1세트",1,0,1,9600,9600,0,,,계산서 미발행(전량 미정산),47283633,462551161435,2026-06-08 19:04,2026-06-09 12:18,,집하+도착,0,9600,2026-06-09,②센터도착일(제3자),58,31~60일
2025-07-22,108984115,인천36,41241005,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 아이폰 X/XS/11프로, 1세트",4,3,1,9540,9540,28620,26391293,2025-09-26,정산됨(일부),37830167,459867546574,2025-07-25 18:43,2025-07-26 07:42,2025-07-28 11:13,집하+도착+하차,3,9540,2025-07-28,①하차일(제3자),374,366일+
2025-08-04,109907583,인천32,41670025,"오하이 전면 3D 풀커버 TPU 지문방지 무광택 필름 3p + 부착 가이드툴, 갤럭시 S24플러스, 1세트",45,44,1,9540,9540,419760,26564877,2025-10-02,정산됨(일부),38157923,460028426653;460028430131;460028431424,2025-08-06 19:07,2025-08-07 11:15,2025-08-10 02:02,집하+도착+하차,44,9540,2025-08-10,①하차일(제3자),361,181~365일
2025-08-13,110689197,창원4,41241011,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 아이폰SE2/SE3, 1세트",1,0,1,9540,9540,0,,,정산명세에 없음(전량 미정산),38417031,460087480624,2025-08-18 19:35,2025-08-19 11:39,2025-08-21 09:33,집하+도착+하차,0,9540,2025-08-21,①하차일(제3자),350,181~365일
2025-08-11,110481364,대구6,41670010,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시 S24울트라, 1세트",37,36,1,9540,9540,343440,26657486,2025-10-17,정산됨(일부),38439229,460089283625,2025-08-18 19:36,2025-08-19 13:42,2025-08-19 14:01,집하+도착+하차,36,9540,2025-08-19,①하차일(제3자),352,181~365일
2025-09-05,112597865,창원3,41670025,"오하이 전면 3D 풀커버 TPU 지문방지 무광택 필름 3p + 부착 가이드툴, 갤럭시 S24플러스, 1세트",31,30,1,9540,9540,286200,26942427,2025-11-07,정산됨(일부),39161159,460274016226;460274016230;460274016241;460274016252,2025-09-08 20:02,2025-09-10 10:18,2025-09-11 14:33,집하+도착+하차,30,9540,2025-09-11,①하차일(제3자),329,181~365일
2025-09-12,113201018,인천28,53854611,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시 A16 5G, 1세트",10,9,1,9540,9540,85860,27139912,2025-11-17,정산됨(일부),39376667,460330567970;460330567981;460330567992;460330568003;460330568014,2025-09-15 19:16,2025-09-18 09:26,2025-09-18 15:10,집하+도착+하차,9,9540,2025-09-18,①하차일(제3자),322,181~365일
2025-11-28,118877927,안산3,42671147,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 삼성 갤럭시 S9, 1세트",1,0,1,9540,9540,0,,,정산명세에 없음(전량 미정산),41594911,460985693840;460985693851;460985693862;460985693873;460985693884,2025-12-02 17:54,2025-12-03 10:20,2025-12-04 17:30,집하+도착+하차,0,9540,2025-12-04,①하차일(제3자),245,181~365일
2026-03-13,126502203,이천4,41670004,"오하이 전면 3D 풀커버 TPU 지문방지 + 무광택 휴대폰 액정보호필름 3p + 부착 가이드툴, 갤럭시 S24, 1세트",1,0,1,9540,9540,0,,,정산명세에 없음(전량 미정산),44540894,461854903414,2026-03-16 18:59,2026-03-17 11:20,2026-03-18 09:48,집하+도착+하차,0,9540,2026-03-18,①하차일(제3자),141,91~180일
