adgroup_id,mall_product_id,campaign_id
grp-a001-02-000000043610930,11619806388,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696306470,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696306464,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696306463,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696306467,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696306466,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696306471,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696306469,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696306468,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11696306465,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11175030293,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11174904521,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11149384244,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11495524084,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11495508351,cmp-a001-02-000000008336372
grp-a001-02-000000043610930,11495494402,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,380397804,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,8777091875,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,9795675856,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,9795815284,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,8595881112,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,5786511512,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,6204580688,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,380396890,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,9506336785,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,8927879889,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,8024066255,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,4986857858,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,6286593796,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,10567300876,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,7053845786,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,7119767278,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,8024072628,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,6325814520,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,5865891908,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,5949677527,cmp-a001-02-000000008336372
grp-a001-02-000000043615764,5129555014,cmp-a001-02-000000008336372
grp-a001-02-000000044108257,8024072628,cmp-a001-02-000000008425541
grp-a001-02-000000044108257,8024076513,cmp-a001-02-000000008425541
grp-a001-02-000000044108257,11751783423,cmp-a001-02-000000008425541
grp-a001-02-000000044108257,380397804,cmp-a001-02-000000008425541
grp-a001-02-000000044108615,11752403680,cmp-a001-02-000000008425541
grp-a001-02-000000044108615,11752403681,cmp-a001-02-000000008425541
grp-a001-02-000000044108615,6204580688,cmp-a001-02-000000008425541
grp-a001-02-000000044108615,380396890,cmp-a001-02-000000008425541
grp-a001-02-000000044108615,11751783432,cmp-a001-02-000000008425541
grp-a001-02-000000044108615,11751783431,cmp-a001-02-000000008425541
grp-a001-02-000000044108616,9795675856,cmp-a001-02-000000008425541
grp-a001-02-000000044299892,9775886091,cmp-a001-02-000000008452546
grp-a001-02-000000044299955,11752403689,cmp-a001-02-000000008452546
grp-a001-02-000000044299975,11752403699,cmp-a001-02-000000008452546
grp-a001-02-000000044300022,11752403700,cmp-a001-02-000000008452546
grp-a001-02-000000044300022,11752403701,cmp-a001-02-000000008452546
grp-a001-02-000000044300022,11752403702,cmp-a001-02-000000008452546
grp-a001-02-000000044300024,11752403703,cmp-a001-02-000000008452546
grp-a001-02-000000044300024,11752403704,cmp-a001-02-000000008452546
grp-a001-02-000000044300027,11752403706,cmp-a001-02-000000008452546
grp-a001-02-000000044300027,11752403707,cmp-a001-02-000000008452546
grp-a001-02-000000044300450,11752403708,cmp-a001-02-000000008452546
grp-a001-02-000000044300450,11752403709,cmp-a001-02-000000008452546
grp-a001-02-000000044300450,11751783435,cmp-a001-02-000000008452546
grp-a001-02-000000044300513,11752403705,cmp-a001-02-000000008452546
grp-a001-02-000000044490481,12849503507,cmp-a001-02-000000008425541
grp-a001-02-000000044490481,8927879889,cmp-a001-02-000000008425541
grp-a001-02-000000044490481,10567336655,cmp-a001-02-000000008425541
grp-a001-02-000000044490481,10578185038,cmp-a001-02-000000008425541
grp-a001-02-000000044490481,7053845786,cmp-a001-02-000000008425541
grp-a001-02-000000044490481,6818291037,cmp-a001-02-000000008425541
grp-a001-02-000000044490481,10679209662,cmp-a001-02-000000008425541
grp-a001-02-000000044490481,11100875595,cmp-a001-02-000000008425541
