adgroup_id,campaign_type,avg_rank,n_days,sum_cost,sum_conv_amt,sum_ad_profit,profit_per_group_day,band,band3
grp-a001-02-000000044603941,SHOPPING,5.005,260,691058,1244010,36008.04,138.49,band2,≥4
grp-a001-02-000000044603942,SHOPPING,4.872,334,940874,2050300,257431.08,770.75,band1,≥4
grp-a001-02-000000044628749,SHOPPING,7.0831,295,514875,1162660,164645.75,558.12,band1,≥4
grp-a001-02-000000044629990,SHOPPING,4.4662,186,1404888,2333600,-41007.23,-220.47,band3,≥4
grp-a001-02-000000044629993,SHOPPING,5.6523,186,1128973,2531950,350834.13,1886.2,band1,≥4
grp-a001-02-000000044743916,SHOPPING,6.6368,345,274697,489230,11235.2,32.57,band2,≥4
grp-a001-02-000000044743917,SHOPPING,7.4394,345,154853,224960,-23374.33,-67.75,band3,≥4
grp-a001-02-000000044743918,SHOPPING,5.6325,345,374408,444200,-114793.74,-332.74,band3,≥4
grp-a001-02-000000044743919,SHOPPING,5.9323,325,111189,236900,27268.04,83.9,band1,≥4
grp-a001-02-000000044744110,SHOPPING,3.9417,345,613739,647010,-235591.72,-682.87,band3,"[2.5,4)"
grp-a001-02-000000044744111,SHOPPING,3.9651,340,570392,648720,-191245.3,-562.49,band3,"[2.5,4)"
grp-a001-02-000000044744526,SHOPPING,3.6799,345,368344,438920,-111815.65,-324.1,band3,"[2.5,4)"
grp-a001-02-000000044823468,SHOPPING,3.9184,325,2355414,5070780,608221.3,1871.45,band1,"[2.5,4)"
grp-a001-02-000000044825994,SHOPPING,6.4767,345,297644,603720,55202.29,160.01,band2,≥4
grp-a001-02-000000044952212,SHOPPING,13.7062,149,1607,0,-1607.0,-10.79,band3,≥4
grp-a001-02-000000044952305,SHOPPING,6.3482,351,18409,62010,17832.96,50.81,band1,≥4
grp-a001-02-000000045023175,SHOPPING,3.5057,141,50450,124010,22028.08,156.23,band1,"[2.5,4)"
grp-a001-02-000000045023176,SHOPPING,3.0058,353,608768,1163470,71226.16,201.77,band2,"[2.5,4)"
grp-a001-02-000000045023177,SHOPPING,3.6276,353,1367556,2645530,178633.36,506.04,band2,"[2.5,4)"
grp-a001-02-000000045023993,SHOPPING,2.9944,353,630014,1055400,-13181.74,-37.34,band3,"[2.5,4)"
grp-a001-02-000000045025481,SHOPPING,3.1027,353,954955,1545810,-51500.88,-145.89,band3,"[2.5,4)"
grp-a001-02-000000045025482,SHOPPING,3.4092,352,171125,270300,-13147.21,-37.35,band3,"[2.5,4)"
grp-a001-02-000000045025483,SHOPPING,3.5538,353,2669838,5878950,766135.12,2170.35,band1,"[2.5,4)"
grp-a001-02-000000045087060,SHOPPING,4.7074,355,194365,522180,110824.95,312.18,band1,≥4
grp-a001-02-000000045087074,SHOPPING,16.5,8,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000045329157,SHOPPING,10.267,275,934,0,-934.0,-3.4,band3,≥4
grp-a001-02-000000045448738,SHOPPING,5.1086,170,156817,179690,-51796.54,-304.69,band3,≥4
grp-a001-02-000000045448744,SHOPPING,6.1478,272,235399,537920,78990.25,290.41,band1,≥4
grp-a001-02-000000045687119,SHOPPING,5.4254,352,170230,606460,184217.69,523.35,band1,≥4
grp-a001-02-000000045811975,SHOPPING,3.4193,355,1865215,4398970,705778.57,1988.11,band1,"[2.5,4)"
grp-a001-02-000000045949118,SHOPPING,4.66,353,320741,954040,236851.05,670.97,band1,≥4
grp-a001-02-000000045949120,SHOPPING,3.0,1,0,0,0.0,0.0,cost0_excluded,"[2.5,4)"
grp-a001-02-000000045949121,SHOPPING,10.0,1,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000046072248,SHOPPING,7.7534,355,434227,987950,143183.87,403.33,band1,≥4
grp-a001-02-000000046072553,SHOPPING,6.3794,355,560516,1105460,85574.01,241.05,band2,≥4
grp-a001-02-000000046072554,SHOPPING,5.3964,349,704835,1800600,347532.04,995.79,band1,≥4
grp-a001-02-000000046074558,SHOPPING,5.0677,275,452833,927200,89072.32,323.9,band2,≥4
grp-a001-02-000000046074559,SHOPPING,7.9506,301,86438,237800,52545.05,174.57,band1,≥4
grp-a001-02-000000046125958,SHOPPING,5.287,342,101758,31800,-83172.38,-243.19,band3,≥4
grp-a001-02-000000046125983,SHOPPING,5.0276,354,164663,110500,-100080.88,-282.71,band3,≥4
grp-a001-02-000000046126151,SHOPPING,6.7905,315,34775,26900,-19053.2,-60.49,band3,≥4
grp-a001-02-000000046126174,SHOPPING,7.092,354,71074,159000,21854.11,61.73,band1,≥4
grp-a001-02-000000046126176,SHOPPING,4.3523,339,159345,77910,-113810.23,-335.72,band3,≥4
grp-a001-02-000000046126177,SHOPPING,4.4346,209,232340,174900,-130119.08,-622.58,band3,≥4
grp-a001-02-000000046126252,SHOPPING,4.3412,305,43541,31800,-24955.38,-81.82,band3,≥4
grp-a001-02-000000046126256,SHOPPING,4.7554,340,188173,143100,-104537.7,-307.46,band3,≥4
grp-a001-02-000000046126369,SHOPPING,4.9274,354,137613,190800,-26099.27,-73.73,band3,≥4
grp-a001-02-000000046126373,SHOPPING,3.5559,355,254817,559500,72184.75,203.34,band1,"[2.5,4)"
grp-a001-02-000000046161213,SHOPPING,5.1653,355,254056,495310,35429.68,99.8,band2,≥4
grp-a001-02-000000046161215,SHOPPING,8.3266,351,16135,79500,30329.06,86.41,band1,≥4
grp-a001-02-000000046222149,SHOPPING,6.1806,83,24155,19200,-12933.49,-155.83,band3,≥4
grp-a001-02-000000046222157,SHOPPING,7.3903,133,79625,121600,-8555.45,-64.33,band3,≥4
grp-a001-02-000000046223421,SHOPPING,3.6266,355,1243553,2919050,462496.09,1302.81,band1,"[2.5,4)"
grp-a001-02-000000046224017,SHOPPING,4.2168,354,1071580,1793420,-23409.34,-66.13,band3,≥4
grp-a001-02-000000046224018,SHOPPING,4.3373,353,1691605,4540440,962071.21,2725.41,band1,≥4
grp-a001-02-000000046224076,SHOPPING,3.9116,355,983442,1956750,160187.46,451.23,band2,"[2.5,4)"
grp-a001-02-000000046224077,SHOPPING,2.8415,355,1446932,2988110,299479.46,843.6,band1,"[2.5,4)"
grp-a001-02-000000046415318,SHOPPING,4.2847,340,241633,521040,62890.67,184.97,band1,≥4
grp-a001-02-000000046415341,SHOPPING,4.0213,339,152112,450160,110985.6,327.39,band1,≥4
grp-a001-02-000000046437508,SHOPPING,3.0564,355,1519712,4285570,985004.54,2774.66,band1,"[2.5,4)"
grp-a001-02-000000046838302,SHOPPING,2.824,354,1457699,4352590,1086187.62,3068.33,band1,"[2.5,4)"
grp-a001-02-000000046838304,SHOPPING,3.2292,345,636841,1808810,420324.4,1218.33,band1,"[2.5,4)"
grp-a001-02-000000046838305,SHOPPING,4.3344,353,323157,648130,55644.87,157.63,band2,≥4
grp-a001-02-000000046842468,SHOPPING,3.4,5,0,0,0.0,0.0,cost0_excluded,"[2.5,4)"
grp-a001-02-000000046842692,SHOPPING,14.5,3,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000046842695,SHOPPING,9.0,3,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000046842713,SHOPPING,6.7083,4,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000046842714,SHOPPING,4.4191,6,4030,0,-4030.0,-671.67,band3,≥4
grp-a001-02-000000046842715,SHOPPING,4.025,4,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000046842716,SHOPPING,5.7692,5,1450,0,-1450.0,-290.0,band3,≥4
grp-a001-02-000000046842729,SHOPPING,4.7062,7,2730,0,-2730.0,-390.0,band3,≥4
grp-a001-02-000000046842731,SHOPPING,4.1801,7,3970,0,-3970.0,-567.14,band3,≥4
grp-a001-02-000000046842732,SHOPPING,3.322,6,2670,0,-2670.0,-445.0,band3,"[2.5,4)"
grp-a001-02-000000046843727,SHOPPING,15.5,2,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000046843728,SHOPPING,3.9334,7,0,0,0.0,0.0,cost0_excluded,"[2.5,4)"
grp-a001-02-000000046843730,SHOPPING,2.9764,7,3070,31800,15515.62,2216.52,band1,"[2.5,4)"
grp-a001-02-000000046843732,SHOPPING,3.3571,7,24380,15900,-15087.19,-2155.31,band3,"[2.5,4)"
grp-a001-02-000000046843733,SHOPPING,7.5918,7,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000046843734,SHOPPING,2.166,4,4850,0,-4850.0,-1212.5,band3,<2.5
grp-a001-02-000000046843735,SHOPPING,2.4899,6,26580,15900,-17287.19,-2881.2,band3,<2.5
grp-a001-02-000000046843736,SHOPPING,2.3927,7,45250,47700,-17371.57,-2481.65,band3,<2.5
grp-a001-02-000000047005161,SHOPPING,1.6974,355,415401,2166620,850887.72,2396.87,band1,<2.5
grp-a001-02-000000047005364,SHOPPING,2.2343,355,5494998,11988900,1511957.0,4259.03,band1,<2.5
grp-a001-02-000000047076131,SHOPPING,3.9931,346,174482,98820,-116726.3,-337.36,band3,"[2.5,4)"
grp-a001-02-000000047076159,SHOPPING,4.1367,355,265678,318410,-79582.15,-224.18,band3,≥4
grp-a001-02-000000047076722,SHOPPING,3.3452,355,516809,922850,22553.95,63.53,band2,"[2.5,4)"
grp-a001-02-000000047076723,SHOPPING,3.379,351,270183,318560,-83999.48,-239.31,band3,"[2.5,4)"
grp-a001-02-000000047076737,SHOPPING,4.2408,346,246308,121300,-175413.79,-506.98,band3,≥4
grp-a001-02-000000047076738,SHOPPING,4.096,268,48542,44600,-22475.37,-83.86,band3,≥4
grp-a001-02-000000047076745,SHOPPING,3.1654,347,1125757,2749210,481028.51,1386.25,band1,"[2.5,4)"
grp-a001-02-000000047076797,SHOPPING,3.9462,355,1469905,3639920,657459.11,1852.0,band1,"[2.5,4)"
grp-a001-02-000000047076945,SHOPPING,3.6453,355,1377323,2394350,22063.32,62.15,band2,"[2.5,4)"
grp-a001-02-000000047076946,SHOPPING,4.0716,355,1670946,3798840,549299.47,1547.32,band1,≥4
grp-a001-02-000000047077161,SHOPPING,4.9297,355,1728358,4417660,853559.01,2404.39,band1,≥4
grp-a001-02-000000047485224,SHOPPING,3.4563,353,5847026,11785240,1040899.19,2948.72,band2,"[2.5,4)"
grp-a001-02-000000047485408,SHOPPING,6.1558,186,452749,439910,-195642.05,-1051.84,band3,≥4
grp-a001-02-000000048079095,SHOPPING,4.619,334,302522,353920,-95672.2,-286.44,band3,≥4
grp-a001-02-000000048079128,SHOPPING,4.8223,153,25980,0,-25980.0,-169.8,band3,≥4
grp-a001-02-000000049350416,SHOPPING,3.7276,355,358788,268700,-201745.33,-568.3,band3,"[2.5,4)"
grp-a001-02-000000049353543,SHOPPING,10.1929,7,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000049354013,SHOPPING,3.6654,346,294813,150410,-206905.34,-597.99,band3,"[2.5,4)"
grp-a001-02-000000051215431,SHOPPING,4.6667,32,180,14220,8130.93,254.09,band1,≥4
grp-a001-02-000000051215435,SHOPPING,5.6466,26,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000052176555,SHOPPING,2.1219,163,4103720,7924220,527618.4,3236.92,band2,<2.5
grp-a001-02-000000052176575,SHOPPING,2.5326,163,8705950,17874220,1740701.08,10679.15,band2,"[2.5,4)"
grp-a001-02-000000052193550,SHOPPING,6.8885,348,177749,226900,-45136.49,-129.7,band3,≥4
grp-a001-02-000000052193556,SHOPPING,8.7431,321,105241,135430,-26088.46,-81.27,band3,≥4
grp-a001-02-000000052193613,SHOPPING,5.7252,276,92332,113920,-25751.05,-93.3,band3,≥4
grp-a001-02-000000052193617,SHOPPING,5.2107,306,563002,785660,-103820.23,-339.28,band3,≥4
grp-a001-02-000000052193624,SHOPPING,6.4982,309,459832,536740,-146132.41,-472.92,band3,≥4
grp-a001-02-000000052193631,SHOPPING,6.3953,347,757907,991820,-178234.29,-513.64,band3,≥4
grp-a001-02-000000052350928,SHOPPING,5.4668,65,7920,130600,68409.63,1052.46,band1,≥4
grp-a001-02-000000052350984,SHOPPING,4.9759,355,1267785,4262840,1223646.91,3446.89,band1,≥4
grp-a001-02-000000052819145,SHOPPING,7.7036,318,1298273,1595220,-365941.03,-1150.76,band3,≥4
grp-a001-02-000000052959049,SHOPPING,4.9022,290,727237,422370,-480381.36,-1656.49,band3,≥4
grp-a001-02-000000053253939,SHOPPING,5.2598,120,53520,89400,-1269.85,-10.58,band3,≥4
grp-a001-02-000000053481812,SHOPPING,4.6353,327,208907,190000,-97860.83,-299.27,band3,≥4
grp-a001-02-000000053481831,SHOPPING,5.3429,301,53293,0,-53293.0,-177.05,band3,≥4
grp-a001-02-000000053481892,SHOPPING,6.1314,310,61730,15900,-52437.19,-169.15,band3,≥4
grp-a001-02-000000053481936,SHOPPING,7.4418,80,18950,0,-18950.0,-236.88,band3,≥4
grp-a001-02-000000053481974,SHOPPING,5.3882,262,84653,48700,-56190.11,-214.47,band3,≥4
grp-a001-02-000000053482043,SHOPPING,5.7998,318,64490,63600,-27318.76,-85.91,band3,≥4
grp-a001-02-000000053482102,SHOPPING,5.1139,316,105463,0,-105463.0,-333.74,band3,≥4
grp-a001-02-000000053482158,SHOPPING,5.448,302,141411,127400,-66951.62,-221.69,band3,≥4
grp-a001-02-000000053482203,SHOPPING,4.7849,318,326533,412600,-85387.47,-268.51,band3,≥4
grp-a001-02-000000054131225,SHOPPING,7.3889,3,1360,0,-1360.0,-453.33,band3,≥4
grp-a001-02-000000054204201,SHOPPING,5.0346,182,856987,754470,-416034.34,-2285.9,band3,≥4
grp-a001-02-000000054212607,SHOPPING,5.4451,314,894924,1247450,-165847.44,-528.18,band3,≥4
grp-a001-02-000000054282282,SHOPPING,8.9816,307,109352,107200,-46698.58,-152.11,band3,≥4
grp-a001-02-000000054403336,SHOPPING,4.4028,45,210190,23800,-196280.01,-4361.78,band3,≥4
grp-a001-02-000000054530371,SHOPPING,3.9345,294,1948527,3142760,-111729.81,-380.03,band3,"[2.5,4)"
grp-a001-02-000000054536931,SHOPPING,2.8674,304,1760957,3477370,271404.19,892.78,band2,"[2.5,4)"
grp-a001-02-000000054537415,SHOPPING,4.847,298,1073844,1771140,-38694.96,-129.85,band3,≥4
grp-a001-02-000000054537529,SHOPPING,3.3041,300,4554228,9528550,1014766.74,3382.56,band1,"[2.5,4)"
grp-a001-02-000000054537533,SHOPPING,3.3614,301,1510724,2926540,199702.65,663.46,band2,"[2.5,4)"
grp-a001-02-000000054537767,SHOPPING,3.0202,304,1969008,4448850,631138.11,2076.11,band1,"[2.5,4)"
grp-a001-02-000000054538147,SHOPPING,3.0594,304,2469065,5122030,524523.54,1725.41,band1,"[2.5,4)"
grp-a001-02-000000054607977,SHOPPING,10.0476,297,65442,208690,56527.61,190.33,band1,≥4
grp-a001-02-000000054608016,SHOPPING,7.411,297,328215,94080,-273229.61,-919.97,band3,≥4
grp-a001-02-000000054617822,SHOPPING,2.7663,121,6268292,10904180,104694.56,865.24,band2,"[2.5,4)"
grp-a001-02-000000054617868,SHOPPING,4.6246,174,1764560,2269130,-438358.95,-2519.3,band3,≥4
grp-a001-02-000000055045417,SHOPPING,4.1931,285,795618,1073960,-167938.28,-589.26,band3,≥4
grp-a001-02-000000055074537,SHOPPING,4.7514,292,858520,1516610,27868.08,95.44,band2,≥4
grp-a001-02-000000055074671,SHOPPING,6.8787,292,427797,795400,37077.34,126.98,band2,≥4
grp-a001-02-000000055087285,SHOPPING,4.0275,291,693818,1466950,163546.11,562.01,band1,≥4
grp-a001-02-000000055091017,SHOPPING,9.1034,2,490,0,-490.0,-245.0,band3,≥4
grp-a001-02-000000055116659,SHOPPING,6.7672,291,372172,1161070,306419.47,1052.99,band1,≥4
grp-a001-02-000000055116668,SHOPPING,7.2065,291,264541,1215900,446096.05,1532.98,band1,≥4
grp-a001-02-000000055116672,SHOPPING,6.8225,291,132920,492120,154701.27,531.62,band1,≥4
grp-a001-02-000000055116677,SHOPPING,6.3891,291,378434,884190,138333.97,475.37,band1,≥4
grp-a001-02-000000055116682,SHOPPING,5.3252,291,312656,470750,-37524.5,-128.95,band3,≥4
grp-a001-02-000000055116686,SHOPPING,5.5388,291,348639,545300,-29936.49,-102.87,band3,≥4
grp-a001-02-000000055386434,SHOPPING,3.8181,201,30109,9700,-24439.8,-121.59,band3,"[2.5,4)"
grp-a001-02-000000056537604,SHOPPING,4.4891,256,733618,983800,-158632.61,-619.66,band3,≥4
grp-a001-02-000000058445051,SHOPPING,1.9761,84,287680,332310,-93460.25,-1112.62,band3,<2.5
grp-a001-02-000000058709325,SHOPPING,4.3982,205,281887,229700,-147638.02,-720.19,band3,≥4
grp-a001-02-000000058709513,SHOPPING,4.0424,213,306021,291400,-135711.24,-637.14,band3,≥4
grp-a001-02-000000058709674,SHOPPING,4.3373,213,376564,493700,-88019.29,-413.24,band3,≥4
grp-a001-02-000000059252905,SHOPPING,4.4237,146,219452,217400,-92391.8,-632.82,band3,≥4
grp-a001-02-000000059808374,SHOPPING,4.5931,61,93270,47700,-65391.57,-1071.99,band3,≥4
grp-a001-02-000000059808403,SHOPPING,6.1195,194,175345,251400,-28413.38,-146.46,band3,≥4
grp-a001-02-000000059809116,SHOPPING,4.5259,147,137225,251220,9601.42,65.32,band2,≥4
grp-a001-02-000000059810135,SHOPPING,6.0165,179,193088,318000,-7231.78,-40.4,band3,≥4
grp-a001-02-000000059810410,SHOPPING,5.5461,174,227796,397500,4524.28,26.0,band2,≥4
grp-a001-02-000000059811691,SHOPPING,6.0415,194,159794,367700,55109.57,284.07,band1,≥4
grp-a001-02-000000059812037,SHOPPING,4.0109,194,414512,732400,13541.77,69.8,band2,≥4
grp-a001-02-000000059812606,SHOPPING,3.8808,194,572883,1617900,372704.38,1921.16,band1,"[2.5,4)"
grp-a001-02-000000059817936,SHOPPING,4.6276,192,161314,353800,45465.66,236.8,band1,≥4
grp-a001-02-000000059819574,SHOPPING,5.6953,61,74110,50700,-44478.21,-729.15,band3,≥4
grp-a001-02-000000059819577,SHOPPING,7.6121,61,34600,37800,-12507.66,-205.04,band3,≥4
grp-a001-02-000000059819724,SHOPPING,5.4696,194,288784,207700,-167393.0,-862.85,band3,≥4
grp-a001-02-000000059819800,SHOPPING,5.0575,194,201557,143100,-117921.7,-607.84,band3,≥4
grp-a001-02-000000059820721,SHOPPING,5.1916,133,295703,397500,-63382.72,-476.56,band3,≥4
grp-a001-02-000000059820722,SHOPPING,4.8451,109,89165,135100,-10205.33,-93.63,band3,≥4
grp-a001-02-000000059820848,SHOPPING,5.4817,191,284103,372600,-66335.61,-347.31,band3,≥4
grp-a001-02-000000059820884,SHOPPING,5.8353,175,114475,215600,11533.18,65.9,band2,≥4
grp-a001-02-000000059820913,SHOPPING,3.7104,192,910910,1359420,-116392.17,-606.21,band3,"[2.5,4)"
grp-a001-02-000000059820923,SHOPPING,5.9755,174,526488,1246200,201858.0,1160.1,band1,≥4
grp-a001-02-000000059820925,SHOPPING,5.4388,178,179444,263100,-25674.27,-144.24,band3,≥4
grp-a001-02-000000059820931,SHOPPING,3.9521,192,395817,699600,13066.69,68.06,band2,"[2.5,4)"
grp-a001-02-000000059820953,SHOPPING,4.9271,192,209965,562200,118614.78,617.79,band1,≥4
grp-a001-02-000000059820960,SHOPPING,4.0818,174,170149,306900,9219.79,52.99,band2,≥4
grp-a001-02-000000059820987,SHOPPING,4.4371,170,180531,348600,23209.5,136.53,band2,≥4
grp-a001-02-000000059820998,SHOPPING,4.1499,192,103341,232500,32544.45,169.5,band1,≥4
grp-a001-02-000000059821015,SHOPPING,4.2646,190,149742,315000,34360.86,180.85,band1,≥4
grp-a001-02-000000059821023,SHOPPING,4.1941,192,300200,466100,-27786.21,-144.72,band3,≥4
grp-a001-02-000000059821034,SHOPPING,4.0869,192,240462,257300,-90082.11,-469.18,band3,≥4
grp-a001-02-000000059821054,SHOPPING,4.1914,192,253411,254400,-104726.02,-545.45,band3,≥4
grp-a001-02-000000059821088,SHOPPING,3.4572,191,837238,2103400,392101.57,2052.89,band1,"[2.5,4)"
grp-a001-02-000000059821217,SHOPPING,4.0905,192,426168,560500,-98581.79,-513.45,band3,≥4
grp-a001-02-000000059821232,SHOPPING,4.4109,156,120644,71200,-79030.91,-506.61,band3,≥4
grp-a001-02-000000059821852,SHOPPING,5.1263,192,276408,421800,-29885.5,-155.65,band3,≥4
grp-a001-02-000000059821874,SHOPPING,6.5436,192,85829,76000,-41410.53,-215.68,band3,≥4
grp-a001-02-000000059821962,SHOPPING,3.1569,186,1641953,3504200,406089.08,2183.27,band1,"[2.5,4)"
grp-a001-02-000000059822073,SHOPPING,5.2827,178,432742,732200,-4805.12,-27.0,band3,≥4
grp-a001-02-000000059822154,SHOPPING,4.7745,182,276857,477000,1927.34,10.59,band2,≥4
grp-a001-02-000000059822246,SHOPPING,4.8182,190,67827,58700,-33519.58,-176.42,band3,≥4
grp-a001-02-000000059822251,SHOPPING,3.6488,194,346442,731400,81027.32,417.67,band1,"[2.5,4)"
grp-a001-02-000000059822273,SHOPPING,4.414,190,55039,31800,-36453.38,-191.86,band3,≥4
grp-a001-02-000000059822914,SHOPPING,3.3161,192,408543,590600,-63364.74,-330.02,band3,"[2.5,4)"
grp-a001-02-000000059823013,SHOPPING,5.2719,194,232754,477000,46030.34,237.27,band2,≥4
grp-a001-02-000000059824059,SHOPPING,3.6899,194,757851,1657600,210939.18,1087.32,band1,"[2.5,4)"
grp-a001-02-000000059826000,SHOPPING,10.2361,6,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000059826423,SHOPPING,13.6453,154,4069,0,-4069.0,-26.42,band3,≥4
grp-a001-02-000000059826577,SHOPPING,8.292,153,3788,0,-3788.0,-24.76,band3,≥4
grp-a001-02-000000059826628,SHOPPING,4.7001,192,35966,44700,-9840.93,-51.25,band3,≥4
grp-a001-02-000000059827137,SHOPPING,7.8978,156,2980,0,-2980.0,-19.1,band3,≥4
grp-a001-02-000000059827296,SHOPPING,9.8303,160,4356,15900,4936.81,30.86,band1,≥4
grp-a001-02-000000059827297,SHOPPING,10.7514,138,5053,15900,4239.81,30.72,band1,≥4
grp-a001-02-000000059827298,SHOPPING,6.0788,169,2630,0,-2630.0,-15.56,band3,≥4
grp-a001-02-000000059828242,SHOPPING,10.9695,193,17846,47700,10032.43,51.98,band1,≥4
grp-a001-02-000000059828246,SHOPPING,9.1607,138,4710,0,-4710.0,-34.13,band3,≥4
grp-a001-02-000000059828464,SHOPPING,7.3768,185,17577,31800,1008.62,5.45,band2,≥4
grp-a001-02-000000059828469,SHOPPING,10.5497,177,5600,0,-5600.0,-31.64,band3,≥4
grp-a001-02-000000059828556,SHOPPING,11.8701,158,4020,0,-4020.0,-25.44,band3,≥4
grp-a001-02-000000059829132,SHOPPING,8.2451,189,18482,31800,103.62,0.55,band2,≥4
grp-a001-02-000000059829228,SHOPPING,5.8381,166,8690,15900,602.81,3.63,band2,≥4
grp-a001-02-000000059829872,SHOPPING,5.3143,177,1000,0,-1000.0,-5.65,band3,≥4
grp-a001-02-000000059829962,SHOPPING,5.8727,193,22568,63600,14603.24,75.66,band1,≥4
grp-a001-02-000000059830517,SHOPPING,3.9471,194,475831,853220,22836.45,117.71,band2,"[2.5,4)"
grp-a001-02-000000059830521,SHOPPING,5.1089,176,160717,435600,93870.96,533.36,band1,≥4
grp-a001-02-000000059830530,SHOPPING,3.3271,181,207093,330200,-14106.44,-77.94,band3,"[2.5,4)"
grp-a001-02-000000059830538,SHOPPING,2.9195,123,226576,250600,-80111.94,-651.32,band3,"[2.5,4)"
grp-a001-02-000000059830547,SHOPPING,4.0672,148,79613,91500,-26135.5,-176.59,band3,≥4
grp-a001-02-000000059830552,SHOPPING,4.7126,193,84285,215700,41781.63,216.49,band1,≥4
grp-a001-02-000000059830874,SHOPPING,4.4214,192,2918493,6068000,627971.06,3270.68,band1,≥4
grp-a001-02-000000059830952,SHOPPING,4.3593,192,1883183,3752690,310089.94,1615.05,band2,≥4
grp-a001-02-000000059832147,SHOPPING,4.0128,194,667273,1256200,66917.53,344.94,band2,≥4
grp-a001-02-000000059832150,SHOPPING,6.7061,191,103771,103600,-43221.61,-226.29,band3,≥4
grp-a001-02-000000059832206,SHOPPING,3.7947,192,119599,115400,-52153.06,-271.63,band3,"[2.5,4)"
grp-a001-02-000000059832280,SHOPPING,3.8255,97,177828,125300,-104595.97,-1078.31,band3,"[2.5,4)"
grp-a001-02-000000059832332,SHOPPING,4.178,193,292052,423600,-44477.48,-230.45,band3,≥4
grp-a001-02-000000059832344,SHOPPING,4.0396,193,169292,172000,-68765.99,-356.3,band3,≥4
grp-a001-02-000000059832490,SHOPPING,3.9895,188,292400,656110,91065.81,484.39,band1,"[2.5,4)"
grp-a001-02-000000059832492,SHOPPING,4.7093,174,189598,242700,-47751.13,-274.43,band3,≥4
grp-a001-02-000000059879629,SHOPPING,4.3344,152,266700,475610,11271.95,74.16,band2,≥4
grp-a001-02-000000059879675,SHOPPING,4.1435,181,123148,144200,-38869.8,-214.75,band3,≥4
grp-a001-02-000000059879687,SHOPPING,5.9297,176,289191,481200,-7951.96,-45.18,band3,≥4
grp-a001-02-000000059880038,SHOPPING,3.9358,190,93798,164100,2110.83,11.11,band2,"[2.5,4)"
grp-a001-02-000000061581230,SHOPPING,4.583,52,50920,50700,-21288.21,-409.39,band3,≥4
grp-a001-02-000000061581250,SHOPPING,2.8045,70,142128,154100,-52063.71,-743.77,band3,"[2.5,4)"
grp-a001-02-000000061581254,SHOPPING,3.054,70,146952,166200,-49815.82,-711.65,band3,"[2.5,4)"
grp-a001-02-000000061581256,SHOPPING,5.0909,3,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000061581260,SHOPPING,4.8333,3,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000061581263,SHOPPING,5.6026,3,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000061581264,SHOPPING,4.4396,60,71991,33800,-52236.47,-870.61,band3,≥4
grp-a001-02-000000061581269,SHOPPING,2.8128,33,329100,28400,-312501.52,-9469.74,band3,"[2.5,4)"
grp-a001-02-000000061581308,SHOPPING,2.7098,60,47408,0,-47408.0,-790.13,band3,"[2.5,4)"
grp-a001-02-000000061693679,SHOPPING,5.458,63,26615,33800,-6860.47,-108.9,band3,≥4
grp-a001-02-000000061693682,SHOPPING,5.8626,65,26740,0,-26740.0,-411.38,band3,≥4
grp-a001-02-000000061693688,SHOPPING,3.844,35,40350,0,-40350.0,-1152.86,band3,"[2.5,4)"
grp-a001-02-000000061693693,SHOPPING,4.6166,65,11873,0,-11873.0,-182.66,band3,≥4
grp-a001-02-000000061693695,SHOPPING,5.5427,39,33960,0,-33960.0,-870.77,band3,≥4
grp-a001-02-000000061693698,SHOPPING,7.2778,65,40457,0,-40457.0,-622.42,band3,≥4
grp-a001-02-000000061693700,SHOPPING,4.0305,65,26890,0,-26890.0,-413.69,band3,≥4
grp-a001-02-000000061693708,SHOPPING,5.7599,53,18930,0,-18930.0,-357.17,band3,≥4
grp-a001-02-000000061693716,SHOPPING,5.1356,62,65000,84500,-15613.68,-251.83,band3,≥4
grp-a001-02-000000061693720,SHOPPING,6.0984,65,40868,16900,-30990.74,-476.78,band3,≥4
grp-a001-02-000000061693722,SHOPPING,4.8977,65,43855,16900,-33977.74,-522.73,band3,≥4
grp-a001-02-000000061693725,SHOPPING,5.2701,64,27716,0,-27716.0,-433.06,band3,≥4
grp-a001-02-000000061693728,SHOPPING,5.3136,61,22140,0,-22140.0,-362.95,band3,≥4
grp-a001-02-000000061693731,SHOPPING,5.6719,64,26682,33800,-6927.47,-108.24,band3,≥4
grp-a001-02-000000061693735,SHOPPING,4.4449,63,19960,33800,-205.47,-3.26,band3,≥4
