adgroup_id,campaign_type,avg_rank,n_days,sum_cost,sum_conv_amt,sum_ad_profit,profit_per_group_day,band,band3
grp-a001-02-000000061693737,SHOPPING,4.6416,38,26050,33800,-6295.47,-165.67,band3,≥4
grp-a001-02-000000061693757,SHOPPING,4.6579,66,42384,50700,-12752.21,-193.22,band3,≥4
grp-a001-02-000000061693760,SHOPPING,6.0729,66,28220,0,-28220.0,-427.58,band3,≥4
grp-a001-02-000000061693771,SHOPPING,5.3143,59,15686,0,-15686.0,-265.86,band3,≥4
grp-a001-02-000000061693781,SHOPPING,6.076,66,47650,65600,-9309.85,-141.06,band3,≥4
grp-a001-02-000000061793266,SHOPPING,3.042,2,15380,12900,-7840.55,-3920.28,band3,"[2.5,4)"
grp-a001-02-000000061793288,SHOPPING,3.3395,2,8380,12900,-840.55,-420.27,band3,"[2.5,4)"
grp-a001-02-000000061793303,SHOPPING,6.6483,2,13990,0,-13990.0,-6995.0,band3,≥4
grp-a001-02-000000061793320,SHOPPING,5.8194,47,33540,38700,-10921.65,-232.38,band3,≥4
grp-a001-02-000000061793328,SHOPPING,7.9867,23,50660,93300,3869.51,168.24,band2,≥4
grp-a001-02-000000061793341,SHOPPING,7.1282,63,50951,68500,-10915.93,-173.27,band3,≥4
grp-a001-02-000000061793346,SHOPPING,7.2569,62,22527,12900,-14987.55,-241.73,band3,≥4
grp-a001-02-000000061793358,SHOPPING,5.6857,51,23070,25800,-7991.1,-156.69,band3,≥4
grp-a001-02-000000061793364,SHOPPING,7.1143,47,30730,38700,-8111.65,-172.59,band3,≥4
grp-a001-02-000000061793373,SHOPPING,6.3281,60,60164,31800,-41578.38,-692.97,band3,≥4
grp-a001-02-000000061793386,SHOPPING,6.3116,60,54581,12900,-47041.55,-784.03,band3,≥4
grp-a001-02-000000061793395,SHOPPING,8.4179,63,57247,12900,-49707.55,-789.01,band3,≥4
grp-a001-02-000000061793407,SHOPPING,7.6015,65,67016,0,-67016.0,-1031.02,band3,≥4
grp-a001-02-000000061793411,SHOPPING,1.8762,53,39230,0,-39230.0,-740.19,band3,<2.5
grp-a001-02-000000061793423,SHOPPING,5.6106,60,97028,106000,-35075.93,-584.6,band3,≥4
grp-a001-02-000000061793448,SHOPPING,4.3596,2,15400,0,-15400.0,-7700.0,band3,≥4
grp-a001-02-000000061793457,SHOPPING,5.6797,2,9960,0,-9960.0,-4980.0,band3,≥4
grp-a001-02-000000061793470,SHOPPING,2.55,2,6000,0,-6000.0,-3000.0,band3,"[2.5,4)"
grp-a001-02-000000061793476,SHOPPING,6.7843,2,6550,0,-6550.0,-3275.0,band3,≥4
grp-a001-02-000000061793489,SHOPPING,5.0719,2,21620,16900,-11742.74,-5871.37,band3,≥4
grp-a001-02-000000061793496,SHOPPING,5.672,55,8804,0,-8804.0,-160.07,band3,≥4
grp-a001-02-000000061793511,SHOPPING,6.6371,2,8060,0,-8060.0,-4030.0,band3,≥4
grp-a001-02-000000061793521,SHOPPING,4.8805,56,28034,0,-28034.0,-500.61,band3,≥4
grp-a001-02-000000061794086,SHOPPING,2.8299,2,3600,0,-3600.0,-1800.0,band3,"[2.5,4)"
grp-a001-02-000000061794093,SHOPPING,2.6382,2,6000,0,-6000.0,-3000.0,band3,"[2.5,4)"
grp-a001-02-000000061794099,SHOPPING,3.663,2,0,0,0.0,0.0,cost0_excluded,"[2.5,4)"
grp-a001-02-000000061794111,SHOPPING,3.4038,2,4800,0,-4800.0,-2400.0,band3,"[2.5,4)"
grp-a001-02-000000061794117,SHOPPING,5.6198,65,27014,38700,-4395.65,-67.63,band3,≥4
grp-a001-02-000000061794129,SHOPPING,4.5318,40,34391,38700,-11772.65,-294.32,band3,≥4
grp-a001-02-000000061794137,SHOPPING,5.5607,65,27657,38700,-5038.65,-77.52,band3,≥4
grp-a001-02-000000061794145,SHOPPING,5.494,59,28910,12900,-21370.55,-362.21,band3,≥4
grp-a001-02-000000061794152,SHOPPING,6.408,46,20750,29800,-3333.28,-72.46,band3,≥4
grp-a001-02-000000061794155,SHOPPING,3.9211,65,16947,0,-16947.0,-260.72,band3,"[2.5,4)"
grp-a001-02-000000061794157,SHOPPING,5.6579,65,42610,12900,-35070.55,-539.55,band3,≥4
grp-a001-02-000000061794159,SHOPPING,4.0176,63,34150,24800,-19655.55,-311.99,band3,≥4
grp-a001-02-000000061794162,SHOPPING,3.6431,47,30611,40800,-6765.3,-143.94,band3,"[2.5,4)"
grp-a001-02-000000061794163,SHOPPING,4.332,62,24071,12900,-16531.55,-266.64,band3,≥4
grp-a001-02-000000061794165,SHOPPING,6.2242,63,29070,12900,-21530.55,-341.75,band3,≥4
grp-a001-02-000000061794167,SHOPPING,5.0828,65,31255,0,-31255.0,-480.85,band3,≥4
grp-a001-02-000000061794170,SHOPPING,5.0987,65,31790,38700,-9171.65,-141.1,band3,≥4
grp-a001-02-000000061794172,SHOPPING,4.7286,65,11370,0,-11370.0,-174.92,band3,≥4
grp-a001-02-000000061794176,SHOPPING,6.095,64,30038,12900,-22498.55,-351.54,band3,≥4
grp-a001-02-000000061794179,SHOPPING,6.3615,63,21290,25800,-6211.1,-98.59,band3,≥4
grp-a001-02-000000061794180,SHOPPING,3.4388,39,57459,57500,-23852.92,-611.61,band3,"[2.5,4)"
grp-a001-02-000000061794181,SHOPPING,5.2339,65,24492,0,-24492.0,-376.8,band3,≥4
grp-a001-02-000000061794184,SHOPPING,4.7945,65,35369,12900,-27829.55,-428.15,band3,≥4
grp-a001-02-000000061794187,SHOPPING,4.4215,65,33330,0,-33330.0,-512.77,band3,≥4
grp-a001-02-000000061878144,SHOPPING,6.7075,149,148924,137000,-68853.87,-462.11,band3,≥4
grp-a001-02-000000062947038,SHOPPING,5.5904,129,489671,685600,-88969.66,-689.69,band3,≥4
grp-a001-02-000000062947040,SHOPPING,4.7134,138,1040825,1395810,-225038.91,-1630.72,band3,≥4
grp-a001-02-000000062947041,SHOPPING,4.907,135,734847,973300,-165998.37,-1229.62,band3,≥4
grp-a001-02-000000063093385,SHOPPING,6.0667,10,0,0,0.0,0.0,cost0_excluded,≥4
grp-a001-02-000000063093697,SHOPPING,4.3512,15,3477,0,-3477.0,-231.8,band3,≥4
grp-a001-02-000000063093828,SHOPPING,2.2222,15,739,0,-739.0,-49.27,band3,<2.5
grp-a001-02-000000063095763,SHOPPING,2.0,3,0,0,0.0,0.0,cost0_excluded,<2.5
grp-a001-02-000000063096531,SHOPPING,8.8744,102,1291,45700,25418.53,249.2,band1,≥4
grp-a001-02-000000065140028,SHOPPING,4.5987,102,198994,318000,-13137.78,-128.8,band3,≥4
grp-a001-02-000000069087677,SHOPPING,4.0448,21,58111,0,-58111.0,-2767.19,band3,≥4
grp-a001-02-000000069089452,SHOPPING,6.7881,22,100708,16900,-90830.74,-4128.67,band3,≥4
grp-a001-02-000000069089465,SHOPPING,4.0267,22,24661,0,-24661.0,-1120.95,band3,≥4
grp-a001-02-000000069089475,SHOPPING,4.8837,22,58424,67600,-18914.94,-859.77,band3,≥4
grp-a001-02-000000070108611,SHOPPING,1.9337,7,55087,0,-55087.0,-7869.57,band3,<2.5
grp-a001-02-000000070109616,SHOPPING,3.401,8,295745,67600,-256235.94,-32029.49,band3,"[2.5,4)"
grp-a001-02-000000070109620,SHOPPING,4.1178,5,6441,0,-6441.0,-1288.2,band3,≥4
grp-a001-02-000000070451363,SHOPPING,4.3281,21,481575,675000,-87068.86,-4146.14,band3,≥4
grp-a001-02-000000070523564,SHOPPING,2.7933,20,1971616,2499080,-511019.86,-25550.99,band3,"[2.5,4)"
grp-a001-02-000000070523694,SHOPPING,4.1671,20,260333,312800,-77515.93,-3875.8,band3,≥4
grp-a001-02-000000070833125,SHOPPING,4.3795,3,5478,0,-5478.0,-1826.0,band3,≥4
grp-a001-02-000000070833126,SHOPPING,3.9272,3,16590,0,-16590.0,-5530.0,band3,"[2.5,4)"
grp-a001-02-000000070833127,SHOPPING,3.1822,3,50810,41400,-26613.62,-8871.21,band3,"[2.5,4)"
grp-a001-02-000000070991863,SHOPPING,4.2357,11,690503,1108740,-42495.99,-3863.27,band3,≥4
grp-a001-02-000000070992078,SHOPPING,8.5714,11,51094,163800,44639.49,4058.14,band1,≥4
grp-a001-02-000000070992116,SHOPPING,6.5735,11,72429,104400,-11412.05,-1037.46,band3,≥4
