l1_shopping_groupdays_in_l3_window,l3_covered_groupdays,l1_groupdays_missing_from_l3,missing_groupdays_ratio,missing_sum_imp,missing_imp_share_of_l1_total,missing_sum_cost,missing_cost_share_of_l1_total,missing_distinct_adgroups,missing_distinct_campaigns
7674,7410,264,0.0344,1567812,0.5921,375295,0.0194,8,2
